instant,atemp
277,-2.1511471531648
278,-2.063279937263017
279,-2.063279937263017
280,-2.063279937263017
281,-2.063279937263017
282,-2.063279937263017
283,-2.063279937263017
284,-1.8869636033673876
285,-1.8869636033673876
286,-1.9748308192691701
287,-2.063279937263017
288,-1.9748308192691701
289,-1.7985144853735404
290,-1.7985144853735404
291,-1.6221981514779105
292,-1.6221981514779105
293,-1.5343309355761279
294,-1.5343309355761279
295,-1.7106472694717578
296,-1.7106472694717578
297,-1.8869636033673876
298,-1.8869636033673876
299,-2.063279937263017
300,-2.063279937263017
301,-1.9748308192691701
302,-1.9748308192691701
303,-2.063279937263017
304,-2.063279937263017
305,-1.9748308192691701
306,-1.9748308192691701
307,-1.7106472694717578
308,-2.063279937263017
309,-1.7985144853735404
310,-1.8869636033673876
311,-1.7106472694717578
312,-1.7985144853735404
313,-1.6221981514779105
314,-1.6221981514779105
315,-1.5343309355761279
316,-1.3580146016804981
317,-1.3580146016804981
318,-1.4458818175822807
319,-1.269565483686651
320,-1.6221981514779105
321,-1.3580146016804981
322,-1.4458818175822807
323,-1.4458818175822807
324,-1.3580146016804981
325,-1.3580146016804981
326,-1.6221981514779105
327,-1.6221981514779105
328,-1.4458818175822807
329,-1.4458818175822807
330,-1.4458818175822807
331,-1.7985144853735404
332,-1.5343309355761279
333,-1.8869636033673876
334,-1.7106472694717578
335,-1.6221981514779105
336,-1.6221981514779105
337,-1.4458818175822807
338,-1.269565483686651
339,-1.0932491497910213
340,-0.9169328158953917
341,-0.8290655999936092
342,-1.005381933889239
343,-1.0932491497910213
344,-1.005381933889239
345,-1.005381933889239
346,-1.005381933889239
347,-0.9169328158953917
348,-1.0932491497910213
349,-1.005381933889239
350,-1.1816982677848686
351,-1.0932491497910213
352,-1.1816982677848686
353,-1.269565483686651
354,-1.269565483686651
355,-1.269565483686651
356,-1.5343309355761279
357,-1.5343309355761279
358,-1.5343309355761279
359,-1.5343309355761279
360,-1.4458818175822807
361,-1.5343309355761279
362,-1.4458818175822807
363,-1.1816982677848686
364,-1.3580146016804981
365,-1.4458818175822807
366,-1.5343309355761279
367,-1.5343309355761279
368,-1.6221981514779105
369,-1.6221981514779105
370,-1.6221981514779105
371,-1.5343309355761279
372,-1.4458818175822807
373,-1.6221981514779105
374,-1.6221981514779105
375,-1.7985144853735404
376,-1.7106472694717578
377,-1.6221981514779105
378,-1.6221981514779105
379,-1.7106472694717578
380,-1.7106472694717578
381,-1.8869636033673876
382,-1.8869636033673876
383,-1.8869636033673876
384,-1.8869636033673876
385,-1.6221981514779105
386,-1.6221981514779105
387,-1.5343309355761279
388,-1.5343309355761279
389,-1.5343309355761279
390,-1.6221981514779105
391,-1.7985144853735404
392,-1.7106472694717578
393,-1.8869636033673876
394,-1.8869636033673876
395,-2.063279937263017
396,-1.9748308192691701
397,-1.7106472694717578
398,-1.6221981514779105
399,-1.4458818175822807
400,-1.4458818175822807
401,-1.4458818175822807
402,-1.4458818175822807
403,-1.4458818175822807
404,-1.4458818175822807
405,-1.1816982677848686
406,-1.3580146016804981
407,-1.269565483686651
408,-1.1816982677848686
409,-1.1816982677848686
410,-1.4458818175822807
411,-1.4458818175822807
412,-1.4458818175822807
413,-1.269565483686651
414,-1.269565483686651
415,-1.269565483686651
416,-1.269565483686651
417,-1.269565483686651
418,-1.1816982677848686
419,-1.005381933889239
420,-0.9169328158953917
421,-0.3879838142085023
422,-0.3879838142085023
423,-0.3879838142085023
424,-0.47643293220234983
425,-0.8290655999936092
426,-0.9169328158953917
427,-1.0932491497910213
428,-1.005381933889239
429,-1.0932491497910213
430,-1.005381933889239
431,-1.1816982677848686
432,-1.4458818175822807
433,-1.1816982677848686
434,-1.1816982677848686
435,-1.269565483686651
436,-1.269565483686651
437,-1.4458818175822807
438,-1.5343309355761279
439,-1.5343309355761279
440,-1.5343309355761279
441,-1.4458818175822807
442,-1.4458818175822807
443,-1.1816982677848686
444,-0.8290655999936092
445,-1.0932491497910213
446,-1.005381933889239
447,-0.9169328158953917
448,-1.005381933889239
449,-0.9169328158953917
450,-1.269565483686651
451,-1.4458818175822807
452,-1.3580146016804981
453,-1.4458818175822807
454,-1.5343309355761279
455,-1.5343309355761279
456,-1.4458818175822807
457,-1.4458818175822807
458,-1.3580146016804981
459,-1.5343309355761279
460,-1.269565483686651
461,-1.6221981514779105
462,-1.5343309355761279
463,-1.7106472694717578
464,-1.7106472694717578
465,-1.7106472694717578
466,-1.7985144853735404
467,-1.7106472694717578
468,-1.7106472694717578
469,-1.8869636033673876
470,-1.8869636033673876
471,-2.063279937263017
472,-1.9748308192691701
473,-2.063279937263017
474,-2.063279937263017
475,-2.1511471531648
476,-2.3274634870604296
477,-2.3274634870604296
478,-2.5922289389499062
479,-2.5037798209560593
480,-2.5922289389499062
481,-2.768545272845536
482,-2.5922289389499062
483,-2.5922289389499062
484,-2.6800961548516886
485,-2.5922289389499062
486,-2.6800961548516886
487,-2.768545272845536
488,-2.5922289389499062
489,-2.4159126050542765
490,-2.3274634870604296
491,-2.1511471531648
492,-1.7985144853735404
493,-1.9748308192691701
494,-1.8869636033673876
495,-1.9748308192691701
496,-1.6221981514779105
497,-2.239596271158647
498,-2.1511471531648
499,-2.3274634870604296
500,-2.1511471531648
501,-1.8869636033673876
502,-2.3274634870604296
503,-2.3274634870604296
504,-2.3274634870604296
505,-2.4159126050542765
506,-2.4159126050542765
507,-2.3274634870604296
508,-2.3274634870604296
509,-2.1511471531648
510,-2.3274634870604296
511,-2.3274634870604296
512,-2.1511471531648
513,-1.9748308192691701
514,-2.063279937263017
515,-2.1511471531648
516,-1.9748308192691701
517,-1.9748308192691701
518,-1.9748308192691701
519,-2.1511471531648
520,-2.063279937263017
521,-2.063279937263017
522,-2.1511471531648
523,-2.1511471531648
524,-2.239596271158647
525,-2.4159126050542765
526,-2.4159126050542765
527,-2.5037798209560593
528,-2.5922289389499062
529,-2.4159126050542765
530,-2.4159126050542765
531,-2.3274634870604296
532,-2.063279937263017
533,-1.9748308192691701
534,-1.8869636033673876
535,-1.9748308192691701
536,-2.063279937263017
537,-1.9748308192691701
538,-1.9748308192691701
539,-1.9748308192691701
540,-1.7985144853735404
541,-1.8869636033673876
542,-2.063279937263017
543,-1.9748308192691701
544,-1.8869636033673876
545,-1.9748308192691701
546,-1.8869636033673876
547,-1.9748308192691701
548,-1.8869636033673876
549,-1.9748308192691701
550,-1.7985144853735404
551,-1.8869636033673876
552,-1.7985144853735404
553,-1.9748308192691701
554,-1.7106472694717578
555,-1.8869636033673876
556,-1.7106472694717578
557,-1.4458818175822807
558,-1.3580146016804981
559,-1.3580146016804981
560,-1.0932491497910213
561,-1.1816982677848686
562,-0.8290655999936092
563,-0.740616481999762
564,-0.740616481999762
565,-0.8290655999936092
566,-0.9169328158953917
567,-1.269565483686651
568,-1.4458818175822807
569,-1.4458818175822807
570,-1.4458818175822807
571,-1.4458818175822807
572,-1.4458818175822807
573,-1.3580146016804981
574,-1.4458818175822807
575,-1.7106472694717578
576,-1.7106472694717578
577,-1.5343309355761279
578,-1.5343309355761279
579,-1.5343309355761279
580,-1.5343309355761279
581,-1.6221981514779105
582,-1.6221981514779105
583,-1.6221981514779105
584,-1.6221981514779105
585,-1.7106472694717578
586,-1.6221981514779105
587,-1.7106472694717578
588,-1.4458818175822807
589,-1.3580146016804981
590,-1.4458818175822807
591,-1.4458818175822807
592,-1.5343309355761279
593,-1.5343309355761279
594,-1.5343309355761279
595,-1.6221981514779105
596,-1.5343309355761279
597,-1.5343309355761279
598,-1.5343309355761279
599,-1.4458818175822807
600,-1.5343309355761279
601,-1.6221981514779105
602,-1.6221981514779105
603,-1.6221981514779105
604,-1.5343309355761279
605,-1.5343309355761279
606,-1.5343309355761279
607,-1.5343309355761279
608,-1.5343309355761279
609,-1.1816982677848686
610,-1.269565483686651
611,-1.1816982677848686
612,-1.3580146016804981
613,-1.4458818175822807
614,-1.3580146016804981
615,-1.4458818175822807
616,-1.4458818175822807
617,-1.5343309355761279
618,-1.4458818175822807
619,-1.6221981514779105
620,-1.4458818175822807
621,-1.4458818175822807
622,-1.5343309355761279
623,-1.7106472694717578
624,-1.7106472694717578
625,-1.7106472694717578
626,-1.6221981514779105
627,-1.5343309355761279
628,-1.5343309355761279
629,-1.6221981514779105
630,-1.6221981514779105
631,-1.4458818175822807
632,-1.4458818175822807
633,-1.5343309355761279
634,-1.3580146016804981
635,-1.0932491497910213
636,-1.4458818175822807
637,-1.5343309355761279
638,-1.5343309355761279
639,-1.5343309355761279
640,-1.6221981514779105
641,-1.6221981514779105
642,-1.7106472694717578
643,-1.5343309355761279
644,-1.4458818175822807
645,-1.5343309355761279
646,-1.5343309355761279
647,-1.5343309355761279
648,-1.5343309355761279
649,-1.5343309355761279
650,-1.4458818175822807
651,-1.3580146016804981
652,-1.1816982677848686
653,-0.9169328158953917
654,-1.0932491497910213
655,-1.005381933889239
656,-0.8290655999936092
657,-0.8290655999936092
658,-1.0932491497910213
659,-1.269565483686651
660,-1.269565483686651
661,-1.1816982677848686
662,-1.3580146016804981
663,-1.4458818175822807
664,-1.5343309355761279
665,-1.4458818175822807
666,-1.5343309355761279
667,-1.4458818175822807
668,-1.4458818175822807
669,-1.6221981514779105
670,-1.7985144853735404
671,-1.9748308192691701
672,-1.9748308192691701
673,-1.9748308192691701
674,-1.9748308192691701
675,-1.8869636033673876
676,-1.8869636033673876
677,-1.5343309355761279
678,-1.4458818175822807
679,-1.6221981514779105
680,-1.7106472694717578
681,-1.7106472694717578
682,-1.8869636033673876
683,-1.8869636033673876
684,-0.9169328158953917
685,-1.7985144853735404
686,-1.6221981514779105
687,-1.7106472694717578
688,-1.6221981514779105
689,-1.7106472694717578
690,-1.7106472694717578
691,-1.4458818175822807
692,-1.4458818175822807
693,-1.5343309355761279
694,-1.5343309355761279
695,-1.4458818175822807
696,-1.4458818175822807
697,-1.4458818175822807
698,-1.4458818175822807
699,-1.3580146016804981
700,-1.269565483686651
701,-1.269565483686651
702,-1.269565483686651
703,-1.0932491497910213
704,-1.3580146016804981
705,-1.0932491497910213
706,-1.269565483686651
707,-1.3580146016804981
708,-1.4458818175822807
709,-1.4458818175822807
710,-1.269565483686651
711,-1.6221981514779105
712,-1.3580146016804981
713,-1.4458818175822807
714,-1.4458818175822807
715,-1.4458818175822807
716,-1.5343309355761279
717,-1.3580146016804981
718,-1.3580146016804981
719,-1.5343309355761279
720,-1.5343309355761279
721,-1.269565483686651
722,-1.1816982677848686
723,-1.4458818175822807
724,-1.4458818175822807
725,-0.8290655999936092
726,-0.47643293220234983
727,-0.47643293220234983
728,-0.8290655999936092
729,-0.9169328158953917
730,-1.0932491497910213
731,-1.3580146016804981
732,-1.6221981514779105
733,-1.6221981514779105
734,-1.5343309355761279
735,-1.7985144853735404
736,-1.7985144853735404
737,-1.8869636033673876
738,-1.7985144853735404
739,-1.7985144853735404
740,-1.9748308192691701
741,-1.9748308192691701
742,-2.063279937263017
743,-2.063279937263017
744,-1.9748308192691701
745,-1.8869636033673876
746,-1.9748308192691701
747,-1.7106472694717578
748,-1.7985144853735404
749,-1.6221981514779105
750,-1.6221981514779105
751,-1.5343309355761279
752,-1.6221981514779105
753,-1.5343309355761279
754,-1.269565483686651
755,-1.4458818175822807
756,-1.5343309355761279
757,-1.5343309355761279
758,-1.4458818175822807
759,-1.269565483686651
760,-1.4458818175822807
761,-1.7985144853735404
762,-1.7985144853735404
763,-1.8869636033673876
764,-1.4458818175822807
765,-1.5343309355761279
766,-1.8869636033673876
767,-1.7106472694717578
768,-1.5343309355761279
769,-1.4458818175822807
770,-1.3580146016804981
771,-1.269565483686651
772,-1.1816982677848686
773,-1.1816982677848686
774,-1.0932491497910213
775,-1.1816982677848686
776,-1.269565483686651
777,-1.3580146016804981
778,-1.3580146016804981
779,-1.3580146016804981
780,-1.3580146016804981
781,-1.3580146016804981
782,-1.3580146016804981
783,-1.3580146016804981
784,-1.3580146016804981
785,-1.3580146016804981
786,-1.4458818175822807
787,-1.4458818175822807
788,-1.269565483686651
789,-1.269565483686651
790,-1.4458818175822807
791,-1.4458818175822807
792,-1.5343309355761279
793,-1.4458818175822807
794,-1.4458818175822807
795,-1.4458818175822807
796,-1.1816982677848686
797,-1.1816982677848686
798,-1.4458818175822807
799,-1.5343309355761279
800,-1.3580146016804981
801,-1.3580146016804981
802,-1.0932491497910213
803,-1.269565483686651
804,-1.1816982677848686
805,-1.269565483686651
806,-1.269565483686651
807,-1.4458818175822807
808,-1.4458818175822807
809,-1.0932491497910213
810,-1.4458818175822807
811,-1.269565483686651
812,-1.269565483686651
813,-1.3580146016804981
814,-1.269565483686651
815,-1.0932491497910213
816,-1.0932491497910213
817,-1.005381933889239
818,-0.8290655999936092
819,-0.6527492660979796
820,-0.740616481999762
821,-0.740616481999762
822,-0.740616481999762
823,-0.6527492660979796
824,-1.005381933889239
825,-1.0932491497910213
826,-1.0932491497910213
827,-1.005381933889239
828,-1.005381933889239
829,-1.0932491497910213
830,-1.0932491497910213
831,-1.1816982677848686
832,-1.269565483686651
833,-1.269565483686651
834,-1.269565483686651
835,-1.269565483686651
836,-1.3580146016804981
837,-1.3580146016804981
838,-1.4458818175822807
839,-1.1816982677848686
840,-1.269565483686651
841,-0.9169328158953917
842,-0.740616481999762
843,-0.6527492660979796
844,-0.6527492660979796
845,-0.47643293220234983
846,-0.740616481999762
847,-0.9169328158953917
848,-0.8290655999936092
849,-0.740616481999762
850,-0.8290655999936092
851,-0.740616481999762
852,-1.005381933889239
853,-0.8290655999936092
854,-0.9169328158953917
855,-0.9169328158953917
856,-1.1816982677848686
857,-1.1816982677848686
858,-1.269565483686651
859,-1.4458818175822807
860,-1.4458818175822807
861,-1.6221981514779105
862,-1.6221981514779105
863,-1.6221981514779105
864,-1.7106472694717578
865,-1.7106472694717578
866,-1.6221981514779105
867,-1.6221981514779105
868,-1.6221981514779105
869,-1.6221981514779105
870,-1.7106472694717578
871,-1.7106472694717578
872,-1.7106472694717578
873,-2.063279937263017
874,-1.9748308192691701
875,-2.1511471531648
876,-2.1511471531648
877,-2.1511471531648
878,-2.3274634870604296
879,-2.1511471531648
880,-2.3274634870604296
881,-2.3274634870604296
882,-2.1511471531648
883,-1.8869636033673876
884,-2.1511471531648
885,-1.9748308192691701
886,-1.9748308192691701
887,-1.7106472694717578
888,-1.8869636033673876
889,-1.7106472694717578
890,-1.7985144853735404
891,-1.7106472694717578
892,-1.7106472694717578
893,-1.6221981514779105
894,-1.6221981514779105
895,-1.7985144853735404
896,-2.063279937263017
897,-1.8869636033673876
898,-1.8869636033673876
899,-1.7985144853735404
900,-1.8869636033673876
901,-1.9748308192691701
902,-1.8869636033673876
903,-1.8869636033673876
904,-1.9748308192691701
905,-2.063279937263017
906,-2.063279937263017
907,-2.3274634870604296
908,-2.3274634870604296
909,-2.1511471531648
910,-2.1511471531648
911,-2.063279937263017
912,-1.9748308192691701
913,-1.7985144853735404
914,-1.7106472694717578
915,-1.6221981514779105
916,-1.7106472694717578
917,-1.7106472694717578
918,-1.7106472694717578
919,-1.7985144853735404
920,-1.7106472694717578
921,-1.5343309355761279
922,-1.6221981514779105
923,-1.8869636033673876
924,-1.9748308192691701
925,-1.9748308192691701
926,-1.9748308192691701
927,-2.063279937263017
928,-1.7106472694717578
929,-1.7985144853735404
930,-2.063279937263017
931,-2.063279937263017
932,-1.9748308192691701
933,-1.4458818175822807
934,-1.4458818175822807
935,-1.4458818175822807
936,-1.0932491497910213
937,-0.9169328158953917
938,-1.0932491497910213
939,-0.8290655999936092
940,-0.9169328158953917
941,-1.005381933889239
942,-1.4458818175822807
943,-1.5343309355761279
944,-1.4458818175822807
945,-1.3580146016804981
946,-1.6221981514779105
947,-1.5343309355761279
948,-1.5343309355761279
949,-1.6221981514779105
950,-1.7985144853735404
951,-1.7985144853735404
952,-1.9748308192691701
953,-1.8869636033673876
954,-1.8869636033673876
955,-1.7106472694717578
956,-1.5343309355761279
957,-1.1816982677848686
958,-1.1816982677848686
959,-1.1816982677848686
960,-0.9169328158953917
961,-1.005381933889239
962,-1.005381933889239
963,-1.0932491497910213
964,-1.269565483686651
965,-1.1816982677848686
966,-1.269565483686651
967,-1.005381933889239
968,-1.269565483686651
969,-1.4458818175822807
970,-1.4458818175822807
971,-1.4458818175822807
972,-1.4458818175822807
973,-1.4458818175822807
974,-1.5343309355761279
975,-1.5343309355761279
976,-1.1816982677848686
977,-1.4458818175822807
978,-1.4458818175822807
979,-1.1816982677848686
980,-1.0932491497910213
981,-0.9169328158953917
982,-0.47643293220234983
983,-0.3879838142085023
984,-0.3879838142085023
985,-0.30011659830671983
986,-0.30011659830671983
987,-0.3879838142085023
988,-0.3879838142085023
989,-0.3879838142085023
990,-0.3879838142085023
991,-0.3879838142085023
992,-0.3879838142085023
993,-0.47643293220234983
994,-0.47643293220234983
995,-0.8290655999936092
996,-0.9169328158953917
997,-1.005381933889239
998,-1.005381933889239
999,-1.005381933889239
1000,-1.005381933889239
1001,-0.47643293220234983
1002,-0.3879838142085023
1003,-0.21166748031287264
1004,0.1409651874783867
1005,0.3172815213740164
1006,0.4057306393678636
1007,0.6699141891652758
1008,0.3172815213740164
1009,0.1409651874783867
1010,-0.12380026441109017
1011,-0.3879838142085023
1012,-0.47643293220234983
1013,-0.9169328158953917
1014,-0.9169328158953917
1015,-1.0932491497910213
1016,-1.0932491497910213
1017,-1.1816982677848686
1018,-1.3580146016804981
1019,-1.4458818175822807
1020,-1.7106472694717578
1021,-1.7106472694717578
1022,-1.7106472694717578
1023,-1.7106472694717578
1024,-1.7106472694717578
1025,-1.6221981514779105
1026,-1.5343309355761279
1027,-1.3580146016804981
1028,-1.1816982677848686
1029,-1.005381933889239
1030,-0.9169328158953917
1031,-0.8290655999936092
1032,-0.9169328158953917
1033,-1.005381933889239
1034,-1.005381933889239
1035,-1.0932491497910213
1036,-1.1816982677848686
1037,-1.0932491497910213
1038,-1.0932491497910213
1039,-1.269565483686651
1040,-1.269565483686651
1041,-1.4458818175822807
1042,-1.6221981514779105
1043,-1.6221981514779105
1044,-1.6221981514779105
1045,-1.6221981514779105
1046,-1.6221981514779105
1047,-1.4458818175822807
1048,-1.5343309355761279
1049,-1.4458818175822807
1050,-1.005381933889239
1051,-0.47643293220234983
1052,-0.30011659830671983
1053,-0.12380026441109017
1054,-0.12380026441109017
1055,-0.12380026441109017
1056,-0.12380026441109017
1057,-0.3879838142085023
1058,-0.9169328158953917
1059,-0.47643293220234983
1060,-0.740616481999762
1061,-0.8290655999936092
1062,-0.47643293220234983
1063,-0.8290655999936092
1064,-0.9169328158953917
1065,-0.9169328158953917
1066,-0.8290655999936092
1067,-0.9169328158953917
1068,-0.8290655999936092
1069,-1.005381933889239
1070,-0.8290655999936092
1071,-0.8290655999936092
1072,-0.740616481999762
1073,-0.47643293220234983
1074,-0.21166748031287264
1075,-0.03535114641724297
1076,0.2294143054722339
1077,0.8462305230609054
1078,0.7583633071591229
1079,0.3172815213740164
1080,0.4057306393678636
1081,0.2294143054722339
1082,-0.03535114641724297
1083,-0.03535114641724297
1084,0.1409651874783867
1085,0.05251606948453951
1086,-0.12380026441109017
1087,-0.21166748031287264
1088,-0.21166748031287264
1089,-0.21166748031287264
1090,-0.12380026441109017
1091,-0.12380026441109017
1092,-0.12380026441109017
1093,-0.21166748031287264
1094,-0.30011659830671983
1095,-0.30011659830671983
1096,-0.30011659830671983
1097,-0.21166748031287264
1098,-0.21166748031287264
1099,0.05251606948453951
1100,0.8462305230609054
1101,0.8462305230609054
1102,0.8462305230609054
1103,0.8462305230609054
1104,0.8462305230609054
1105,0.8462305230609054
1106,0.8462305230609054
1107,0.8462305230609054
1108,0.4057306393678636
1109,0.2294143054722339
1110,0.1409651874783867
1111,-0.03535114641724297
1112,-0.12380026441109017
1113,-0.21166748031287264
1114,-0.30011659830671983
1115,-0.3879838142085023
1116,-0.3879838142085023
1117,-0.3879838142085023
1118,-0.47643293220234983
1119,-0.47643293220234983
1120,-0.3879838142085023
1121,-0.30011659830671983
1122,-0.21166748031287264
1123,-0.21166748031287264
1124,-0.21166748031287264
1125,-0.12380026441109017
1126,-0.21166748031287264
1127,-0.21166748031287264
1128,-0.30011659830671983
1129,-0.9169328158953917
1130,-1.005381933889239
1131,-1.0932491497910213
1132,-1.1816982677848686
1133,-1.269565483686651
1134,-1.3580146016804981
1135,-1.5343309355761279
1136,-1.6221981514779105
1137,-1.6221981514779105
1138,-1.7106472694717578
1139,-1.7106472694717578
1140,-1.7106472694717578
1141,-1.7985144853735404
1142,-1.4458818175822807
1143,-1.5343309355761279
1144,-1.269565483686651
1145,-1.005381933889239
1146,-0.9169328158953917
1147,-0.8290655999936092
1148,-0.740616481999762
1149,-0.6527492660979796
1150,-0.6527492660979796
1151,-0.740616481999762
1152,-0.8290655999936092
1153,-0.8290655999936092
1154,-0.6527492660979796
1155,-0.740616481999762
1156,-1.005381933889239
1157,-1.005381933889239
1158,-1.005381933889239
1159,-1.005381933889239
1160,-1.005381933889239
1161,-1.005381933889239
1162,-0.9169328158953917
1163,-0.6527492660979796
1164,-0.30011659830671983
1165,-0.30011659830671983
1166,-1.005381933889239
1167,-1.005381933889239
1168,-1.005381933889239
1169,-0.8290655999936092
1170,-0.9169328158953917
1171,-1.1816982677848686
