instant,windspeed
149,0.27629827153237907
150,0.5198812723788215
151,0.7642816658455545
152,0.5198812723788215
153,-0.2116851227807959
154,-0.2116851227807959
155,-1.5538438052971002
156,-0.8214600175171924
157,-0.8214600175171924
158,-0.6996685170939712
159,-0.4560855162475286
160,-0.2116851227807959
161,-0.2116851227807959
162,-0.2116851227807959
163,-0.8214600175171924
164,-1.5538438052971002
165,-0.2116851227807959
166,-0.2116851227807959
167,-0.2116851227807959
168,-0.2116851227807959
169,-0.6996685170939712
170,-0.6996685170939712
171,-0.6996685170939712
172,-0.2116851227807959
173,1.6184569540486833
174,1.3740565605819508
175,1.1304735597355084
176,2.471814849631522
177,2.1064403483618586
178,2.1064403483618586
179,2.959798243944698
180,0.8860731662687755
181,0.5198812723788215
182,0.5198812723788215
183,1.3740565605819508
184,1.6184569540486833
185,2.1064403483618586
186,1.6184569540486833
187,2.22823184878508
188,2.22823184878508
189,1.8620399548951259
190,0.03189787806564658
191,0.03189787806564658
192,0.7642816658455545
193,0.03189787806564658
194,0.7642816658455545
195,2.716215243098255
196,1.6184569540486833
197,2.716215243098255
198,2.1064403483618586
199,2.1064403483618586
200,2.22823184878508
201,1.3740565605819508
202,2.1064403483618586
203,1.6184569540486833
204,1.1304735597355084
205,1.1304735597355084
206,0.5198812723788215
207,1.8620399548951259
208,0.8860731662687755
209,0.03189787806564658
210,0.7642816658455545
211,0.7642816658455545
212,0.27629827153237907
213,0.27629827153237907
214,-0.4560855162475286
215,0.5198812723788215
216,0.7642816658455545
217,0.27629827153237907
218,0.7642816658455545
219,0.5198812723788215
220,0.8860731662687755
221,0.7642816658455545
222,0.7642816658455545
223,0.7642816658455545
224,0.27629827153237907
225,0.27629827153237907
226,-0.4560855162475286
227,-0.6996685170939712
228,0.27629827153237907
229,-0.2116851227807959
230,-0.2116851227807959
231,0.03189787806564658
232,-0.2116851227807959
233,-0.2116851227807959
234,-0.6996685170939712
235,-0.2116851227807959
236,0.03189787806564658
237,-0.4560855162475286
238,-0.4560855162475286
239,-1.5538438052971002
240,-0.8214600175171924
241,-0.2116851227807959
242,-0.2116851227807959
243,-0.4560855162475286
244,-0.6996685170939712
245,-0.8214600175171924
246,-0.8214600175171924
247,-0.8214600175171924
248,0.27629827153237907
249,0.27629827153237907
250,-0.6996685170939712
251,-1.5538438052971002
252,0.03189787806564658
253,-0.8214600175171924
254,-0.6996685170939712
255,-0.8214600175171924
256,-0.8214600175171924
257,-0.6996685170939712
258,-0.4560855162475286
259,-0.2116851227807959
260,-0.4560855162475286
261,-0.4560855162475286
262,-0.2116851227807959
263,1.1304735597355084
264,0.27629827153237907
265,1.6184569540486833
266,3.2041986374114297
267,1.3740565605819508
268,1.1304735597355084
269,1.8620399548951259
270,1.1304735597355084
271,1.3740565605819508
272,2.716215243098255
273,1.8620399548951259
274,1.1304735597355084
275,1.1304735597355084
276,2.1064403483618586
277,1.8620399548951259
278,0.7642816658455545
279,0.7642816658455545
280,1.3740565605819508
281,1.1304735597355084
282,0.5198812723788215
283,0.8860731662687755
284,-0.4560855162475286
285,-0.4560855162475286
286,0.03189787806564658
287,1.1304735597355084
288,1.3740565605819508
289,2.1064403483618586
290,1.8620399548951259
291,2.1064403483618586
292,1.6184569540486833
293,0.8860731662687755
294,1.3740565605819508
295,0.7642816658455545
296,1.1304735597355084
297,0.5198812723788215
298,0.27629827153237907
299,0.8860731662687755
300,1.1304735597355084
301,0.03189787806564658
302,0.03189787806564658
303,-0.2116851227807959
304,-0.4560855162475286
305,-0.6996685170939712
306,-0.8214600175171924
307,-1.5538438052971002
308,-0.2116851227807959
309,-1.5538438052971002
310,-0.4560855162475286
311,0.03189787806564658
312,0.7642816658455545
313,0.5198812723788215
314,1.6184569540486833
315,0.7642816658455545
316,-0.2116851227807959
317,-0.6996685170939712
318,-0.2116851227807959
319,-1.5538438052971002
320,-0.8214600175171924
321,-1.5538438052971002
322,-1.5538438052971002
323,-1.5538438052971002
324,-1.5538438052971002
325,-1.5538438052971002
326,-0.8214600175171924
327,-0.8214600175171924
328,-1.5538438052971002
329,-1.5538438052971002
330,-1.5538438052971002
331,-0.6996685170939712
332,-1.5538438052971002
333,-0.4560855162475286
334,-0.4560855162475286
335,-0.2116851227807959
336,0.27629827153237907
337,0.27629827153237907
338,0.8860731662687755
339,0.7642816658455545
340,0.03189787806564658
341,0.03189787806564658
342,0.7642816658455545
343,0.5198812723788215
344,0.5198812723788215
345,0.5198812723788215
346,0.27629827153237907
347,-0.6996685170939712
348,0.7642816658455545
349,-1.5538438052971002
350,-0.4560855162475286
351,-0.8214600175171924
352,-1.5538438052971002
353,-0.2116851227807959
354,-0.2116851227807959
355,-0.2116851227807959
356,0.8860731662687755
357,0.7642816658455545
358,0.5198812723788215
359,0.7642816658455545
360,0.5198812723788215
361,0.7642816658455545
362,0.8860731662687755
363,0.5198812723788215
364,0.5198812723788215
365,0.27629827153237907
366,0.5198812723788215
367,-0.2116851227807959
368,-0.4560855162475286
369,-0.2116851227807959
370,-0.2116851227807959
371,-0.4560855162475286
372,-0.6996685170939712
373,0.27629827153237907
374,0.03189787806564658
375,0.5198812723788215
376,0.03189787806564658
377,-0.4560855162475286
378,-0.2116851227807959
379,0.03189787806564658
380,-0.4560855162475286
381,0.27629827153237907
382,0.27629827153237907
383,0.5198812723788215
384,0.03189787806564658
385,-0.4560855162475286
386,-0.4560855162475286
387,-0.6996685170939712
388,-0.2116851227807959
389,-0.2116851227807959
390,0.03189787806564658
391,0.5198812723788215
392,0.03189787806564658
393,0.03189787806564658
394,0.03189787806564658
395,0.5198812723788215
396,0.7642816658455545
397,1.1304735597355084
398,0.27629827153237907
399,-0.2116851227807959
400,-0.2116851227807959
401,0.03189787806564658
402,0.03189787806564658
403,-0.2116851227807959
404,-0.4560855162475286
405,-1.5538438052971002
406,-0.6996685170939712
407,-0.8214600175171924
408,-1.5538438052971002
409,-1.5538438052971002
410,-0.4560855162475286
411,-0.4560855162475286
412,-0.4560855162475286
413,-0.8214600175171924
414,-0.8214600175171924
415,-0.6996685170939712
416,-0.6996685170939712
417,-0.6996685170939712
418,-0.4560855162475286
419,-0.8214600175171924
420,-0.8214600175171924
421,0.7642816658455545
422,0.5198812723788215
423,0.7642816658455545
424,1.6184569540486833
425,1.1304735597355084
426,0.7642816658455545
427,1.8620399548951259
428,0.8860731662687755
429,1.8620399548951259
430,-0.2116851227807959
431,2.22823184878508
432,1.6184569540486833
433,-1.5538438052971002
434,-1.5538438052971002
435,-0.2116851227807959
436,-0.2116851227807959
437,0.27629827153237907
438,0.27629827153237907
439,0.27629827153237907
440,0.7642816658455545
441,0.27629827153237907
442,0.8860731662687755
443,-0.2116851227807959
444,-1.5538438052971002
445,-0.6996685170939712
446,-0.4560855162475286
447,0.03189787806564658
448,-0.4560855162475286
449,-0.6996685170939712
450,0.03189787806564658
451,1.1304735597355084
452,0.7642816658455545
453,0.5198812723788215
454,0.7642816658455545
455,1.1304735597355084
456,0.5198812723788215
457,0.5198812723788215
458,-0.2116851227807959
459,0.8860731662687755
460,-0.8214600175171924
461,1.8620399548951259
462,0.5198812723788215
463,0.7642816658455545
464,1.1304735597355084
465,1.3740565605819508
466,2.22823184878508
467,2.22823184878508
468,3.2041986374114297
469,3.2041986374114297
470,2.716215243098255
471,2.1064403483618586
472,1.3740565605819508
473,1.3740565605819508
474,0.5198812723788215
475,1.1304735597355084
476,1.8620399548951259
477,0.7642816658455545
478,1.6184569540486833
479,1.1304735597355084
480,0.5198812723788215
481,1.6184569540486833
482,0.5198812723788215
483,0.7642816658455545
484,0.8860731662687755
485,0.27629827153237907
486,0.7642816658455545
487,1.1304735597355084
488,0.5198812723788215
489,-0.2116851227807959
490,-0.4560855162475286
491,-0.6996685170939712
492,-1.5538438052971002
493,-0.6996685170939712
494,-1.5538438052971002
495,0.03189787806564658
496,-1.5538438052971002
497,0.03189787806564658
498,-0.4560855162475286
499,-0.2116851227807959
500,-0.8214600175171924
501,-1.5538438052971002
502,-0.6996685170939712
503,-0.6996685170939712
504,-0.6996685170939712
505,-0.4560855162475286
506,-0.4560855162475286
507,-0.6996685170939712
508,-0.6996685170939712
509,-0.2116851227807959
510,-0.2116851227807959
511,1.3740565605819508
512,1.6184569540486833
513,0.27629827153237907
514,2.22823184878508
515,1.6184569540486833
516,1.3740565605819508
517,1.3740565605819508
518,1.1304735597355084
519,1.6184569540486833
520,0.5198812723788215
521,0.7642816658455545
522,0.5198812723788215
523,0.03189787806564658
524,0.03189787806564658
525,0.27629827153237907
526,0.03189787806564658
527,0.03189787806564658
528,0.5198812723788215
529,-0.4560855162475286
530,-0.4560855162475286
531,-0.8214600175171924
532,-1.5538438052971002
533,-1.5538438052971002
534,-1.5538438052971002
535,-1.5538438052971002
536,-0.4560855162475286
537,0.03189787806564658
538,0.27629827153237907
539,0.27629827153237907
540,-0.2116851227807959
541,0.5198812723788215
542,0.5198812723788215
543,0.03189787806564658
544,-0.2116851227807959
545,0.03189787806564658
546,-0.2116851227807959
547,0.27629827153237907
548,0.5198812723788215
549,0.7642816658455545
550,-0.2116851227807959
551,0.27629827153237907
552,-0.6996685170939712
553,0.27629827153237907
554,-0.6996685170939712
555,0.27629827153237907
556,-0.4560855162475286
557,-0.8214600175171924
558,-0.6996685170939712
559,-0.4560855162475286
560,-0.8214600175171924
561,-0.4560855162475286
562,-1.5538438052971002
563,-1.5538438052971002
564,-1.5538438052971002
565,-1.5538438052971002
566,-0.8214600175171924
567,-0.2116851227807959
568,0.03189787806564658
569,0.03189787806564658
570,-0.2116851227807959
571,-0.2116851227807959
572,-0.4560855162475286
573,-0.4560855162475286
574,0.03189787806564658
575,0.7642816658455545
576,0.7642816658455545
577,0.8860731662687755
578,0.8860731662687755
579,0.8860731662687755
580,0.7642816658455545
581,1.1304735597355084
582,1.1304735597355084
583,1.1304735597355084
584,1.3740565605819508
585,2.22823184878508
586,1.1304735597355084
587,1.3740565605819508
588,0.03189787806564658
589,-0.6996685170939712
590,-0.8214600175171924
591,-0.8214600175171924
592,-0.8214600175171924
593,-0.8214600175171924
594,-0.8214600175171924
595,-0.2116851227807959
596,-0.4560855162475286
597,-0.4560855162475286
598,-0.2116851227807959
599,-0.6996685170939712
600,-0.6996685170939712
601,-0.4560855162475286
602,-0.8214600175171924
603,-0.8214600175171924
604,-0.8214600175171924
605,-0.6996685170939712
606,-0.6996685170939712
607,-0.6996685170939712
608,-0.6996685170939712
609,-1.5538438052971002
610,-1.5538438052971002
611,-1.5538438052971002
612,-0.4560855162475286
613,0.03189787806564658
614,-0.4560855162475286
615,0.03189787806564658
616,-0.4560855162475286
617,1.3740565605819508
618,0.27629827153237907
619,1.3740565605819508
620,0.03189787806564658
621,-0.2116851227807959
622,-0.4560855162475286
623,-0.6996685170939712
624,-0.4560855162475286
625,-0.6996685170939712
626,-0.2116851227807959
627,-0.8214600175171924
628,-0.6996685170939712
629,-0.4560855162475286
630,0.03189787806564658
631,-0.2116851227807959
632,-0.4560855162475286
633,0.5198812723788215
634,-0.2116851227807959
635,-1.5538438052971002
636,-0.4560855162475286
637,0.5198812723788215
638,-0.8214600175171924
639,-0.8214600175171924
640,-0.8214600175171924
641,-0.8214600175171924
642,-0.6996685170939712
643,-1.5538438052971002
644,-1.5538438052971002
645,-1.5538438052971002
646,-1.5538438052971002
647,-1.5538438052971002
648,-1.5538438052971002
649,-1.5538438052971002
650,-1.5538438052971002
651,-1.5538438052971002
652,-1.5538438052971002
653,-0.6996685170939712
654,-0.6996685170939712
655,-0.8214600175171924
656,-1.5538438052971002
657,-1.5538438052971002
658,0.03189787806564658
659,-0.2116851227807959
660,0.03189787806564658
661,-0.6996685170939712
662,-0.2116851227807959
663,0.03189787806564658
664,0.7642816658455545
665,0.27629827153237907
666,0.5198812723788215
667,0.03189787806564658
668,0.03189787806564658
669,0.27629827153237907
670,0.7642816658455545
671,1.1304735597355084
672,0.7642816658455545
673,0.7642816658455545
674,0.8860731662687755
675,0.03189787806564658
676,0.03189787806564658
677,-0.6996685170939712
678,-1.5538438052971002
679,-0.4560855162475286
680,-0.4560855162475286
681,0.03189787806564658
682,0.03189787806564658
683,0.27629827153237907
684,-0.6996685170939712
685,-0.2116851227807959
686,-0.8214600175171924
687,-0.6996685170939712
688,-0.8214600175171924
689,-0.6996685170939712
690,-0.6996685170939712
691,-1.5538438052971002
692,-1.5538438052971002
693,-1.5538438052971002
694,-1.5538438052971002
695,-1.5538438052971002
696,-1.5538438052971002
697,-1.5538438052971002
698,-1.5538438052971002
699,-1.5538438052971002
700,-1.5538438052971002
701,-1.5538438052971002
702,-0.8214600175171924
703,-1.5538438052971002
704,-0.4560855162475286
705,-1.5538438052971002
706,-0.6996685170939712
707,-0.4560855162475286
708,-0.4560855162475286
709,-0.4560855162475286
710,-0.8214600175171924
711,0.03189787806564658
712,-0.6996685170939712
713,0.03189787806564658
714,-0.4560855162475286
715,-0.4560855162475286
716,0.7642816658455545
717,-0.6996685170939712
718,-0.6996685170939712
719,0.27629827153237907
720,0.27629827153237907
721,-0.8214600175171924
722,-1.5538438052971002
723,0.03189787806564658
724,0.27629827153237907
725,-0.2116851227807959
726,1.6184569540486833
727,1.1304735597355084
728,0.8860731662687755
729,2.716215243098255
730,2.959798243944698
731,2.471814849631522
732,2.959798243944698
733,1.1304735597355084
734,0.5198812723788215
735,2.1064403483618586
736,2.1064403483618586
737,2.716215243098255
738,0.5198812723788215
739,0.5198812723788215
740,0.8860731662687755
741,1.3740565605819508
742,1.1304735597355084
743,1.3740565605819508
744,0.8860731662687755
745,1.1304735597355084
746,2.1064403483618586
747,1.3740565605819508
748,1.8620399548951259
749,1.6184569540486833
750,1.1304735597355084
751,0.5198812723788215
752,0.03189787806564658
753,-0.2116851227807959
754,-1.5538438052971002
755,-0.8214600175171924
756,-0.6996685170939712
757,-0.8214600175171924
758,-0.6996685170939712
759,-1.5538438052971002
760,-1.5538438052971002
761,-0.6996685170939712
762,-0.6996685170939712
763,-0.4560855162475286
764,-1.5538438052971002
765,-1.5538438052971002
766,-0.4560855162475286
767,-0.4560855162475286
768,-0.4560855162475286
769,-0.2116851227807959
770,-0.2116851227807959
771,0.27629827153237907
772,-0.2116851227807959
773,0.5198812723788215
774,0.27629827153237907
775,-0.4560855162475286
776,-0.6996685170939712
777,-0.4560855162475286
778,-0.2116851227807959
779,-0.2116851227807959
780,-0.2116851227807959
781,-0.4560855162475286
782,-0.2116851227807959
783,-0.2116851227807959
784,-0.2116851227807959
785,-0.2116851227807959
786,-0.4560855162475286
787,-0.8214600175171924
788,-1.5538438052971002
789,-0.8214600175171924
790,-0.8214600175171924
791,-0.8214600175171924
792,-0.4560855162475286
793,-0.4560855162475286
794,-0.2116851227807959
795,-0.2116851227807959
796,-1.5538438052971002
797,-1.5538438052971002
798,-0.4560855162475286
799,0.7642816658455545
800,2.1064403483618586
801,2.1064403483618586
802,0.5198812723788215
803,0.03189787806564658
804,-0.4560855162475286
805,0.27629827153237907
806,0.03189787806564658
807,1.8620399548951259
808,1.1304735597355084
809,-0.8214600175171924
810,1.3740565605819508
811,0.27629827153237907
812,0.27629827153237907
813,-0.2116851227807959
814,-0.6996685170939712
815,-0.6996685170939712
816,0.5198812723788215
817,0.5198812723788215
818,-1.5538438052971002
819,-1.5538438052971002
820,-0.8214600175171924
821,-0.8214600175171924
822,-0.6996685170939712
823,-1.5538438052971002
824,-0.2116851227807959
825,-0.4560855162475286
826,-0.6996685170939712
827,-1.5538438052971002
828,-1.5538438052971002
829,-1.5538438052971002
830,-1.5538438052971002
831,-1.5538438052971002
832,-1.5538438052971002
833,-1.5538438052971002
834,-1.5538438052971002
835,-1.5538438052971002
836,-1.5538438052971002
837,-1.5538438052971002
838,-1.5538438052971002
839,-1.5538438052971002
840,-0.6996685170939712
841,-0.8214600175171924
842,-1.5538438052971002
843,-0.8214600175171924
844,-0.8214600175171924
845,-0.8214600175171924
846,-0.4560855162475286
847,-0.2116851227807959
848,-0.4560855162475286
849,-1.5538438052971002
850,-0.6996685170939712
851,-1.5538438052971002
852,-0.8214600175171924
853,-1.5538438052971002
854,-1.5538438052971002
855,-1.5538438052971002
856,-0.6996685170939712
857,-0.2116851227807959
858,-0.2116851227807959
859,1.1304735597355084
860,1.1304735597355084
861,1.8620399548951259
862,2.471814849631522
863,2.471814849631522
864,2.959798243944698
865,2.22823184878508
866,2.471814849631522
867,2.1064403483618586
868,1.8620399548951259
869,1.6184569540486833
870,2.716215243098255
871,3.2041986374114297
872,1.6184569540486833
873,2.22823184878508
874,1.1304735597355084
875,2.22823184878508
876,1.3740565605819508
877,1.1304735597355084
878,1.3740565605819508
879,0.27629827153237907
880,0.7642816658455545
881,-0.4560855162475286
882,-0.6996685170939712
883,-1.5538438052971002
884,-0.6996685170939712
885,-1.5538438052971002
886,-0.2116851227807959
887,-1.5538438052971002
888,-0.2116851227807959
889,0.27629827153237907
890,0.5198812723788215
891,0.8860731662687755
892,0.7642816658455545
893,0.5198812723788215
894,0.5198812723788215
895,0.8860731662687755
896,0.5198812723788215
897,-0.2116851227807959
898,-0.2116851227807959
899,-0.2116851227807959
900,0.03189787806564658
901,0.03189787806564658
902,-0.4560855162475286
903,-0.4560855162475286
904,0.27629827153237907
905,0.27629827153237907
906,0.7642816658455545
907,1.8620399548951259
908,1.1304735597355084
909,1.3740565605819508
910,0.8860731662687755
911,1.3740565605819508
912,1.6184569540486833
913,0.8860731662687755
914,0.7642816658455545
915,0.5198812723788215
916,0.8860731662687755
917,0.03189787806564658
918,-0.4560855162475286
919,-0.6996685170939712
920,-0.8214600175171924
921,-1.5538438052971002
922,-1.5538438052971002
923,-0.6996685170939712
924,-0.6996685170939712
925,-0.8214600175171924
926,-0.8214600175171924
927,-0.8214600175171924
928,-1.5538438052971002
929,-1.5538438052971002
930,-0.2116851227807959
931,0.27629827153237907
932,0.03189787806564658
933,-0.4560855162475286
934,-0.4560855162475286
935,0.03189787806564658
936,0.5198812723788215
937,-0.2116851227807959
938,0.03189787806564658
939,-1.5538438052971002
940,-1.5538438052971002
941,-1.5538438052971002
942,-0.4560855162475286
943,-0.4560855162475286
944,-0.8214600175171924
945,-1.5538438052971002
946,-0.8214600175171924
947,-1.5538438052971002
948,-1.5538438052971002
949,-1.5538438052971002
950,-0.8214600175171924
951,-0.8214600175171924
952,0.03189787806564658
953,-0.6996685170939712
954,-0.4560855162475286
955,-0.4560855162475286
956,0.5198812723788215
957,1.1304735597355084
958,2.22823184878508
959,1.8620399548951259
960,0.7642816658455545
961,1.8620399548951259
962,1.8620399548951259
963,2.716215243098255
964,1.1304735597355084
965,-0.2116851227807959
966,0.27629827153237907
967,-1.5538438052971002
968,-0.8214600175171924
969,-0.4560855162475286
970,-0.6996685170939712
971,-0.8214600175171924
972,-0.8214600175171924
973,-0.6996685170939712
974,-0.2116851227807959
975,-0.4560855162475286
976,-1.5538438052971002
977,0.03189787806564658
978,0.27629827153237907
979,1.1304735597355084
980,2.1064403483618586
981,2.22823184878508
982,1.3740565605819508
983,1.8620399548951259
984,0.8860731662687755
985,1.1304735597355084
986,1.1304735597355084
987,0.8860731662687755
988,0.7642816658455545
989,1.1304735597355084
990,1.3740565605819508
991,0.8860731662687755
992,1.3740565605819508
993,1.3740565605819508
994,1.3740565605819508
995,0.8860731662687755
996,0.27629827153237907
997,0.7642816658455545
998,0.7642816658455545
999,0.8860731662687755
1000,0.8860731662687755
1001,2.22823184878508
1002,1.6184569540486833
1003,0.27629827153237907
1004,0.5198812723788215
1005,2.1064403483618586
1006,1.6184569540486833
1007,2.471814849631522
1008,3.8139735321478265
1009,2.22823184878508
1010,3.4477816382578728
1011,3.4477816382578728
1012,2.471814849631522
1013,2.22823184878508
1014,2.716215243098255
1015,3.8139735321478265
1016,2.471814849631522
1017,1.8620399548951259
1018,4.7899403207741775
1019,4.05837392561456
1020,2.716215243098255
1021,2.22823184878508
1022,1.1304735597355084
1023,1.3740565605819508
1024,1.3740565605819508
1025,2.1064403483618586
1026,0.7642816658455545
1027,0.5198812723788215
1028,0.5198812723788215
1029,0.27629827153237907
1030,0.27629827153237907
1031,-0.2116851227807959
1032,0.5198812723788215
1033,0.27629827153237907
1034,-0.4560855162475286
1035,-0.4560855162475286
1036,-0.6996685170939712
1037,-1.5538438052971002
1038,-1.5538438052971002
1039,-0.8214600175171924
1040,-0.8214600175171924
1041,-0.8214600175171924
1042,0.03189787806564658
1043,0.03189787806564658
1044,0.03189787806564658
1045,0.27629827153237907
1046,0.27629827153237907
1047,-0.2116851227807959
1048,0.7642816658455545
1049,1.6184569540486833
1050,0.8860731662687755
1051,1.1304735597355084
1052,1.3740565605819508
1053,1.8620399548951259
1054,1.8620399548951259
1055,1.6184569540486833
1056,0.7642816658455545
1057,0.27629827153237907
1058,0.27629827153237907
1059,0.03189787806564658
1060,0.03189787806564658
1061,0.03189787806564658
1062,0.27629827153237907
1063,0.03189787806564658
1064,0.27629827153237907
1065,0.27629827153237907
1066,0.03189787806564658
1067,0.03189787806564658
1068,-0.8214600175171924
1069,-0.4560855162475286
1070,-0.6996685170939712
1071,-0.8214600175171924
1072,0.03189787806564658
1073,0.03189787806564658
1074,0.5198812723788215
1075,0.27629827153237907
1076,0.27629827153237907
1077,0.27629827153237907
1078,0.5198812723788215
1079,0.8860731662687755
1080,0.8860731662687755
1081,0.7642816658455545
1082,1.1304735597355084
1083,1.1304735597355084
1084,1.6184569540486833
1085,0.7642816658455545
1086,0.8860731662687755
1087,0.7642816658455545
1088,0.27629827153237907
1089,0.7642816658455545
1090,0.5198812723788215
1091,0.5198812723788215
1092,-0.6996685170939712
1093,-0.2116851227807959
1094,0.27629827153237907
1095,0.03189787806564658
1096,0.03189787806564658
1097,0.27629827153237907
1098,-0.2116851227807959
1099,0.03189787806564658
1100,0.03189787806564658
1101,0.8860731662687755
1102,1.1304735597355084
1103,0.7642816658455545
1104,1.3740565605819508
1105,1.1304735597355084
1106,3.2041986374114297
1107,0.03189787806564658
1108,2.471814849631522
1109,0.5198812723788215
1110,0.7642816658455545
1111,2.471814849631522
1112,1.8620399548951259
1113,1.6184569540486833
1114,0.8860731662687755
1115,1.1304735597355084
1116,1.1304735597355084
1117,1.8620399548951259
1118,2.716215243098255
1119,3.2041986374114297
1120,3.8139735321478265
1121,3.2041986374114297
1122,3.2041986374114297
1123,2.471814849631522
1124,3.4477816382578728
1125,3.8139735321478265
1126,4.5463573199277345
1127,3.692182031724606
1128,3.4477816382578728
1129,2.1064403483618586
1130,1.3740565605819508
1131,2.716215243098255
1132,2.959798243944698
1133,2.471814849631522
1134,2.1064403483618586
1135,2.1064403483618586
1136,2.22823184878508
1137,2.959798243944698
1138,2.959798243944698
1139,2.959798243944698
1140,0.8860731662687755
1141,0.5198812723788215
1142,-0.6996685170939712
1143,0.7642816658455545
1144,0.03189787806564658
1145,-0.2116851227807959
1146,-0.6996685170939712
1147,-1.5538438052971002
1148,-0.2116851227807959
1149,-0.8214600175171924
1150,-0.8214600175171924
1151,-0.2116851227807959
1152,-0.4560855162475286
1153,-0.4560855162475286
1154,-1.5538438052971002
1155,-1.5538438052971002
1156,0.27629827153237907
1157,-0.2116851227807959
1158,1.1304735597355084
1159,1.1304735597355084
1160,1.1304735597355084
1161,0.8860731662687755
1162,-0.2116851227807959
1163,-1.5538438052971002
1164,0.8860731662687755
1165,0.7642816658455545
1166,0.8860731662687755
1167,0.7642816658455545
1168,0.5198812723788215
1169,-0.6996685170939712
1170,0.03189787806564658
1171,1.1304735597355084
1172,0.5198812723788215
1173,2.1064403483618586
1174,1.8620399548951259
1175,1.6184569540486833
1176,1.3740565605819508
1177,1.3740565605819508
1178,1.6184569540486833
1179,2.1064403483618586
1180,1.8620399548951259
1181,1.8620399548951259
1182,0.7642816658455545
1183,0.7642816658455545
1184,0.5198812723788215
1185,0.5198812723788215
1186,-1.5538438052971002
1187,-1.5538438052971002
1188,-0.6996685170939712
1189,-0.2116851227807959
1190,0.03189787806564658
1191,0.03189787806564658
1192,-0.2116851227807959
1193,0.27629827153237907
1194,-0.4560855162475286
1195,0.7642816658455545
1196,0.27629827153237907
1197,0.5198812723788215
1198,0.5198812723788215
1199,0.5198812723788215
1200,0.03189787806564658
1201,-0.2116851227807959
1202,-0.4560855162475286
1203,-0.2116851227807959
1204,-0.6996685170939712
1205,-0.6996685170939712
1206,-0.4560855162475286
1207,-0.2116851227807959
