instant,temp
202,-1.5423408328655623
203,-1.6462066558277024
204,-1.7500724787898427
205,-1.7500724787898427
206,-1.8539383017519826
207,-1.8539383017519826
208,-1.8539383017519826
209,-1.957804124714123
210,-1.957804124714123
211,-1.957804124714123
212,-1.957804124714123
213,-1.957804124714123
214,-2.0616699476762625
215,-2.0616699476762625
216,-1.957804124714123
217,-1.957804124714123
218,-1.957804124714123
219,-1.8539383017519826
220,-1.8539383017519826
221,-1.7500724787898427
222,-1.5423408328655623
223,-1.5423408328655623
224,-1.5423408328655623
225,-1.5423408328655623
226,-1.5423408328655623
227,-1.5423408328655623
228,-1.5423408328655623
229,-1.7500724787898427
230,-1.7500724787898427
231,-1.8539383017519826
232,-1.8539383017519826
233,-1.8539383017519826
234,-1.8539383017519826
235,-1.8539383017519826
236,-1.7500724787898427
237,-1.7500724787898427
238,-1.7500724787898427
239,-1.7500724787898427
240,-1.6462066558277024
241,-1.6462066558277024
242,-1.5423408328655623
243,-1.5423408328655623
244,-1.5423408328655623
245,-1.5423408328655623
246,-1.5423408328655623
247,-1.7500724787898427
248,-1.7500724787898427
249,-1.7500724787898427
250,-1.7500724787898427
251,-1.7500724787898427
252,-1.7500724787898427
253,-1.7500724787898427
254,-1.7500724787898427
255,-1.7500724787898427
256,-1.7500724787898427
257,-1.7500724787898427
258,-1.8539383017519826
259,-1.8539383017519826
260,-1.957804124714123
261,-1.8539383017519826
262,-1.7500724787898427
263,-1.7500724787898427
264,-1.6462066558277024
265,-1.5423408328655623
266,-1.5423408328655623
267,-1.438475009903422
268,-1.5423408328655623
269,-1.5423408328655623
270,-1.438475009903422
271,-1.5423408328655623
272,-1.5423408328655623
273,-1.6462066558277024
274,-1.7500724787898427
275,-1.7500724787898427
276,-1.7500724787898427
277,-1.8539383017519826
278,-1.8539383017519826
279,-1.8539383017519826
280,-1.8539383017519826
281,-1.8539383017519826
282,-1.8539383017519826
283,-1.8539383017519826
284,-1.957804124714123
285,-1.957804124714123
286,-1.8539383017519826
287,-1.8539383017519826
288,-1.7500724787898427
289,-1.5423408328655623
290,-1.5423408328655623
291,-1.438475009903422
292,-1.438475009903422
293,-1.3346091869412822
294,-1.3346091869412822
295,-1.5423408328655623
296,-1.5423408328655623
297,-1.7500724787898427
298,-1.7500724787898427
299,-1.8539383017519826
300,-1.8539383017519826
301,-1.957804124714123
302,-1.957804124714123
303,-2.0616699476762625
304,-2.0616699476762625
305,-2.0616699476762625
306,-2.0616699476762625
307,-2.0616699476762625
308,-2.0616699476762625
309,-1.957804124714123
310,-1.8539383017519826
311,-1.6462066558277024
312,-1.6462066558277024
313,-1.5423408328655623
314,-1.438475009903422
315,-1.438475009903422
316,-1.3346091869412822
317,-1.438475009903422
318,-1.438475009903422
319,-1.5423408328655623
320,-1.7500724787898427
321,-1.6462066558277024
322,-1.7500724787898427
323,-1.7500724787898427
324,-1.6462066558277024
325,-1.6462066558277024
326,-1.7500724787898427
327,-1.7500724787898427
328,-1.7500724787898427
329,-1.7500724787898427
330,-1.7500724787898427
331,-1.8539383017519826
332,-1.8539383017519826
333,-1.8539383017519826
334,-1.7500724787898427
335,-1.6462066558277024
336,-1.5423408328655623
337,-1.3346091869412822
338,-1.1268775410170018
339,-1.023011718054862
340,-0.9191458950927217
341,-0.8152800721305815
342,-0.9191458950927217
343,-1.023011718054862
344,-0.9191458950927217
345,-0.9191458950927217
346,-0.9191458950927217
347,-1.023011718054862
348,-1.023011718054862
349,-1.230743363979142
350,-1.230743363979142
351,-1.230743363979142
352,-1.438475009903422
353,-1.230743363979142
354,-1.230743363979142
355,-1.230743363979142
356,-1.3346091869412822
357,-1.438475009903422
358,-1.438475009903422
359,-1.438475009903422
360,-1.3346091869412822
361,-1.3346091869412822
362,-1.230743363979142
363,-1.1268775410170018
364,-1.230743363979142
365,-1.3346091869412822
366,-1.438475009903422
367,-1.5423408328655623
368,-1.6462066558277024
369,-1.6462066558277024
370,-1.6462066558277024
371,-1.5423408328655623
372,-1.5423408328655623
373,-1.5423408328655623
374,-1.5423408328655623
375,-1.6462066558277024
376,-1.6462066558277024
377,-1.6462066558277024
378,-1.6462066558277024
379,-1.6462066558277024
380,-1.7500724787898427
381,-1.7500724787898427
382,-1.7500724787898427
383,-1.7500724787898427
384,-1.7500724787898427
385,-1.6462066558277024
386,-1.6462066558277024
387,-1.6462066558277024
388,-1.5423408328655623
389,-1.5423408328655623
390,-1.5423408328655623
391,-1.6462066558277024
392,-1.6462066558277024
393,-1.7500724787898427
394,-1.7500724787898427
395,-1.8539383017519826
396,-1.7500724787898427
397,-1.5423408328655623
398,-1.5423408328655623
399,-1.438475009903422
400,-1.438475009903422
401,-1.438475009903422
402,-1.438475009903422
403,-1.438475009903422
404,-1.438475009903422
405,-1.438475009903422
406,-1.438475009903422
407,-1.438475009903422
408,-1.438475009903422
409,-1.438475009903422
410,-1.438475009903422
411,-1.438475009903422
412,-1.438475009903422
413,-1.438475009903422
414,-1.438475009903422
415,-1.3346091869412822
416,-1.3346091869412822
417,-1.3346091869412822
418,-1.230743363979142
419,-1.1268775410170018
420,-1.023011718054862
421,-0.5036826032441613
422,-0.5036826032441613
423,-0.5036826032441613
424,-0.6075484262063015
425,-0.7114142491684416
426,-0.8152800721305815
427,-0.9191458950927217
428,-0.9191458950927217
429,-0.9191458950927217
430,-1.023011718054862
431,-1.023011718054862
432,-1.230743363979142
433,-1.230743363979142
434,-1.230743363979142
435,-1.230743363979142
436,-1.230743363979142
437,-1.3346091869412822
438,-1.438475009903422
439,-1.438475009903422
440,-1.438475009903422
441,-1.3346091869412822
442,-1.230743363979142
443,-1.1268775410170018
444,-1.023011718054862
445,-1.1268775410170018
446,-1.023011718054862
447,-0.9191458950927217
448,-1.023011718054862
449,-1.023011718054862
450,-1.230743363979142
451,-1.230743363979142
452,-1.230743363979142
453,-1.3346091869412822
454,-1.3346091869412822
455,-1.3346091869412822
456,-1.3346091869412822
457,-1.3346091869412822
458,-1.3346091869412822
459,-1.438475009903422
460,-1.438475009903422
461,-1.3346091869412822
462,-1.438475009903422
463,-1.5423408328655623
464,-1.5423408328655623
465,-1.5423408328655623
466,-1.5423408328655623
467,-1.438475009903422
468,-1.438475009903422
469,-1.5423408328655623
470,-1.5423408328655623
471,-1.7500724787898427
472,-1.7500724787898427
473,-1.8539383017519826
474,-1.957804124714123
475,-1.957804124714123
476,-2.0616699476762625
477,-2.165535770638403
478,-2.269401593600543
479,-2.269401593600543
480,-2.3732674165626833
481,-2.3732674165626833
482,-2.3732674165626833
483,-2.3732674165626833
484,-2.4771332395248233
485,-2.4771332395248233
486,-2.4771332395248233
487,-2.4771332395248233
488,-2.3732674165626833
489,-2.3732674165626833
490,-2.269401593600543
491,-2.269401593600543
492,-2.165535770638403
493,-2.0616699476762625
494,-1.957804124714123
495,-1.957804124714123
496,-1.957804124714123
497,-2.165535770638403
498,-2.165535770638403
499,-2.269401593600543
500,-2.269401593600543
501,-2.269401593600543
502,-2.3732674165626833
503,-2.3732674165626833
504,-2.3732674165626833
505,-2.4771332395248233
506,-2.4771332395248233
507,-2.3732674165626833
508,-2.3732674165626833
509,-2.165535770638403
510,-2.269401593600543
511,-2.0616699476762625
512,-1.8539383017519826
513,-1.8539383017519826
514,-1.7500724787898427
515,-1.8539383017519826
516,-1.7500724787898427
517,-1.7500724787898427
518,-1.7500724787898427
519,-1.8539383017519826
520,-1.957804124714123
521,-1.957804124714123
522,-2.0616699476762625
523,-2.0616699476762625
524,-2.165535770638403
525,-2.269401593600543
526,-2.269401593600543
527,-2.3732674165626833
528,-2.3732674165626833
529,-2.4771332395248233
530,-2.4771332395248233
531,-2.4771332395248233
532,-2.4771332395248233
533,-2.3732674165626833
534,-2.269401593600543
535,-2.0616699476762625
536,-2.0616699476762625
537,-1.957804124714123
538,-1.8539383017519826
539,-1.8539383017519826
540,-1.7500724787898427
541,-1.7500724787898427
542,-1.8539383017519826
543,-1.8539383017519826
544,-1.8539383017519826
545,-1.8539383017519826
546,-1.8539383017519826
547,-1.8539383017519826
548,-1.7500724787898427
549,-1.7500724787898427
550,-1.7500724787898427
551,-1.7500724787898427
552,-1.8539383017519826
553,-1.8539383017519826
554,-1.7500724787898427
555,-1.7500724787898427
556,-1.7500724787898427
557,-1.5423408328655623
558,-1.438475009903422
559,-1.3346091869412822
560,-1.230743363979142
561,-1.230743363979142
562,-1.023011718054862
563,-0.9191458950927217
564,-0.9191458950927217
565,-1.023011718054862
566,-1.023011718054862
567,-1.230743363979142
568,-1.3346091869412822
569,-1.3346091869412822
570,-1.438475009903422
571,-1.438475009903422
572,-1.438475009903422
573,-1.3346091869412822
574,-1.438475009903422
575,-1.5423408328655623
576,-1.5423408328655623
577,-1.438475009903422
578,-1.438475009903422
579,-1.438475009903422
580,-1.438475009903422
581,-1.438475009903422
582,-1.438475009903422
583,-1.438475009903422
584,-1.438475009903422
585,-1.438475009903422
586,-1.438475009903422
587,-1.5423408328655623
588,-1.438475009903422
589,-1.438475009903422
590,-1.5423408328655623
591,-1.5423408328655623
592,-1.6462066558277024
593,-1.6462066558277024
594,-1.6462066558277024
595,-1.6462066558277024
596,-1.5423408328655623
597,-1.5423408328655623
598,-1.5423408328655623
599,-1.5423408328655623
600,-1.6462066558277024
601,-1.6462066558277024
602,-1.7500724787898427
603,-1.7500724787898427
604,-1.6462066558277024
605,-1.6462066558277024
606,-1.6462066558277024
607,-1.6462066558277024
608,-1.6462066558277024
609,-1.438475009903422
610,-1.5423408328655623
611,-1.438475009903422
612,-1.3346091869412822
613,-1.3346091869412822
614,-1.3346091869412822
615,-1.3346091869412822
616,-1.438475009903422
617,-1.3346091869412822
618,-1.3346091869412822
619,-1.438475009903422
620,-1.438475009903422
621,-1.438475009903422
622,-1.5423408328655623
623,-1.7500724787898427
624,-1.7500724787898427
625,-1.7500724787898427
626,-1.6462066558277024
627,-1.6462066558277024
628,-1.6462066558277024
629,-1.6462066558277024
630,-1.5423408328655623
631,-1.438475009903422
632,-1.438475009903422
633,-1.438475009903422
634,-1.3346091869412822
635,-1.3346091869412822
636,-1.438475009903422
637,-1.438475009903422
638,-1.6462066558277024
639,-1.6462066558277024
640,-1.7500724787898427
641,-1.7500724787898427
642,-1.7500724787898427
643,-1.8539383017519826
644,-1.7500724787898427
645,-1.8539383017519826
646,-1.8539383017519826
647,-1.8539383017519826
648,-1.8539383017519826
649,-1.8539383017519826
650,-1.7500724787898427
651,-1.6462066558277024
652,-1.438475009903422
653,-1.023011718054862
654,-1.1268775410170018
655,-1.1268775410170018
656,-1.023011718054862
657,-1.023011718054862
658,-1.023011718054862
659,-1.230743363979142
660,-1.230743363979142
661,-1.230743363979142
662,-1.3346091869412822
663,-1.3346091869412822
664,-1.3346091869412822
665,-1.3346091869412822
666,-1.438475009903422
667,-1.438475009903422
668,-1.438475009903422
669,-1.5423408328655623
670,-1.6462066558277024
671,-1.7500724787898427
672,-1.7500724787898427
673,-1.7500724787898427
674,-1.7500724787898427
675,-1.7500724787898427
676,-1.7500724787898427
677,-1.6462066558277024
678,-1.7500724787898427
679,-1.6462066558277024
680,-1.7500724787898427
681,-1.7500724787898427
682,-1.7500724787898427
683,-1.7500724787898427
684,-1.023011718054862
685,-1.7500724787898427
686,-1.7500724787898427
687,-1.7500724787898427
688,-1.7500724787898427
689,-1.7500724787898427
690,-1.7500724787898427
691,-1.7500724787898427
692,-1.7500724787898427
693,-1.8539383017519826
694,-1.8539383017519826
695,-1.7500724787898427
696,-1.7500724787898427
697,-1.7500724787898427
698,-1.7500724787898427
699,-1.6462066558277024
700,-1.5423408328655623
701,-1.5423408328655623
702,-1.438475009903422
703,-1.3346091869412822
704,-1.3346091869412822
705,-1.3346091869412822
706,-1.3346091869412822
707,-1.3346091869412822
708,-1.438475009903422
709,-1.438475009903422
710,-1.438475009903422
711,-1.5423408328655623
712,-1.438475009903422
713,-1.438475009903422
714,-1.438475009903422
715,-1.438475009903422
716,-1.438475009903422
717,-1.438475009903422
718,-1.438475009903422
719,-1.438475009903422
720,-1.438475009903422
721,-1.3346091869412822
722,-1.438475009903422
723,-1.3346091869412822
724,-1.3346091869412822
725,-0.8152800721305815
726,-0.6075484262063015
727,-0.6075484262063015
728,-0.7114142491684416
729,-0.7114142491684416
730,-0.8152800721305815
731,-1.1268775410170018
732,-1.3346091869412822
733,-1.438475009903422
734,-1.438475009903422
735,-1.5423408328655623
736,-1.5423408328655623
737,-1.5423408328655623
738,-1.6462066558277024
739,-1.6462066558277024
740,-1.7500724787898427
741,-1.7500724787898427
742,-1.8539383017519826
743,-1.8539383017519826
744,-1.7500724787898427
745,-1.6462066558277024
746,-1.6462066558277024
747,-1.5423408328655623
748,-1.5423408328655623
749,-1.438475009903422
750,-1.438475009903422
751,-1.438475009903422
752,-1.5423408328655623
753,-1.5423408328655623
754,-1.5423408328655623
755,-1.5423408328655623
756,-1.6462066558277024
757,-1.6462066558277024
758,-1.5423408328655623
759,-1.5423408328655623
760,-1.7500724787898427
761,-1.8539383017519826
762,-1.8539383017519826
763,-1.8539383017519826
764,-1.7500724787898427
765,-1.8539383017519826
766,-1.8539383017519826
767,-1.7500724787898427
768,-1.5423408328655623
769,-1.438475009903422
770,-1.3346091869412822
771,-1.230743363979142
772,-1.1268775410170018
773,-1.1268775410170018
774,-1.023011718054862
775,-1.230743363979142
776,-1.3346091869412822
777,-1.3346091869412822
778,-1.3346091869412822
779,-1.3346091869412822
780,-1.3346091869412822
781,-1.3346091869412822
782,-1.3346091869412822
783,-1.3346091869412822
784,-1.3346091869412822
785,-1.3346091869412822
786,-1.438475009903422
787,-1.5423408328655623
788,-1.5423408328655623
789,-1.438475009903422
790,-1.5423408328655623
791,-1.5423408328655623
792,-1.5423408328655623
793,-1.438475009903422
794,-1.438475009903422
795,-1.438475009903422
796,-1.438475009903422
797,-1.438475009903422
798,-1.438475009903422
799,-1.3346091869412822
800,-1.1268775410170018
801,-1.1268775410170018
802,-1.023011718054862
803,-1.230743363979142
804,-1.230743363979142
805,-1.230743363979142
806,-1.230743363979142
807,-1.230743363979142
808,-1.230743363979142
809,-1.230743363979142
810,-1.230743363979142
811,-1.230743363979142
812,-1.230743363979142
813,-1.3346091869412822
814,-1.3346091869412822
815,-1.1268775410170018
816,-1.023011718054862
817,-0.9191458950927217
818,-0.8152800721305815
819,-0.8152800721305815
820,-0.8152800721305815
821,-0.8152800721305815
822,-0.8152800721305815
823,-0.8152800721305815
824,-1.023011718054862
825,-1.1268775410170018
826,-1.1268775410170018
827,-1.230743363979142
828,-1.230743363979142
829,-1.3346091869412822
830,-1.3346091869412822
831,-1.438475009903422
832,-1.5423408328655623
833,-1.5423408328655623
834,-1.5423408328655623
835,-1.5423408328655623
836,-1.6462066558277024
837,-1.6462066558277024
838,-1.7500724787898427
839,-1.438475009903422
840,-1.3346091869412822
841,-1.023011718054862
842,-0.9191458950927217
843,-0.7114142491684416
844,-0.7114142491684416
845,-0.6075484262063015
846,-0.7114142491684416
847,-0.9191458950927217
848,-0.8152800721305815
849,-0.9191458950927217
850,-0.9191458950927217
851,-0.9191458950927217
852,-1.1268775410170018
853,-1.023011718054862
854,-1.1268775410170018
855,-1.1268775410170018
856,-1.230743363979142
857,-1.1268775410170018
858,-1.230743363979142
859,-1.230743363979142
860,-1.230743363979142
861,-1.3346091869412822
862,-1.3346091869412822
863,-1.3346091869412822
864,-1.438475009903422
865,-1.438475009903422
866,-1.3346091869412822
867,-1.3346091869412822
868,-1.438475009903422
869,-1.438475009903422
870,-1.438475009903422
871,-1.438475009903422
872,-1.5423408328655623
873,-1.7500724787898427
874,-1.7500724787898427
875,-1.8539383017519826
876,-1.957804124714123
877,-1.957804124714123
878,-2.0616699476762625
879,-2.0616699476762625
880,-2.165535770638403
881,-2.269401593600543
882,-2.269401593600543
883,-2.269401593600543
884,-2.269401593600543
885,-2.0616699476762625
886,-1.957804124714123
887,-1.8539383017519826
888,-1.8539383017519826
889,-1.6462066558277024
890,-1.6462066558277024
891,-1.5423408328655623
892,-1.5423408328655623
893,-1.5423408328655623
894,-1.5423408328655623
895,-1.6462066558277024
896,-1.8539383017519826
897,-1.8539383017519826
898,-1.8539383017519826
899,-1.7500724787898427
900,-1.7500724787898427
901,-1.8539383017519826
902,-1.8539383017519826
903,-1.8539383017519826
904,-1.8539383017519826
905,-1.957804124714123
906,-1.957804124714123
907,-2.0616699476762625
908,-2.0616699476762625
909,-1.957804124714123
910,-1.957804124714123
911,-1.8539383017519826
912,-1.7500724787898427
913,-1.6462066558277024
914,-1.5423408328655623
915,-1.5423408328655623
916,-1.5423408328655623
917,-1.6462066558277024
918,-1.7500724787898427
919,-1.8539383017519826
920,-1.8539383017519826
921,-1.8539383017519826
922,-1.957804124714123
923,-1.957804124714123
924,-2.0616699476762625
925,-2.0616699476762625
926,-2.0616699476762625
927,-2.165535770638403
928,-2.0616699476762625
929,-2.165535770638403
930,-2.0616699476762625
931,-1.957804124714123
932,-1.8539383017519826
933,-1.438475009903422
934,-1.438475009903422
935,-1.3346091869412822
936,-1.023011718054862
937,-0.9191458950927217
938,-1.023011718054862
939,-1.023011718054862
940,-1.1268775410170018
941,-1.230743363979142
942,-1.438475009903422
943,-1.5423408328655623
944,-1.5423408328655623
945,-1.6462066558277024
946,-1.7500724787898427
947,-1.8539383017519826
948,-1.8539383017519826
949,-1.957804124714123
950,-1.957804124714123
951,-1.957804124714123
952,-1.957804124714123
953,-1.957804124714123
954,-1.8539383017519826
955,-1.7500724787898427
956,-1.438475009903422
957,-1.023011718054862
958,-1.023011718054862
959,-1.023011718054862
960,-0.8152800721305815
961,-0.8152800721305815
962,-0.8152800721305815
963,-0.9191458950927217
964,-1.1268775410170018
965,-1.1268775410170018
966,-1.230743363979142
967,-1.230743363979142
968,-1.3346091869412822
969,-1.438475009903422
970,-1.5423408328655623
971,-1.5423408328655623
972,-1.5423408328655623
973,-1.5423408328655623
974,-1.5423408328655623
975,-1.5423408328655623
976,-1.438475009903422
977,-1.438475009903422
978,-1.3346091869412822
979,-1.023011718054862
980,-0.9191458950927217
981,-0.7114142491684416
982,-0.6075484262063015
983,-0.5036826032441613
984,-0.5036826032441613
985,-0.3998167802820213
986,-0.3998167802820213
987,-0.5036826032441613
988,-0.5036826032441613
989,-0.5036826032441613
990,-0.5036826032441613
991,-0.5036826032441613
992,-0.5036826032441613
993,-0.6075484262063015
994,-0.6075484262063015
995,-0.7114142491684416
996,-0.8152800721305815
997,-0.9191458950927217
998,-0.9191458950927217
999,-0.8152800721305815
1000,-0.8152800721305815
1001,-0.6075484262063015
1002,-0.5036826032441613
1003,-0.2959509573198811
1004,0.11951233452867942
1005,0.3272439804529598
1006,0.4311098034150994
1007,0.5349756263772396
1008,0.3272439804529598
1009,0.11951233452867942
1010,-0.19208513435774088
1011,-0.5036826032441613
1012,-0.6075484262063015
1013,-0.7114142491684416
1014,-0.7114142491684416
1015,-0.8152800721305815
1016,-0.9191458950927217
1017,-1.023011718054862
1018,-1.023011718054862
1019,-1.1268775410170018
1020,-1.438475009903422
1021,-1.438475009903422
1022,-1.5423408328655623
1023,-1.5423408328655623
1024,-1.5423408328655623
1025,-1.438475009903422
1026,-1.3346091869412822
1027,-1.230743363979142
1028,-1.1268775410170018
1029,-0.9191458950927217
1030,-0.8152800721305815
1031,-0.8152800721305815
1032,-0.8152800721305815
1033,-0.9191458950927217
1034,-1.023011718054862
1035,-1.1268775410170018
1036,-1.230743363979142
1037,-1.3346091869412822
1038,-1.3346091869412822
1039,-1.438475009903422
1040,-1.438475009903422
1041,-1.5423408328655623
1042,-1.5423408328655623
1043,-1.5423408328655623
1044,-1.5423408328655623
1045,-1.5423408328655623
1046,-1.5423408328655623
1047,-1.438475009903422
1048,-1.3346091869412822
1049,-1.230743363979142
1050,-0.8152800721305815
1051,-0.6075484262063015
1052,-0.3998167802820213
1053,-0.19208513435774088
1054,-0.19208513435774088
1055,-0.19208513435774088
1056,-0.19208513435774088
1057,-0.5036826032441613
1058,-0.8152800721305815
1059,-0.6075484262063015
1060,-0.7114142491684416
1061,-0.8152800721305815
1062,-0.6075484262063015
1063,-0.8152800721305815
1064,-0.8152800721305815
1065,-0.8152800721305815
1066,-0.8152800721305815
1067,-0.9191458950927217
1068,-0.9191458950927217
1069,-1.023011718054862
1070,-0.9191458950927217
1071,-0.9191458950927217
1072,-0.7114142491684416
1073,-0.6075484262063015
1074,-0.2959509573198811
1075,-0.08821931139560098
1076,0.2233781574908196
1077,0.5349756263772396
1078,0.5349756263772396
1079,0.3272439804529598
1080,0.4311098034150994
1081,0.2233781574908196
1082,-0.08821931139560098
1083,-0.08821931139560098
1084,0.11951233452867942
1085,0.015646511566539217
1086,-0.19208513435774088
1087,-0.2959509573198811
1088,-0.2959509573198811
1089,-0.2959509573198811
1090,-0.19208513435774088
1091,-0.19208513435774088
1092,-0.19208513435774088
1093,-0.2959509573198811
1094,-0.3998167802820213
1095,-0.3998167802820213
1096,-0.3998167802820213
1097,-0.2959509573198811
1098,-0.2959509573198811
1099,0.015646511566539217
1100,0.5349756263772396
1101,0.8465730952636602
1102,0.8465730952636602
1103,0.8465730952636602
1104,0.8465730952636602
1105,0.74270727230152
1106,0.6388414493393798
1107,0.5349756263772396
1108,0.4311098034150994
1109,0.2233781574908196
1110,0.11951233452867942
1111,-0.08821931139560098
1112,-0.19208513435774088
1113,-0.2959509573198811
1114,-0.3998167802820213
1115,-0.5036826032441613
1116,-0.5036826032441613
1117,-0.5036826032441613
1118,-0.6075484262063015
1119,-0.6075484262063015
1120,-0.5036826032441613
1121,-0.3998167802820213
1122,-0.2959509573198811
1123,-0.2959509573198811
1124,-0.2959509573198811
1125,-0.19208513435774088
1126,-0.2959509573198811
1127,-0.2959509573198811
1128,-0.3998167802820213
1129,-0.7114142491684416
1130,-0.8152800721305815
1131,-0.9191458950927217
1132,-0.9191458950927217
1133,-1.023011718054862
1134,-1.1268775410170018
1135,-1.230743363979142
1136,-1.3346091869412822
1137,-1.3346091869412822
1138,-1.438475009903422
1139,-1.438475009903422
1140,-1.5423408328655623
1141,-1.6462066558277024
1142,-1.5423408328655623
1143,-1.438475009903422
1144,-1.230743363979142
1145,-1.023011718054862
1146,-1.023011718054862
1147,-0.8152800721305815
1148,-0.7114142491684416
1149,-0.7114142491684416
1150,-0.7114142491684416
1151,-0.8152800721305815
1152,-0.8152800721305815
1153,-0.8152800721305815
1154,-0.8152800721305815
1155,-0.9191458950927217
1156,-0.9191458950927217
1157,-1.023011718054862
1158,-0.8152800721305815
1159,-0.8152800721305815
1160,-0.8152800721305815
1161,-0.8152800721305815
1162,-0.9191458950927217
1163,-0.8152800721305815
1164,-0.3998167802820213
1165,-0.3998167802820213
1166,-0.9191458950927217
1167,-0.9191458950927217
1168,-0.9191458950927217
1169,-0.9191458950927217
1170,-0.9191458950927217
1171,-1.023011718054862
1172,-0.9191458950927217
1173,-1.023011718054862
1174,-1.1268775410170018
1175,-1.1268775410170018
1176,-1.3346091869412822
1177,-1.3346091869412822
1178,-1.3346091869412822
1179,-1.438475009903422
