instant,hum
334,0.0661958823431994
335,-0.1929656944178881
336,-0.40029495582675756
337,-0.7631211632922801
338,-1.2814443168144545
339,-1.229612001462237
340,-1.3851089475188896
341,-1.4887735782233242
342,-1.3851089475188896
343,-0.9186181093489323
344,-1.229612001462237
345,-1.229612001462237
346,-1.229612001462237
347,-1.0741150554055847
348,-0.9186181093489323
349,-0.34846264047454006
350,-0.34846264047454006
351,-0.34846264047454006
352,0.3253574591042863
353,-0.34846264047454006
354,-0.34846264047454006
355,-0.34846264047454006
356,-0.34846264047454006
357,-0.40029495582675756
358,-0.6076242172356275
359,-0.6076242172356275
360,-0.9704504247011498
361,-1.1259473707578023
362,-1.4369412628711071
363,-1.3851089475188896
364,-1.2814443168144545
365,-1.2814443168144545
366,-1.333276632166672
367,-1.1777796861100196
368,-0.8149534786444975
369,-0.8149534786444975
370,-0.6076242172356275
371,-0.7112888479400625
372,-1.1777796861100196
373,-0.8149534786444975
374,-0.9704504247011498
375,-1.0222827400533674
376,-1.0222827400533674
377,-1.0222827400533674
378,-1.0222827400533674
379,-1.0222827400533674
380,-0.6594565325878451
381,-0.8149534786444975
382,-0.8149534786444975
383,-0.6594565325878451
384,-0.40029495582675756
385,-0.8149534786444975
386,-0.8149534786444975
387,-1.0222827400533674
388,-0.8149534786444975
389,-0.8149534786444975
390,-0.6076242172356275
391,-0.40029495582675756
392,-0.1929656944178881
393,0.8955129279786789
394,0.8955129279786789
395,1.569333027557506
396,1.2065068200919833
397,1.2065068200919833
398,1.2065068200919833
399,0.8955129279786789
400,1.2583391354442008
401,1.2583391354442008
402,0.9991775586831133
403,0.8955129279786789
404,0.8955129279786789
405,1.2583391354442008
406,1.569333027557506
407,1.569333027557506
408,1.569333027557506
409,1.569333027557506
410,1.569333027557506
411,1.569333027557506
412,1.569333027557506
413,1.569333027557506
414,1.569333027557506
415,1.5175007122052884
416,1.569333027557506
417,1.569333027557506
418,1.569333027557506
419,1.2583391354442008
420,0.9473452433308964
421,-0.03746874836123561
422,-0.24479800977010563
423,-0.45212727117897505
424,-0.24479800977010563
425,-0.2966303251223231
426,-0.0893010637134531
427,-0.2966303251223231
428,-0.7112888479400625
429,-0.7112888479400625
430,-0.5557919018834101
431,-0.5557919018834101
432,-0.34846264047454006
433,-0.34846264047454006
434,-0.34846264047454006
435,-0.34846264047454006
436,-0.34846264047454006
437,-0.1411333790656706
438,-0.1411333790656706
439,-0.40029495582675756
440,-0.40029495582675756
441,-0.5557919018834101
442,-0.7631211632922801
443,-0.9186181093489323
444,-1.0741150554055847
445,-0.9186181093489323
446,-0.9186181093489323
447,-0.9186181093489323
448,-0.7112888479400625
449,-0.7112888479400625
450,-0.34846264047454006
451,-0.34846264047454006
452,-0.1411333790656706
453,-0.1411333790656706
454,0.1180281976954169
455,0.1180281976954169
456,0.37718977445650387
457,0.37718977445650387
458,0.6363513512175913
459,0.8955129279786789
460,1.2583391354442008
461,-0.1411333790656706
462,-0.40029495582675756
463,-0.6076242172356275
464,-0.8149534786444975
465,-0.6076242172356275
466,-0.8149534786444975
467,-1.1259473707578023
468,-1.8515997856888464
469,-2.1625936778021515
470,-1.9552644163932815
471,-1.903432101041064
472,-1.903432101041064
473,-1.7997674703366289
474,-1.6961028396321942
475,-1.6961028396321942
476,-1.5406058935755418
477,-1.2814443168144545
478,-1.1259473707578023
479,-1.2814443168144545
480,-0.9186181093489323
481,-1.1259473707578023
482,-1.1259473707578023
483,-1.1259473707578023
484,-0.7631211632922801
485,-0.9704504247011498
486,-0.9704504247011498
487,-0.9704504247011498
488,-1.1259473707578023
489,-1.1259473707578023
490,-1.2814443168144545
491,-1.2814443168144545
492,-1.4369412628711071
493,-1.5406058935755418
494,-1.7997674703366289
495,-1.7997674703366289
496,-1.7997674703366289
497,-1.4369412628711071
498,-1.4369412628711071
499,-0.9186181093489323
500,-1.1259473707578023
501,-0.7112888479400625
502,-0.2966303251223231
503,-0.2966303251223231
504,-0.2966303251223231
505,-0.03746874836123561
506,-0.03746874836123561
507,-0.2966303251223231
508,-0.2966303251223231
509,-0.24479800977010563
510,-0.03746874836123561
511,-0.45212727117897505
512,-0.8667857939967147
513,-1.0222827400533674
514,-1.333276632166672
515,-1.5406058935755418
516,-1.7997674703366289
517,-1.7997674703366289
518,-1.903432101041064
519,-1.903432101041064
520,-1.6961028396321942
521,-1.6961028396321942
522,-1.3851089475188896
523,-1.3851089475188896
524,-1.2814443168144545
525,-1.1259473707578023
526,-1.1259473707578023
527,-0.9186181093489323
528,-0.9186181093489323
529,-0.7631211632922801
530,-0.7631211632922801
531,-0.7631211632922801
532,-0.7631211632922801
533,-0.7112888479400625
534,-1.1259473707578023
535,-1.0741150554055847
536,-0.8667857939967147
537,-1.0741150554055847
538,-1.0222827400533674
539,-0.8667857939967147
540,-1.1777796861100196
541,-0.8149534786444975
542,-0.6594565325878451
543,-0.1929656944178881
544,-0.45212727117897505
545,-0.1929656944178881
546,0.014363566990981898
547,0.014363566990981898
548,0.0661958823431994
549,0.3253574591042863
550,0.3253574591042863
551,0.3253574591042863
552,0.5845190358653739
553,0.5845190358653739
554,0.5845190358653739
555,0.5845190358653739
556,0.5845190358653739
557,0.0661958823431994
558,-0.1411333790656706
559,-0.1411333790656706
560,-0.34846264047454006
561,-0.34846264047454006
562,-0.9186181093489323
563,-1.0741150554055847
564,-1.0741150554055847
565,-0.9186181093489323
566,-0.7112888479400625
567,0.1180281976954169
568,0.1180281976954169
569,0.1180281976954169
570,0.0661958823431994
571,0.0661958823431994
572,0.3253574591042863
573,0.1180281976954169
574,0.3253574591042863
575,1.2065068200919833
576,1.2065068200919833
577,1.2583391354442008
578,1.2583391354442008
579,1.2583391354442008
580,1.569333027557506
581,1.569333027557506
582,1.569333027557506
583,1.569333027557506
584,1.569333027557506
585,1.569333027557506
586,1.569333027557506
587,1.569333027557506
588,-0.40029495582675756
589,-0.40029495582675756
590,0.3253574591042863
591,0.3253574591042863
592,0.5845190358653739
593,0.5845190358653739
594,0.5845190358653739
595,0.8955129279786789
596,0.6363513512175913
597,0.6363513512175913
598,0.6363513512175913
599,0.6363513512175913
600,0.8955129279786789
601,0.8955129279786789
602,1.2065068200919833
603,1.2065068200919833
604,1.2065068200919833
605,1.2065068200919833
606,1.569333027557506
607,1.569333027557506
608,1.569333027557506
609,0.8955129279786789
610,1.2065068200919833
611,0.8955129279786789
612,0.6363513512175913
613,0.6363513512175913
614,0.6363513512175913
615,0.37718977445650387
616,0.6363513512175913
617,0.1180281976954169
618,-0.1411333790656706
619,0.0661958823431994
620,0.0661958823431994
621,0.0661958823431994
622,0.0661958823431994
623,0.3253574591042863
624,0.0661958823431994
625,-0.1929656944178881
626,-0.40029495582675756
627,-0.1929656944178881
628,0.0661958823431994
629,0.0661958823431994
630,-0.1929656944178881
631,-0.40029495582675756
632,-0.1411333790656706
633,0.3253574591042863
634,-0.1411333790656706
635,-0.1411333790656706
636,0.3253574591042863
637,0.3253574591042863
638,0.5845190358653739
639,0.5845190358653739
640,0.8955129279786789
641,0.8955129279786789
642,0.8955129279786789
643,0.8955129279786789
644,0.8955129279786789
645,1.569333027557506
646,1.569333027557506
647,1.2065068200919833
648,1.2065068200919833
649,1.2065068200919833
650,0.8955129279786789
651,0.8955129279786789
652,0.6363513512175913
653,-0.5557919018834101
654,-0.0893010637134531
655,-0.0893010637134531
656,-0.34846264047454006
657,-0.34846264047454006
658,-0.34846264047454006
659,0.1180281976954169
660,0.1180281976954169
661,0.1180281976954169
662,0.37718977445650387
663,0.37718977445650387
664,0.1180281976954169
665,0.1180281976954169
666,0.0661958823431994
667,0.0661958823431994
668,0.0661958823431994
669,-0.1929656944178881
670,0.0661958823431994
671,0.3253574591042863
672,0.0661958823431994
673,-0.1929656944178881
674,-0.1929656944178881
675,-0.1929656944178881
676,-0.1929656944178881
677,-0.40029495582675756
678,-0.1929656944178881
679,-0.40029495582675756
680,-0.1929656944178881
681,-0.34846264047454006
682,-0.1929656944178881
683,-0.40029495582675756
684,-0.0893010637134531
685,-0.1929656944178881
686,-0.1929656944178881
687,-0.1929656944178881
688,0.0661958823431994
689,0.0661958823431994
690,0.3253574591042863
691,0.3253574591042863
692,0.3253574591042863
693,1.569333027557506
694,1.569333027557506
695,1.569333027557506
696,1.569333027557506
697,1.569333027557506
698,1.569333027557506
699,1.2065068200919833
700,1.2065068200919833
701,1.2065068200919833
702,0.8955129279786789
703,0.6363513512175913
704,0.6363513512175913
705,0.6363513512175913
706,0.9473452433308964
707,0.9473452433308964
708,1.2583391354442008
709,1.2583391354442008
710,1.2583391354442008
711,1.569333027557506
712,1.569333027557506
713,1.569333027557506
714,1.569333027557506
715,1.569333027557506
716,1.569333027557506
717,1.569333027557506
718,1.569333027557506
719,1.569333027557506
720,1.569333027557506
721,1.569333027557506
722,1.9321592350230279
723,1.569333027557506
724,1.569333027557506
725,1.569333027557506
726,0.9991775586831133
727,0.6881836665698089
728,0.42902208980872136
729,-0.5039595865311925
730,-1.0741150554055847
731,-0.9186181093489323
732,-0.7631211632922801
733,-0.8149534786444975
734,-0.9704504247011498
735,-0.9704504247011498
736,-1.1777796861100196
737,-0.9704504247011498
738,-1.0222827400533674
739,-1.0222827400533674
740,-0.6594565325878451
741,-1.0222827400533674
742,-0.6594565325878451
743,-0.6594565325878451
744,-0.8149534786444975
745,-1.0222827400533674
746,-1.0222827400533674
747,-1.1777796861100196
748,-1.1777796861100196
749,-1.333276632166672
750,-1.333276632166672
751,-1.333276632166672
752,-1.1777796861100196
753,-1.1777796861100196
754,-1.1777796861100196
755,-0.8149534786444975
756,-0.40029495582675756
757,-0.6076242172356275
758,-0.8149534786444975
759,-0.9704504247011498
760,-0.1929656944178881
761,0.014363566990981898
762,0.014363566990981898
763,0.014363566990981898
764,-0.40029495582675756
765,-0.1929656944178881
766,0.5845190358653739
767,0.8955129279786789
768,-0.6076242172356275
769,-0.6076242172356275
770,-0.7631211632922801
771,-0.6594565325878451
772,-0.9186181093489323
773,-0.7631211632922801
774,-1.0741150554055847
775,-0.34846264047454006
776,-0.1411333790656706
777,0.1180281976954169
778,0.1180281976954169
779,0.37718977445650387
780,0.1180281976954169
781,0.37718977445650387
782,0.37718977445650387
783,0.1180281976954169
784,0.6363513512175913
785,0.6363513512175913
786,1.569333027557506
787,1.9321592350230279
788,1.9321592350230279
789,1.569333027557506
790,1.9321592350230279
791,1.9321592350230279
792,1.9321592350230279
793,1.9321592350230279
794,1.9321592350230279
795,1.9321592350230279
796,1.9321592350230279
797,1.9321592350230279
798,1.9321592350230279
799,1.9321592350230279
800,1.569333027557506
801,1.569333027557506
802,1.2583391354442008
803,1.9321592350230279
804,1.569333027557506
805,1.569333027557506
806,0.37718977445650387
807,0.1180281976954169
808,-0.1411333790656706
809,-0.1411333790656706
810,-0.1411333790656706
811,-0.1411333790656706
812,-0.1411333790656706
813,0.1180281976954169
814,0.1180281976954169
815,-0.34846264047454006
816,-0.5557919018834101
817,-0.7112888479400625
818,-0.8667857939967147
819,-0.8667857939967147
820,-0.8667857939967147
821,-0.8667857939967147
822,-0.7112888479400625
823,-0.8667857939967147
824,-0.34846264047454006
825,-0.0893010637134531
826,-0.0893010637134531
827,-0.1411333790656706
828,-0.1411333790656706
829,0.1180281976954169
830,0.1180281976954169
831,0.6363513512175913
832,0.8955129279786789
833,1.2065068200919833
834,1.2065068200919833
835,1.2065068200919833
836,1.569333027557506
837,1.2065068200919833
838,1.9321592350230279
839,0.8955129279786789
840,0.6363513512175913
841,0.1180281976954169
842,-0.03746874836123561
843,-0.2966303251223231
844,-0.2966303251223231
845,-0.45212727117897505
846,-0.2966303251223231
847,0.37718977445650387
848,0.16986051304763441
849,0.37718977445650387
850,0.37718977445650387
851,0.37718977445650387
852,0.9473452433308964
853,0.9473452433308964
854,1.2583391354442008
855,1.2583391354442008
856,1.569333027557506
857,1.569333027557506
858,1.569333027557506
859,0.9473452433308964
860,0.37718977445650387
861,0.1180281976954169
862,-0.34846264047454006
863,-0.5557919018834101
864,-0.8149534786444975
865,-0.8149534786444975
866,-1.2814443168144545
867,-1.5924382089277593
868,-1.333276632166672
869,-1.4369412628711071
870,-1.4369412628711071
871,-1.5924382089277593
872,-1.5924382089277593
873,-1.1777796861100196
874,-1.1777796861100196
875,-1.5406058935755418
876,-1.5406058935755418
877,-1.5406058935755418
878,-1.3851089475188896
879,-1.3851089475188896
880,-1.2814443168144545
881,-0.9186181093489323
882,-0.9186181093489323
883,-0.9186181093489323
884,-0.7112888479400625
885,-1.0741150554055847
886,-1.229612001462237
887,-1.3851089475188896
888,-1.0222827400533674
889,-1.1777796861100196
890,-1.1777796861100196
891,-1.4887735782233242
892,-1.4887735782233242
893,-1.333276632166672
894,-1.4887735782233242
895,-0.8149534786444975
896,1.2065068200919833
897,1.2065068200919833
898,1.2065068200919833
899,0.8955129279786789
900,0.8955129279786789
901,1.2065068200919833
902,0.8955129279786789
903,0.8955129279786789
904,-0.1929656944178881
905,-0.6594565325878451
906,-0.45212727117897505
907,-0.6594565325878451
908,-0.7112888479400625
909,-1.0741150554055847
910,-1.0741150554055847
911,-1.229612001462237
912,-1.4887735782233242
913,-1.7479351549844118
914,-1.8515997856888464
915,-1.9552644163932815
916,-1.8515997856888464
917,-1.903432101041064
918,-1.7997674703366289
919,-1.7997674703366289
920,-1.6442705242799767
921,-1.229612001462237
922,-1.229612001462237
923,-1.0741150554055847
924,-0.7112888479400625
925,-0.45212727117897505
926,-0.45212727117897505
927,0.014363566990981898
928,0.27352514375206943
929,0.5326867205131564
930,0.5845190358653739
931,0.5845190358653739
932,0.3253574591042863
933,-0.8149534786444975
934,-0.8149534786444975
935,-1.4369412628711071
936,-1.903432101041064
937,-2.1625936778021515
938,-1.7997674703366289
939,-2.007096731745499
940,-1.7997674703366289
941,-1.5406058935755418
942,-0.40029495582675756
943,-0.1929656944178881
944,0.0661958823431994
945,0.3253574591042863
946,0.3253574591042863
947,1.2065068200919833
948,0.8955129279786789
949,0.8955129279786789
950,0.5845190358653739
951,0.5845190358653739
952,1.569333027557506
953,0.8955129279786789
954,1.2065068200919833
955,0.0661958823431994
956,-1.1259473707578023
957,-1.7997674703366289
958,-1.229612001462237
959,-1.229612001462237
960,-1.6442705242799767
961,-1.7479351549844118
962,-1.7479351549844118
963,-1.6442705242799767
964,-1.2814443168144545
965,-1.2814443168144545
966,-1.1259473707578023
967,-1.1259473707578023
968,-0.9704504247011498
969,-0.6076242172356275
970,0.0661958823431994
971,-0.1929656944178881
972,0.6363513512175913
973,0.3253574591042863
974,0.3253574591042863
975,0.3253574591042863
976,-0.40029495582675756
977,0.0661958823431994
978,-0.1411333790656706
979,-0.9186181093489323
980,-1.229612001462237
981,-1.5924382089277593
982,-1.7479351549844118
983,-1.6961028396321942
984,-1.6961028396321942
985,-1.7997674703366289
986,-1.7997674703366289
987,-1.5924382089277593
988,-1.4369412628711071
989,-1.4369412628711071
990,-1.4369412628711071
991,-1.4369412628711071
992,-1.4369412628711071
993,-1.333276632166672
994,-1.333276632166672
995,-1.1777796861100196
996,-0.8667857939967147
997,-0.5039595865311925
998,-0.5039595865311925
999,-0.8667857939967147
1000,-0.8667857939967147
1001,-1.1777796861100196
1002,-1.333276632166672
1003,-1.5406058935755418
1004,-2.0589290470977164
1005,-2.110761362449934
1006,-2.266258308506586
1007,-2.473587569915456
1008,-2.1625936778021515
1009,-1.8515997856888464
1010,-1.5406058935755418
1011,-1.1777796861100196
1012,-1.0222827400533674
1013,-0.8667857939967147
1014,-0.6594565325878451
1015,-0.8667857939967147
1016,-0.7112888479400625
1017,-0.7112888479400625
1018,-1.0741150554055847
1019,-1.1259473707578023
1020,-1.333276632166672
1021,-1.5924382089277593
1022,-1.5924382089277593
1023,-1.5924382089277593
1024,-1.5924382089277593
1025,-1.7479351549844118
1026,-1.8515997856888464
1027,-1.9552644163932815
1028,-2.007096731745499
1029,-2.1625936778021515
1030,-2.266258308506586
1031,-2.266258308506586
1032,-2.266258308506586
1033,-2.110761362449934
1034,-2.110761362449934
1035,-1.903432101041064
1036,-1.5406058935755418
1037,-0.5557919018834101
1038,-0.9704504247011498
1039,-0.9704504247011498
1040,-1.1259473707578023
1041,-0.9704504247011498
1042,-0.8149534786444975
1043,-0.6076242172356275
1044,-0.8149534786444975
1045,-0.40029495582675756
1046,-0.40029495582675756
1047,-0.40029495582675756
1048,-0.5557919018834101
1049,-1.1259473707578023
1050,-1.4887735782233242
1051,-1.5924382089277593
1052,-1.6961028396321942
1053,-1.7997674703366289
1054,-1.7997674703366289
1055,-1.6442705242799767
1056,-1.7997674703366289
1057,-1.1777796861100196
1058,-0.5039595865311925
1059,-1.0222827400533674
1060,-0.8667857939967147
1061,-0.5039595865311925
1062,-1.1777796861100196
1063,-0.5039595865311925
1064,-0.5039595865311925
1065,-0.5039595865311925
1066,-0.5039595865311925
1067,-0.2966303251223231
1068,0.16986051304763441
1069,0.37718977445650387
1070,-0.2966303251223231
1071,-0.2966303251223231
1072,-0.2966303251223231
1073,-0.45212727117897505
1074,-0.9704504247011498
1075,-1.1259473707578023
1076,-1.4887735782233242
1077,-1.6442705242799767
1078,-1.7997674703366289
1079,-1.4369412628711071
1080,-1.5924382089277593
1081,-1.0741150554055847
1082,-0.40029495582675756
1083,-0.1929656944178881
1084,-0.40029495582675756
1085,-0.1929656944178881
1086,0.2216928283998519
1087,0.48085440516093886
1088,0.48085440516093886
1089,0.48085440516093886
1090,0.2216928283998519
1091,0.2216928283998519
1092,0.2216928283998519
1093,0.48085440516093886
1094,0.7400159819220263
1095,0.7400159819220263
1096,0.7400159819220263
1097,0.48085440516093886
1098,0.48085440516093886
1099,-0.1929656944178881
1100,-1.0222827400533674
1101,-1.3851089475188896
1102,-1.3851089475188896
1103,-1.3851089475188896
1104,-1.4887735782233242
1105,-1.5406058935755418
1106,-1.7479351549844118
1107,-1.6442705242799767
1108,-2.1625936778021515
1109,-2.7327491466765435
1110,-2.8364137773809786
1111,-2.6290845159721083
1112,-2.5254198852676732
1113,-2.577252200619891
1114,-2.5254198852676732
1115,-2.473587569915456
1116,-2.473587569915456
1117,-2.369922939211021
1118,-2.369922939211021
1119,-2.369922939211021
1120,-2.4217552545632386
1121,-2.4217552545632386
1122,-2.4217552545632386
1123,-2.318090623858804
1124,-2.4217552545632386
1125,-2.473587569915456
1126,-2.4217552545632386
1127,-2.4217552545632386
1128,-2.266258308506586
1129,-1.9552644163932815
1130,-1.7479351549844118
1131,-1.7997674703366289
1132,-1.903432101041064
1133,-1.7997674703366289
1134,-1.5406058935755418
1135,-1.4369412628711071
1136,-1.1259473707578023
1137,-1.1259473707578023
1138,-0.9704504247011498
1139,-0.9704504247011498
1140,-0.8149534786444975
1141,-0.6076242172356275
1142,-0.6076242172356275
1143,-0.8149534786444975
1144,-1.1259473707578023
1145,-1.5406058935755418
1146,-1.5406058935755418
1147,-1.7479351549844118
1148,-1.8515997856888464
1149,-1.8515997856888464
1150,-1.7479351549844118
1151,-1.5406058935755418
1152,-1.3851089475188896
1153,-1.3851089475188896
1154,-1.0741150554055847
1155,-0.5039595865311925
1156,-0.2966303251223231
1157,-0.0893010637134531
1158,-1.0741150554055847
1159,-1.0741150554055847
1160,-1.0741150554055847
1161,-1.0741150554055847
1162,-0.9186181093489323
1163,-1.3851089475188896
1164,-1.903432101041064
1165,-1.903432101041064
1166,-0.2966303251223231
1167,-0.2966303251223231
1168,-0.2966303251223231
1169,-0.2966303251223231
1170,0.16986051304763441
1171,0.9473452433308964
1172,0.6881836665698089
1173,0.37718977445650387
1174,0.6363513512175913
1175,0.6363513512175913
1176,1.2583391354442008
1177,1.2583391354442008
1178,0.9473452433308964
1179,0.6363513512175913
1180,0.6363513512175913
1181,0.6363513512175913
1182,0.8955129279786789
1183,0.8955129279786789
1184,0.8955129279786789
1185,0.5845190358653739
1186,0.3253574591042863
1187,0.0661958823431994
1188,-0.1929656944178881
1189,-0.40029495582675756
1190,-0.40029495582675756
1191,-0.7631211632922801
1192,-0.6076242172356275
1193,-0.6076242172356275
1194,-0.8149534786444975
