instant,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
88,False,False,True,False,False,False,False
89,False,False,True,False,False,False,False
90,False,False,True,False,False,False,False
91,False,False,True,False,False,False,False
92,False,False,True,False,False,False,False
93,False,False,False,True,False,False,False
94,False,False,False,True,False,False,False
95,False,False,False,True,False,False,False
96,False,False,False,True,False,False,False
97,False,False,False,True,False,False,False
98,False,False,False,True,False,False,False
99,False,False,False,True,False,False,False
100,False,False,False,True,False,False,False
101,False,False,False,True,False,False,False
102,False,False,False,True,False,False,False
103,False,False,False,True,False,False,False
104,False,False,False,True,False,False,False
105,False,False,False,True,False,False,False
106,False,False,False,True,False,False,False
107,False,False,False,True,False,False,False
108,False,False,False,True,False,False,False
109,False,False,False,True,False,False,False
110,False,False,False,True,False,False,False
111,False,False,False,True,False,False,False
112,False,False,False,True,False,False,False
113,False,False,False,True,False,False,False
114,False,False,False,True,False,False,False
115,False,False,False,True,False,False,False
116,False,False,False,False,True,False,False
117,False,False,False,False,True,False,False
118,False,False,False,False,True,False,False
119,False,False,False,False,True,False,False
120,False,False,False,False,True,False,False
121,False,False,False,False,True,False,False
122,False,False,False,False,True,False,False
123,False,False,False,False,True,False,False
124,False,False,False,False,True,False,False
125,False,False,False,False,True,False,False
126,False,False,False,False,True,False,False
127,False,False,False,False,True,False,False
128,False,False,False,False,True,False,False
129,False,False,False,False,True,False,False
130,False,False,False,False,True,False,False
131,False,False,False,False,True,False,False
132,False,False,False,False,True,False,False
133,False,False,False,False,True,False,False
134,False,False,False,False,True,False,False
135,False,False,False,False,True,False,False
136,False,False,False,False,True,False,False
137,False,False,False,False,True,False,False
138,False,False,False,False,True,False,False
139,False,False,False,False,False,True,False
140,False,False,False,False,False,True,False
141,False,False,False,False,False,True,False
142,False,False,False,False,False,True,False
143,False,False,False,False,False,True,False
144,False,False,False,False,False,True,False
145,False,False,False,False,False,True,False
146,False,False,False,False,False,True,False
147,False,False,False,False,False,True,False
148,False,False,False,False,False,True,False
149,False,False,False,False,False,True,False
150,False,False,False,False,False,True,False
151,False,False,False,False,False,True,False
152,False,False,False,False,False,True,False
153,False,False,False,False,False,True,False
154,False,False,False,False,False,True,False
155,False,False,False,False,False,True,False
156,False,False,False,False,False,True,False
157,False,False,False,False,False,True,False
158,False,False,False,False,False,True,False
159,False,False,False,False,False,True,False
160,False,False,False,False,False,True,False
161,False,False,False,False,False,True,False
162,False,False,False,False,False,False,True
163,False,False,False,False,False,False,True
164,False,False,False,False,False,False,True
165,False,False,False,False,False,False,True
166,False,False,False,False,False,False,True
167,False,False,False,False,False,False,True
168,False,False,False,False,False,False,True
169,False,False,False,False,False,False,True
170,False,False,False,False,False,False,True
171,False,False,False,False,False,False,True
172,False,False,False,False,False,False,True
173,False,False,False,False,False,False,True
174,False,False,False,False,False,False,True
175,False,False,False,False,False,False,True
176,False,False,False,False,False,False,True
177,False,False,False,False,False,False,True
178,False,False,False,False,False,False,True
179,False,False,False,False,False,False,True
180,False,False,False,False,False,False,True
181,False,False,False,False,False,False,True
182,False,False,False,False,False,False,True
183,False,False,False,False,False,False,True
184,False,False,False,False,False,False,True
185,False,False,False,False,False,False,True
186,True,False,False,False,False,False,False
187,True,False,False,False,False,False,False
188,True,False,False,False,False,False,False
189,True,False,False,False,False,False,False
190,True,False,False,False,False,False,False
191,True,False,False,False,False,False,False
192,True,False,False,False,False,False,False
193,True,False,False,False,False,False,False
194,True,False,False,False,False,False,False
195,True,False,False,False,False,False,False
196,True,False,False,False,False,False,False
197,True,False,False,False,False,False,False
198,True,False,False,False,False,False,False
199,True,False,False,False,False,False,False
200,True,False,False,False,False,False,False
201,True,False,False,False,False,False,False
202,True,False,False,False,False,False,False
203,True,False,False,False,False,False,False
204,True,False,False,False,False,False,False
205,True,False,False,False,False,False,False
206,True,False,False,False,False,False,False
207,True,False,False,False,False,False,False
208,True,False,False,False,False,False,False
209,True,False,False,False,False,False,False
210,False,True,False,False,False,False,False
211,False,True,False,False,False,False,False
212,False,True,False,False,False,False,False
213,False,True,False,False,False,False,False
214,False,True,False,False,False,False,False
215,False,True,False,False,False,False,False
216,False,True,False,False,False,False,False
217,False,True,False,False,False,False,False
218,False,True,False,False,False,False,False
219,False,True,False,False,False,False,False
220,False,True,False,False,False,False,False
221,False,True,False,False,False,False,False
222,False,True,False,False,False,False,False
223,False,True,False,False,False,False,False
224,False,True,False,False,False,False,False
225,False,True,False,False,False,False,False
226,False,True,False,False,False,False,False
227,False,True,False,False,False,False,False
228,False,True,False,False,False,False,False
229,False,True,False,False,False,False,False
230,False,True,False,False,False,False,False
231,False,True,False,False,False,False,False
232,False,True,False,False,False,False,False
233,False,True,False,False,False,False,False
234,False,False,True,False,False,False,False
235,False,False,True,False,False,False,False
236,False,False,True,False,False,False,False
237,False,False,True,False,False,False,False
238,False,False,True,False,False,False,False
239,False,False,True,False,False,False,False
240,False,False,True,False,False,False,False
241,False,False,True,False,False,False,False
242,False,False,True,False,False,False,False
243,False,False,True,False,False,False,False
244,False,False,True,False,False,False,False
245,False,False,True,False,False,False,False
246,False,False,True,False,False,False,False
247,False,False,True,False,False,False,False
248,False,False,True,False,False,False,False
249,False,False,True,False,False,False,False
250,False,False,True,False,False,False,False
251,False,False,True,False,False,False,False
252,False,False,True,False,False,False,False
253,False,False,True,False,False,False,False
254,False,False,True,False,False,False,False
255,False,False,True,False,False,False,False
256,False,False,False,True,False,False,False
257,False,False,False,True,False,False,False
258,False,False,False,True,False,False,False
259,False,False,False,True,False,False,False
260,False,False,False,True,False,False,False
261,False,False,False,True,False,False,False
262,False,False,False,True,False,False,False
263,False,False,False,True,False,False,False
264,False,False,False,True,False,False,False
265,False,False,False,True,False,False,False
266,False,False,False,True,False,False,False
267,False,False,False,True,False,False,False
268,False,False,False,True,False,False,False
269,False,False,False,True,False,False,False
270,False,False,False,True,False,False,False
271,False,False,False,True,False,False,False
272,False,False,False,True,False,False,False
273,False,False,False,True,False,False,False
274,False,False,False,True,False,False,False
275,False,False,False,True,False,False,False
276,False,False,False,True,False,False,False
277,False,False,False,True,False,False,False
278,False,False,False,False,True,False,False
279,False,False,False,False,True,False,False
280,False,False,False,False,True,False,False
281,False,False,False,False,True,False,False
282,False,False,False,False,True,False,False
283,False,False,False,False,True,False,False
284,False,False,False,False,True,False,False
285,False,False,False,False,True,False,False
286,False,False,False,False,True,False,False
287,False,False,False,False,True,False,False
288,False,False,False,False,True,False,False
289,False,False,False,False,True,False,False
290,False,False,False,False,True,False,False
291,False,False,False,False,True,False,False
292,False,False,False,False,True,False,False
293,False,False,False,False,True,False,False
294,False,False,False,False,True,False,False
295,False,False,False,False,True,False,False
296,False,False,False,False,True,False,False
297,False,False,False,False,True,False,False
298,False,False,False,False,True,False,False
299,False,False,False,False,True,False,False
300,False,False,False,False,True,False,False
301,False,False,False,False,True,False,False
302,False,False,False,False,False,True,False
303,False,False,False,False,False,True,False
304,False,False,False,False,False,True,False
305,False,False,False,False,False,True,False
306,False,False,False,False,False,True,False
307,False,False,False,False,False,True,False
308,False,False,False,False,False,True,False
309,False,False,False,False,False,True,False
310,False,False,False,False,False,True,False
311,False,False,False,False,False,True,False
312,False,False,False,False,False,True,False
313,False,False,False,False,False,True,False
314,False,False,False,False,False,True,False
315,False,False,False,False,False,True,False
316,False,False,False,False,False,True,False
317,False,False,False,False,False,True,False
318,False,False,False,False,False,True,False
319,False,False,False,False,False,True,False
320,False,False,False,False,False,True,False
321,False,False,False,False,False,True,False
322,False,False,False,False,False,True,False
323,False,False,False,False,False,True,False
324,False,False,False,False,False,True,False
325,False,False,False,False,False,False,True
326,False,False,False,False,False,False,True
327,False,False,False,False,False,False,True
328,False,False,False,False,False,False,True
329,False,False,False,False,False,False,True
330,False,False,False,False,False,False,True
331,False,False,False,False,False,False,True
332,False,False,False,False,False,False,True
333,False,False,False,False,False,False,True
334,False,False,False,False,False,False,True
335,False,False,False,False,False,False,True
336,False,False,False,False,False,False,True
337,False,False,False,False,False,False,True
338,False,False,False,False,False,False,True
339,False,False,False,False,False,False,True
340,False,False,False,False,False,False,True
341,False,False,False,False,False,False,True
342,False,False,False,False,False,False,True
343,False,False,False,False,False,False,True
344,False,False,False,False,False,False,True
345,False,False,False,False,False,False,True
346,False,False,False,False,False,False,True
347,False,False,False,False,False,False,True
348,False,False,False,False,False,False,True
349,True,False,False,False,False,False,False
350,True,False,False,False,False,False,False
351,True,False,False,False,False,False,False
352,True,False,False,False,False,False,False
353,True,False,False,False,False,False,False
354,True,False,False,False,False,False,False
355,True,False,False,False,False,False,False
356,True,False,False,False,False,False,False
357,True,False,False,False,False,False,False
358,True,False,False,False,False,False,False
359,True,False,False,False,False,False,False
360,True,False,False,False,False,False,False
361,True,False,False,False,False,False,False
362,True,False,False,False,False,False,False
363,True,False,False,False,False,False,False
364,True,False,False,False,False,False,False
365,True,False,False,False,False,False,False
366,True,False,False,False,False,False,False
367,True,False,False,False,False,False,False
368,True,False,False,False,False,False,False
369,True,False,False,False,False,False,False
370,True,False,False,False,False,False,False
371,True,False,False,False,False,False,False
372,True,False,False,False,False,False,False
373,False,True,False,False,False,False,False
374,False,True,False,False,False,False,False
375,False,True,False,False,False,False,False
376,False,True,False,False,False,False,False
377,False,True,False,False,False,False,False
378,False,True,False,False,False,False,False
379,False,True,False,False,False,False,False
380,False,True,False,False,False,False,False
381,False,True,False,False,False,False,False
382,False,True,False,False,False,False,False
383,False,True,False,False,False,False,False
384,False,True,False,False,False,False,False
385,False,True,False,False,False,False,False
386,False,True,False,False,False,False,False
387,False,True,False,False,False,False,False
388,False,True,False,False,False,False,False
389,False,True,False,False,False,False,False
390,False,True,False,False,False,False,False
391,False,True,False,False,False,False,False
392,False,True,False,False,False,False,False
393,False,True,False,False,False,False,False
394,False,True,False,False,False,False,False
395,False,True,False,False,False,False,False
396,False,True,False,False,False,False,False
397,False,False,True,False,False,False,False
398,False,False,True,False,False,False,False
399,False,False,True,False,False,False,False
400,False,False,True,False,False,False,False
401,False,False,True,False,False,False,False
402,False,False,True,False,False,False,False
403,False,False,True,False,False,False,False
404,False,False,True,False,False,False,False
405,False,False,True,False,False,False,False
406,False,False,True,False,False,False,False
407,False,False,True,False,False,False,False
408,False,False,True,False,False,False,False
409,False,False,False,True,False,False,False
410,False,False,False,True,False,False,False
411,False,False,False,True,False,False,False
412,False,False,False,True,False,False,False
413,False,False,False,True,False,False,False
414,False,False,False,True,False,False,False
415,False,False,False,True,False,False,False
416,False,False,False,True,False,False,False
417,False,False,False,True,False,False,False
418,False,False,False,True,False,False,False
419,False,False,False,True,False,False,False
420,False,False,False,True,False,False,False
421,False,False,False,True,False,False,False
422,False,False,False,True,False,False,False
423,False,False,False,True,False,False,False
424,False,False,False,True,False,False,False
425,False,False,False,True,False,False,False
426,False,False,False,True,False,False,False
427,False,False,False,True,False,False,False
428,False,False,False,True,False,False,False
429,False,False,False,True,False,False,False
430,False,False,False,True,False,False,False
431,False,False,False,True,False,False,False
432,False,False,False,False,True,False,False
433,False,False,False,False,True,False,False
434,False,False,False,False,True,False,False
435,False,False,False,False,True,False,False
436,False,False,False,False,True,False,False
437,False,False,False,False,True,False,False
438,False,False,False,False,True,False,False
439,False,False,False,False,True,False,False
440,False,False,False,False,True,False,False
441,False,False,False,False,True,False,False
442,False,False,False,False,True,False,False
443,False,False,False,False,True,False,False
444,False,False,False,False,True,False,False
445,False,False,False,False,True,False,False
446,False,False,False,False,True,False,False
447,False,False,False,False,True,False,False
448,False,False,False,False,True,False,False
449,False,False,False,False,True,False,False
450,False,False,False,False,True,False,False
451,False,False,False,False,True,False,False
452,False,False,False,False,True,False,False
453,False,False,False,False,True,False,False
454,False,False,False,False,True,False,False
455,False,False,False,False,True,False,False
456,False,False,False,False,False,True,False
457,False,False,False,False,False,True,False
458,False,False,False,False,False,True,False
459,False,False,False,False,False,True,False
460,False,False,False,False,False,True,False
461,False,False,False,False,False,True,False
462,False,False,False,False,False,True,False
463,False,False,False,False,False,True,False
464,False,False,False,False,False,True,False
465,False,False,False,False,False,True,False
466,False,False,False,False,False,True,False
467,False,False,False,False,False,True,False
468,False,False,False,False,False,True,False
469,False,False,False,False,False,True,False
470,False,False,False,False,False,True,False
471,False,False,False,False,False,True,False
472,False,False,False,False,False,True,False
473,False,False,False,False,False,True,False
474,False,False,False,False,False,True,False
475,False,False,False,False,False,True,False
476,False,False,False,False,False,True,False
477,False,False,False,False,False,True,False
478,False,False,False,False,False,True,False
479,False,False,False,False,False,True,False
480,False,False,False,False,False,False,True
481,False,False,False,False,False,False,True
482,False,False,False,False,False,False,True
483,False,False,False,False,False,False,True
484,False,False,False,False,False,False,True
485,False,False,False,False,False,False,True
486,False,False,False,False,False,False,True
487,False,False,False,False,False,False,True
488,False,False,False,False,False,False,True
489,False,False,False,False,False,False,True
490,False,False,False,False,False,False,True
491,False,False,False,False,False,False,True
492,False,False,False,False,False,False,True
493,False,False,False,False,False,False,True
494,False,False,False,False,False,False,True
495,False,False,False,False,False,False,True
496,False,False,False,False,False,False,True
497,False,False,False,False,False,False,True
498,False,False,False,False,False,False,True
499,False,False,False,False,False,False,True
500,False,False,False,False,False,False,True
501,False,False,False,False,False,False,True
502,False,False,False,False,False,False,True
503,True,False,False,False,False,False,False
504,True,False,False,False,False,False,False
505,True,False,False,False,False,False,False
506,True,False,False,False,False,False,False
507,True,False,False,False,False,False,False
508,True,False,False,False,False,False,False
509,True,False,False,False,False,False,False
510,True,False,False,False,False,False,False
511,True,False,False,False,False,False,False
512,True,False,False,False,False,False,False
513,True,False,False,False,False,False,False
514,True,False,False,False,False,False,False
515,True,False,False,False,False,False,False
516,True,False,False,False,False,False,False
517,True,False,False,False,False,False,False
518,True,False,False,False,False,False,False
519,True,False,False,False,False,False,False
520,True,False,False,False,False,False,False
521,True,False,False,False,False,False,False
522,True,False,False,False,False,False,False
523,True,False,False,False,False,False,False
524,True,False,False,False,False,False,False
525,True,False,False,False,False,False,False
526,False,True,False,False,False,False,False
527,False,True,False,False,False,False,False
528,False,True,False,False,False,False,False
529,False,True,False,False,False,False,False
530,False,True,False,False,False,False,False
531,False,True,False,False,False,False,False
532,False,True,False,False,False,False,False
533,False,True,False,False,False,False,False
534,False,True,False,False,False,False,False
535,False,True,False,False,False,False,False
536,False,True,False,False,False,False,False
537,False,True,False,False,False,False,False
538,False,True,False,False,False,False,False
539,False,True,False,False,False,False,False
540,False,True,False,False,False,False,False
541,False,True,False,False,False,False,False
542,False,True,False,False,False,False,False
543,False,True,False,False,False,False,False
544,False,True,False,False,False,False,False
545,False,True,False,False,False,False,False
546,False,True,False,False,False,False,False
547,False,True,False,False,False,False,False
548,False,True,False,False,False,False,False
549,False,False,True,False,False,False,False
550,False,False,True,False,False,False,False
551,False,False,True,False,False,False,False
552,False,False,True,False,False,False,False
553,False,False,True,False,False,False,False
554,False,False,True,False,False,False,False
555,False,False,True,False,False,False,False
556,False,False,True,False,False,False,False
557,False,False,True,False,False,False,False
558,False,False,True,False,False,False,False
559,False,False,True,False,False,False,False
560,False,False,True,False,False,False,False
561,False,False,True,False,False,False,False
562,False,False,True,False,False,False,False
563,False,False,True,False,False,False,False
564,False,False,True,False,False,False,False
565,False,False,True,False,False,False,False
566,False,False,True,False,False,False,False
567,False,False,True,False,False,False,False
568,False,False,True,False,False,False,False
569,False,False,True,False,False,False,False
570,False,False,True,False,False,False,False
571,False,False,True,False,False,False,False
572,False,False,False,True,False,False,False
573,False,False,False,True,False,False,False
574,False,False,False,True,False,False,False
575,False,False,False,True,False,False,False
576,False,False,False,True,False,False,False
577,False,False,False,True,False,False,False
578,False,False,False,True,False,False,False
579,False,False,False,True,False,False,False
580,False,False,False,True,False,False,False
581,False,False,False,True,False,False,False
582,False,False,False,True,False,False,False
583,False,False,False,True,False,False,False
584,False,False,False,True,False,False,False
585,False,False,False,True,False,False,False
586,False,False,False,True,False,False,False
587,False,False,False,True,False,False,False
588,False,False,False,False,True,False,False
589,False,False,False,False,True,False,False
590,False,False,False,False,True,False,False
591,False,False,False,False,True,False,False
592,False,False,False,False,True,False,False
593,False,False,False,False,True,False,False
594,False,False,False,False,True,False,False
595,False,False,False,False,True,False,False
596,False,False,False,False,False,True,False
597,False,False,False,False,False,True,False
598,False,False,False,False,False,True,False
599,False,False,False,False,False,True,False
600,False,False,False,False,False,True,False
601,False,False,False,False,False,True,False
602,False,False,False,False,False,True,False
603,False,False,False,False,False,True,False
604,False,False,False,False,False,True,False
605,False,False,False,False,False,True,False
606,False,False,False,False,False,True,False
607,False,False,False,False,False,True,False
608,False,False,False,False,False,True,False
609,False,False,False,False,False,True,False
610,False,False,False,False,False,True,False
611,False,False,False,False,False,True,False
612,False,False,False,False,False,True,False
613,False,False,False,False,False,True,False
614,False,False,False,False,False,True,False
615,False,False,False,False,False,True,False
616,False,False,False,False,False,True,False
617,False,False,False,False,False,True,False
618,False,False,False,False,False,True,False
619,False,False,False,False,False,False,True
620,False,False,False,False,False,False,True
621,False,False,False,False,False,False,True
622,False,False,False,False,False,False,True
623,False,False,False,False,False,False,True
624,False,False,False,False,False,False,True
625,False,False,False,False,False,False,True
626,False,False,False,False,False,False,True
627,False,False,False,False,False,False,True
628,False,False,False,False,False,False,True
629,False,False,False,False,False,False,True
630,False,False,False,False,False,False,True
631,False,False,False,False,False,False,True
632,False,False,False,False,False,False,True
633,False,False,False,False,False,False,True
634,False,False,False,False,False,False,True
635,False,False,False,False,False,False,True
636,False,False,False,False,False,False,True
637,False,False,False,False,False,False,True
638,False,False,False,False,False,False,True
639,False,False,False,False,False,False,True
640,False,False,False,False,False,False,True
641,False,False,False,False,False,False,True
642,True,False,False,False,False,False,False
643,True,False,False,False,False,False,False
644,True,False,False,False,False,False,False
645,True,False,False,False,False,False,False
646,True,False,False,False,False,False,False
647,True,False,False,False,False,False,False
648,True,False,False,False,False,False,False
649,True,False,False,False,False,False,False
650,True,False,False,False,False,False,False
651,True,False,False,False,False,False,False
652,True,False,False,False,False,False,False
653,True,False,False,False,False,False,False
654,True,False,False,False,False,False,False
655,True,False,False,False,False,False,False
656,True,False,False,False,False,False,False
657,True,False,False,False,False,False,False
658,True,False,False,False,False,False,False
659,True,False,False,False,False,False,False
660,True,False,False,False,False,False,False
661,True,False,False,False,False,False,False
662,True,False,False,False,False,False,False
663,True,False,False,False,False,False,False
664,True,False,False,False,False,False,False
665,False,True,False,False,False,False,False
666,False,True,False,False,False,False,False
667,False,True,False,False,False,False,False
668,False,True,False,False,False,False,False
669,False,True,False,False,False,False,False
670,False,True,False,False,False,False,False
671,False,True,False,False,False,False,False
672,False,True,False,False,False,False,False
673,False,True,False,False,False,False,False
674,False,True,False,False,False,False,False
675,False,True,False,False,False,False,False
676,False,True,False,False,False,False,False
677,False,True,False,False,False,False,False
678,False,True,False,False,False,False,False
679,False,True,False,False,False,False,False
680,False,True,False,False,False,False,False
681,False,True,False,False,False,False,False
682,False,True,False,False,False,False,False
683,False,True,False,False,False,False,False
684,False,True,False,False,False,False,False
685,False,True,False,False,False,False,False
686,False,True,False,False,False,False,False
687,False,True,False,False,False,False,False
688,False,True,False,False,False,False,False
689,False,False,True,False,False,False,False
690,False,False,True,False,False,False,False
691,False,False,True,False,False,False,False
692,False,False,True,False,False,False,False
693,False,False,True,False,False,False,False
694,False,False,True,False,False,False,False
695,False,False,True,False,False,False,False
696,False,False,True,False,False,False,False
697,False,False,True,False,False,False,False
698,False,False,True,False,False,False,False
699,False,False,True,False,False,False,False
700,False,False,True,False,False,False,False
701,False,False,True,False,False,False,False
702,False,False,True,False,False,False,False
703,False,False,True,False,False,False,False
704,False,False,True,False,False,False,False
705,False,False,True,False,False,False,False
706,False,False,True,False,False,False,False
707,False,False,True,False,False,False,False
708,False,False,True,False,False,False,False
709,False,False,True,False,False,False,False
710,False,False,True,False,False,False,False
711,False,False,True,False,False,False,False
712,False,False,False,True,False,False,False
713,False,False,False,True,False,False,False
714,False,False,False,True,False,False,False
715,False,False,False,True,False,False,False
716,False,False,False,True,False,False,False
717,False,False,False,True,False,False,False
718,False,False,False,True,False,False,False
719,False,False,False,True,False,False,False
720,False,False,False,True,False,False,False
721,False,False,False,True,False,False,False
722,False,False,False,True,False,False,False
723,False,False,False,True,False,False,False
724,False,False,False,True,False,False,False
725,False,False,False,True,False,False,False
726,False,False,False,True,False,False,False
727,False,False,False,True,False,False,False
728,False,False,False,True,False,False,False
729,False,False,False,True,False,False,False
730,False,False,False,True,False,False,False
731,False,False,False,True,False,False,False
732,False,False,False,True,False,False,False
733,False,False,False,True,False,False,False
734,False,False,False,True,False,False,False
735,False,False,False,True,False,False,False
736,False,False,False,False,True,False,False
737,False,False,False,False,True,False,False
738,False,False,False,False,True,False,False
739,False,False,False,False,True,False,False
740,False,False,False,False,True,False,False
741,False,False,False,False,True,False,False
742,False,False,False,False,True,False,False
743,False,False,False,False,True,False,False
744,False,False,False,False,True,False,False
745,False,False,False,False,True,False,False
746,False,False,False,False,True,False,False
747,False,False,False,False,True,False,False
748,False,False,False,False,True,False,False
749,False,False,False,False,True,False,False
750,False,False,False,False,True,False,False
751,False,False,False,False,True,False,False
752,False,False,False,False,True,False,False
753,False,False,False,False,True,False,False
754,False,False,False,False,True,False,False
755,False,False,False,False,True,False,False
756,False,False,False,False,True,False,False
757,False,False,False,False,True,False,False
758,False,False,False,False,True,False,False
759,False,False,False,False,False,True,False
760,False,False,False,False,False,True,False
761,False,False,False,False,False,True,False
762,False,False,False,False,False,True,False
763,False,False,False,False,False,True,False
764,False,False,False,False,False,True,False
765,False,False,False,False,False,True,False
766,False,False,False,False,False,True,False
767,False,False,False,False,False,True,False
768,False,False,False,False,False,True,False
769,False,False,False,False,False,True,False
770,False,False,False,False,False,True,False
771,False,False,False,False,False,True,False
772,False,False,False,False,False,True,False
773,False,False,False,False,False,True,False
774,False,False,False,False,False,True,False
775,False,False,False,False,False,True,False
776,False,False,False,False,False,True,False
777,False,False,False,False,False,True,False
778,False,False,False,False,False,True,False
779,False,False,False,False,False,True,False
780,False,False,False,False,False,True,False
781,False,False,False,False,False,True,False
782,False,False,False,False,False,False,True
783,False,False,False,False,False,False,True
784,False,False,False,False,False,False,True
785,False,False,False,False,False,False,True
786,False,False,False,False,False,False,True
787,False,False,False,False,False,False,True
788,False,False,False,False,False,False,True
789,False,False,False,False,False,False,True
790,False,False,False,False,False,False,True
791,False,False,False,False,False,False,True
792,False,False,False,False,False,False,True
793,False,False,False,False,False,False,True
794,False,False,False,False,False,False,True
795,False,False,False,False,False,False,True
796,False,False,False,False,False,False,True
797,False,False,False,False,False,False,True
798,False,False,False,False,False,False,True
799,False,False,False,False,False,False,True
800,False,False,False,False,False,False,True
801,False,False,False,False,False,False,True
802,False,False,False,False,False,False,True
803,False,False,False,False,False,False,True
804,False,False,False,False,False,False,True
805,False,False,False,False,False,False,True
806,True,False,False,False,False,False,False
807,True,False,False,False,False,False,False
808,True,False,False,False,False,False,False
809,True,False,False,False,False,False,False
810,True,False,False,False,False,False,False
811,True,False,False,False,False,False,False
812,True,False,False,False,False,False,False
813,True,False,False,False,False,False,False
814,True,False,False,False,False,False,False
815,True,False,False,False,False,False,False
816,True,False,False,False,False,False,False
817,True,False,False,False,False,False,False
818,True,False,False,False,False,False,False
819,True,False,False,False,False,False,False
820,True,False,False,False,False,False,False
821,True,False,False,False,False,False,False
822,True,False,False,False,False,False,False
823,True,False,False,False,False,False,False
824,True,False,False,False,False,False,False
825,True,False,False,False,False,False,False
826,True,False,False,False,False,False,False
827,True,False,False,False,False,False,False
828,True,False,False,False,False,False,False
829,True,False,False,False,False,False,False
830,False,True,False,False,False,False,False
831,False,True,False,False,False,False,False
832,False,True,False,False,False,False,False
833,False,True,False,False,False,False,False
834,False,True,False,False,False,False,False
835,False,True,False,False,False,False,False
836,False,True,False,False,False,False,False
837,False,True,False,False,False,False,False
838,False,True,False,False,False,False,False
839,False,True,False,False,False,False,False
840,False,True,False,False,False,False,False
841,False,True,False,False,False,False,False
842,False,True,False,False,False,False,False
843,False,True,False,False,False,False,False
844,False,True,False,False,False,False,False
845,False,True,False,False,False,False,False
846,False,True,False,False,False,False,False
847,False,True,False,False,False,False,False
848,False,True,False,False,False,False,False
849,False,True,False,False,False,False,False
850,False,True,False,False,False,False,False
851,False,True,False,False,False,False,False
852,False,True,False,False,False,False,False
853,False,True,False,False,False,False,False
854,False,False,True,False,False,False,False
855,False,False,True,False,False,False,False
856,False,False,True,False,False,False,False
857,False,False,True,False,False,False,False
858,False,False,True,False,False,False,False
859,False,False,True,False,False,False,False
860,False,False,True,False,False,False,False
861,False,False,True,False,False,False,False
862,False,False,True,False,False,False,False
863,False,False,True,False,False,False,False
864,False,False,True,False,False,False,False
865,False,False,True,False,False,False,False
866,False,False,True,False,False,False,False
867,False,False,True,False,False,False,False
868,False,False,True,False,False,False,False
869,False,False,True,False,False,False,False
