instant,workingday_0,workingday_1
1017,False,True
1018,False,True
1019,False,True
1020,False,True
1021,False,True
1022,False,True
1023,False,True
1024,False,True
1025,False,True
1026,False,True
1027,False,True
1028,False,True
1029,False,True
1030,False,True
1031,False,True
1032,False,True
1033,False,True
1034,False,True
1035,False,True
1036,False,True
1037,False,True
1038,False,True
1039,False,True
1040,False,True
1041,False,True
1042,False,True
1043,False,True
1044,False,True
1045,False,True
1046,False,True
1047,False,True
1048,False,True
1049,False,True
1050,False,True
1051,False,True
1052,False,True
1053,False,True
1054,False,True
1055,False,True
1056,False,True
1057,False,True
1058,False,True
1059,False,True
1060,False,True
1061,False,True
1062,False,True
1063,False,True
1064,False,True
1065,False,True
1066,False,True
1067,False,True
1068,False,True
1069,False,True
1070,False,True
1071,False,True
1072,False,True
1073,False,True
1074,False,True
1075,False,True
1076,False,True
1077,False,True
1078,False,True
1079,False,True
1080,False,True
1081,False,True
1082,False,True
1083,False,True
1084,False,True
1085,False,True
1086,False,True
1087,False,True
1088,False,True
1089,False,True
1090,False,True
1091,False,True
1092,False,True
1093,False,True
1094,False,True
1095,False,True
1096,False,True
1097,False,True
1098,False,True
1099,False,True
1100,False,True
1101,False,True
1102,False,True
1103,False,True
1104,False,True
1105,False,True
1106,False,True
1107,False,True
1108,False,True
1109,False,True
1110,False,True
1111,True,False
1112,True,False
1113,True,False
1114,True,False
1115,True,False
1116,True,False
1117,True,False
1118,True,False
1119,True,False
1120,True,False
1121,True,False
1122,True,False
1123,True,False
1124,True,False
1125,True,False
1126,True,False
1127,True,False
1128,True,False
1129,True,False
1130,True,False
1131,True,False
1132,True,False
1133,True,False
1134,True,False
1135,True,False
1136,True,False
1137,True,False
1138,True,False
1139,True,False
1140,True,False
1141,True,False
1142,True,False
1143,True,False
1144,True,False
1145,True,False
1146,True,False
1147,True,False
1148,True,False
1149,True,False
1150,True,False
1151,True,False
1152,True,False
1153,True,False
1154,True,False
1155,True,False
1156,True,False
1157,True,False
1158,True,False
1159,True,False
1160,True,False
1161,True,False
1162,True,False
1163,True,False
1164,True,False
1165,True,False
1166,True,False
1167,True,False
1168,True,False
1169,True,False
1170,True,False
1171,True,False
1172,True,False
1173,True,False
1174,True,False
1175,True,False
1176,True,False
1177,True,False
1178,True,False
1179,True,False
1180,True,False
1181,True,False
1182,False,True
1183,False,True
1184,False,True
1185,False,True
1186,False,True
1187,False,True
1188,False,True
1189,False,True
1190,False,True
1191,False,True
1192,False,True
1193,False,True
1194,False,True
1195,False,True
1196,False,True
1197,False,True
1198,False,True
1199,False,True
1200,False,True
1201,False,True
1202,False,True
1203,False,True
1204,False,True
1205,False,True
1206,False,True
1207,False,True
1208,False,True
1209,False,True
1210,False,True
1211,False,True
1212,False,True
1213,False,True
1214,False,True
1215,False,True
1216,False,True
1217,False,True
1218,False,True
1219,False,True
1220,False,True
1221,False,True
1222,False,True
1223,False,True
1224,False,True
1225,False,True
1226,False,True
1227,False,True
1228,False,True
1229,False,True
1230,False,True
1231,False,True
1232,False,True
1233,False,True
1234,False,True
1235,False,True
1236,False,True
1237,False,True
1238,False,True
1239,False,True
1240,False,True
1241,False,True
1242,False,True
1243,False,True
1244,False,True
1245,False,True
1246,False,True
1247,False,True
1248,False,True
1249,False,True
1250,False,True
1251,False,True
1252,False,True
1253,False,True
1254,False,True
1255,False,True
1256,False,True
1257,False,True
1258,False,True
1259,False,True
1260,False,True
1261,False,True
1262,False,True
1263,False,True
1264,False,True
1265,False,True
1266,False,True
1267,False,True
1268,False,True
1269,True,False
1270,True,False
1271,True,False
1272,True,False
1273,True,False
1274,True,False
1275,True,False
1276,True,False
1277,True,False
1278,True,False
1279,True,False
1280,True,False
1281,True,False
1282,True,False
1283,True,False
1284,True,False
1285,True,False
1286,True,False
1287,True,False
1288,True,False
1289,True,False
1290,True,False
1291,True,False
1292,True,False
1293,True,False
1294,True,False
1295,True,False
1296,True,False
1297,True,False
1298,True,False
1299,True,False
1300,True,False
1301,True,False
1302,True,False
1303,True,False
1304,True,False
1305,True,False
1306,True,False
1307,True,False
1308,True,False
1309,True,False
1310,True,False
1311,True,False
1312,True,False
1313,True,False
1314,True,False
1315,True,False
1316,False,True
1317,False,True
1318,False,True
1319,False,True
1320,False,True
1321,False,True
1322,False,True
1323,False,True
1324,False,True
1325,False,True
1326,False,True
1327,False,True
1328,False,True
1329,False,True
1330,False,True
1331,False,True
1332,False,True
1333,False,True
1334,False,True
1335,False,True
1336,False,True
1337,False,True
1338,False,True
1339,False,True
1340,False,True
1341,False,True
1342,False,True
1343,False,True
1344,False,True
1345,False,True
1346,False,True
1347,False,True
1348,False,True
1349,False,True
1350,False,True
1351,False,True
1352,False,True
1353,False,True
1354,False,True
1355,False,True
1356,False,True
1357,False,True
1358,False,True
1359,False,True
1360,False,True
1361,False,True
1362,False,True
1363,False,True
1364,False,True
1365,False,True
1366,False,True
1367,False,True
1368,False,True
1369,False,True
1370,False,True
1371,False,True
1372,False,True
1373,False,True
1374,False,True
1375,False,True
1376,False,True
1377,False,True
1378,False,True
1379,False,True
1380,False,True
1381,False,True
1382,False,True
1383,False,True
1384,False,True
1385,False,True
1386,False,True
1387,False,True
1388,False,True
1389,False,True
1390,False,True
1391,False,True
1392,False,True
1393,False,True
1394,False,True
1395,False,True
1396,False,True
1397,False,True
1398,False,True
1399,False,True
1400,False,True
1401,False,True
1402,False,True
1403,False,True
1404,False,True
1405,False,True
1406,False,True
1407,False,True
1408,False,True
1409,False,True
1410,False,True
1411,False,True
1412,False,True
1413,False,True
1414,False,True
1415,False,True
1416,False,True
1417,False,True
1418,False,True
1419,False,True
1420,False,True
1421,False,True
1422,False,True
1423,False,True
1424,False,True
1425,False,True
1426,False,True
1427,False,True
1428,False,True
1429,False,True
1430,False,True
1431,False,True
1432,False,True
1433,False,True
1434,True,False
1435,True,False
1436,True,False
1437,True,False
1438,True,False
1439,True,False
1440,True,False
1441,True,False
1442,True,False
1443,True,False
1444,True,False
1445,True,False
1446,True,False
1447,True,False
1448,True,False
1449,True,False
1450,True,False
1451,True,False
1452,True,False
1453,True,False
1454,True,False
1455,True,False
1456,True,False
1457,True,False
1458,True,False
1459,True,False
1460,True,False
1461,True,False
1462,True,False
1463,True,False
1464,True,False
1465,True,False
1466,True,False
1467,True,False
1468,True,False
1469,True,False
1470,True,False
1471,True,False
1472,True,False
1473,True,False
1474,True,False
1475,True,False
1476,True,False
1477,True,False
1478,True,False
1479,True,False
1480,True,False
1481,False,True
1482,False,True
1483,False,True
1484,False,True
1485,False,True
1486,False,True
1487,False,True
1488,False,True
1489,False,True
1490,False,True
1491,False,True
1492,False,True
1493,False,True
1494,False,True
1495,False,True
1496,False,True
1497,False,True
1498,False,True
1499,False,True
1500,False,True
1501,False,True
1502,False,True
1503,False,True
1504,False,True
1505,False,True
1506,False,True
1507,False,True
1508,False,True
1509,False,True
1510,False,True
1511,False,True
1512,False,True
1513,False,True
1514,False,True
1515,False,True
1516,False,True
1517,False,True
1518,False,True
1519,False,True
1520,False,True
1521,False,True
1522,False,True
1523,False,True
1524,False,True
1525,False,True
1526,False,True
1527,False,True
1528,False,True
1529,False,True
1530,False,True
1531,False,True
1532,False,True
1533,False,True
1534,False,True
1535,False,True
1536,False,True
1537,False,True
1538,False,True
1539,False,True
1540,False,True
1541,False,True
1542,False,True
1543,False,True
1544,False,True
1545,False,True
1546,False,True
1547,False,True
1548,False,True
1549,False,True
1550,False,True
1551,False,True
1552,False,True
1553,False,True
1554,False,True
1555,False,True
1556,False,True
1557,False,True
1558,False,True
1559,False,True
1560,False,True
1561,False,True
1562,False,True
1563,False,True
1564,False,True
1565,False,True
1566,False,True
1567,False,True
1568,False,True
1569,False,True
1570,False,True
1571,False,True
1572,False,True
1573,False,True
1574,False,True
1575,False,True
1576,False,True
1577,False,True
1578,False,True
1579,False,True
1580,False,True
1581,False,True
1582,False,True
1583,False,True
1584,False,True
1585,False,True
1586,False,True
1587,False,True
1588,False,True
1589,False,True
1590,False,True
1591,False,True
1592,False,True
1593,False,True
1594,False,True
1595,False,True
1596,False,True
1597,True,False
1598,True,False
1599,True,False
1600,True,False
1601,True,False
1602,True,False
1603,True,False
1604,True,False
1605,True,False
1606,True,False
1607,True,False
1608,True,False
1609,True,False
1610,True,False
1611,True,False
1612,True,False
1613,True,False
1614,True,False
1615,True,False
1616,True,False
1617,True,False
1618,True,False
1619,True,False
1620,True,False
1621,True,False
1622,True,False
1623,True,False
1624,True,False
1625,True,False
1626,True,False
1627,True,False
1628,True,False
1629,True,False
1630,True,False
1631,True,False
1632,True,False
1633,True,False
1634,True,False
1635,True,False
1636,True,False
1637,True,False
1638,True,False
1639,True,False
1640,True,False
1641,True,False
1642,True,False
1643,True,False
1644,False,True
1645,False,True
1646,False,True
1647,False,True
1648,False,True
1649,False,True
1650,False,True
1651,False,True
1652,False,True
1653,False,True
1654,False,True
1655,False,True
1656,False,True
1657,False,True
1658,False,True
1659,False,True
1660,False,True
1661,False,True
1662,False,True
1663,False,True
1664,False,True
1665,False,True
1666,False,True
1667,False,True
1668,False,True
1669,False,True
1670,False,True
1671,False,True
1672,False,True
1673,False,True
1674,False,True
1675,False,True
1676,False,True
1677,False,True
1678,False,True
1679,False,True
1680,False,True
1681,False,True
1682,False,True
1683,False,True
1684,False,True
1685,False,True
1686,False,True
1687,False,True
1688,False,True
1689,False,True
1690,False,True
1691,False,True
1692,False,True
1693,False,True
1694,False,True
1695,False,True
1696,False,True
1697,False,True
1698,False,True
1699,False,True
1700,False,True
1701,False,True
1702,False,True
1703,False,True
1704,False,True
1705,False,True
1706,False,True
1707,False,True
1708,False,True
1709,False,True
1710,False,True
1711,False,True
1712,False,True
1713,False,True
1714,False,True
1715,False,True
1716,False,True
1717,False,True
1718,False,True
1719,False,True
1720,False,True
1721,False,True
1722,False,True
1723,False,True
1724,False,True
1725,False,True
1726,False,True
1727,False,True
1728,False,True
1729,False,True
1730,False,True
1731,False,True
1732,False,True
1733,False,True
1734,False,True
1735,False,True
1736,False,True
1737,False,True
1738,False,True
1739,False,True
1740,False,True
1741,False,True
1742,False,True
1743,False,True
1744,False,True
1745,False,True
1746,False,True
1747,False,True
1748,False,True
1749,False,True
1750,False,True
1751,False,True
1752,False,True
1753,False,True
1754,False,True
1755,False,True
1756,False,True
1757,False,True
1758,False,True
1759,False,True
1760,True,False
1761,True,False
1762,True,False
1763,True,False
1764,True,False
1765,True,False
1766,True,False
1767,True,False
1768,True,False
1769,True,False
1770,True,False
1771,True,False
1772,True,False
1773,True,False
1774,True,False
1775,True,False
1776,True,False
1777,True,False
1778,True,False
1779,True,False
1780,True,False
1781,True,False
1782,True,False
1783,True,False
1784,True,False
1785,True,False
1786,True,False
1787,True,False
1788,True,False
1789,True,False
1790,True,False
1791,True,False
1792,True,False
1793,True,False
1794,True,False
1795,True,False
1796,True,False
1797,True,False
1798,True,False
1799,True,False
1800,True,False
1801,True,False
1802,True,False
1803,True,False
1804,True,False
1805,True,False
1806,True,False
1807,True,False
1808,False,True
1809,False,True
1810,False,True
1811,False,True
1812,False,True
1813,False,True
1814,False,True
1815,False,True
1816,False,True
1817,False,True
1818,False,True
1819,False,True
1820,False,True
1821,False,True
1822,False,True
1823,False,True
1824,False,True
1825,False,True
1826,False,True
1827,False,True
1828,False,True
1829,False,True
1830,False,True
1831,False,True
1832,False,True
1833,False,True
1834,False,True
1835,False,True
1836,False,True
1837,False,True
1838,False,True
1839,False,True
1840,False,True
1841,False,True
1842,False,True
1843,False,True
1844,False,True
1845,False,True
1846,False,True
1847,False,True
1848,False,True
1849,False,True
1850,False,True
1851,False,True
1852,False,True
1853,False,True
1854,False,True
1855,False,True
1856,False,True
1857,False,True
1858,False,True
1859,False,True
1860,False,True
1861,False,True
1862,False,True
1863,False,True
1864,False,True
1865,False,True
1866,False,True
1867,False,True
1868,False,True
1869,False,True
1870,False,True
1871,False,True
1872,False,True
1873,False,True
1874,False,True
1875,False,True
1876,False,True
1877,False,True
1878,False,True
1879,False,True
1880,False,True
1881,False,True
1882,False,True
1883,False,True
1884,False,True
1885,False,True
1886,False,True
1887,False,True
1888,False,True
1889,False,True
1890,False,True
1891,False,True
1892,False,True
1893,False,True
1894,False,True
1895,False,True
1896,False,True
1897,False,True
1898,False,True
1899,False,True
1900,False,True
1901,False,True
1902,False,True
1903,False,True
1904,False,True
1905,False,True
1906,False,True
1907,False,True
1908,False,True
1909,False,True
1910,False,True
1911,False,True
1912,False,True
1913,False,True
1914,False,True
1915,False,True
1916,False,True
1917,False,True
1918,False,True
1919,False,True
1920,False,True
1921,False,True
1922,False,True
1923,False,True
1924,False,True
1925,False,True
1926,True,False
1927,True,False
1928,True,False
1929,True,False
1930,True,False
1931,True,False
1932,True,False
1933,True,False
1934,True,False
1935,True,False
1936,True,False
1937,True,False
1938,True,False
1939,True,False
1940,True,False
1941,True,False
1942,True,False
1943,True,False
1944,True,False
1945,True,False
1946,True,False
1947,True,False
1948,True,False
1949,True,False
1950,True,False
1951,True,False
1952,True,False
1953,True,False
1954,True,False
1955,True,False
1956,True,False
1957,True,False
1958,True,False
1959,True,False
1960,True,False
1961,True,False
1962,True,False
1963,True,False
1964,True,False
1965,True,False
1966,True,False
1967,True,False
1968,True,False
1969,True,False
1970,True,False
1971,True,False
1972,True,False
1973,False,True
1974,False,True
1975,False,True
1976,False,True
1977,False,True
1978,False,True
1979,False,True
1980,False,True
1981,False,True
1982,False,True
1983,False,True
1984,False,True
1985,False,True
1986,False,True
1987,False,True
1988,False,True
1989,False,True
1990,False,True
1991,False,True
1992,False,True
1993,False,True
1994,False,True
1995,False,True
1996,False,True
1997,False,True
1998,False,True
1999,False,True
2000,False,True
2001,False,True
2002,False,True
2003,False,True
2004,False,True
2005,False,True
2006,False,True
2007,False,True
2008,False,True
2009,False,True
2010,False,True
2011,False,True
2012,False,True
2013,False,True
2014,False,True
2015,False,True
2016,False,True
2017,False,True
2018,False,True
2019,False,True
2020,False,True
2021,False,True
2022,False,True
2023,False,True
2024,False,True
2025,False,True
2026,False,True
2027,False,True
2028,False,True
2029,False,True
2030,False,True
2031,False,True
2032,False,True
2033,False,True
2034,False,True
2035,False,True
2036,False,True
2037,False,True
2038,False,True
2039,False,True
2040,False,True
2041,False,True
2042,False,True
2043,False,True
2044,False,True
2045,False,True
2046,False,True
2047,False,True
2048,False,True
2049,False,True
2050,False,True
2051,False,True
2052,False,True
2053,False,True
2054,False,True
2055,False,True
2056,False,True
2057,False,True
2058,False,True
2059,False,True
2060,False,True
2061,False,True
2062,False,True
2063,False,True
2064,False,True
2065,False,True
2066,False,True
2067,False,True
2068,False,True
2069,False,True
2070,False,True
2071,False,True
2072,False,True
2073,False,True
2074,False,True
2075,False,True
2076,False,True
2077,False,True
2078,False,True
2079,False,True
2080,False,True
2081,False,True
2082,False,True
2083,False,True
2084,False,True
2085,False,True
2086,False,True
2087,False,True
2088,False,True
2089,False,True
2090,False,True
2091,False,True
2092,True,False
2093,True,False
2094,True,False
2095,True,False
2096,True,False
2097,True,False
2098,True,False
2099,True,False
2100,True,False
2101,True,False
2102,True,False
2103,True,False
2104,True,False
2105,True,False
2106,True,False
2107,True,False
2108,True,False
2109,True,False
2110,True,False
2111,True,False
2112,True,False
2113,True,False
2114,True,False
2115,True,False
2116,True,False
2117,True,False
2118,True,False
2119,True,False
2120,True,False
2121,True,False
2122,True,False
2123,True,False
2124,True,False
2125,True,False
2126,True,False
2127,True,False
2128,True,False
2129,True,False
2130,True,False
2131,True,False
2132,True,False
2133,True,False
2134,True,False
2135,True,False
2136,True,False
2137,True,False
2138,True,False
