instant,yr_0,yr_1
1017,True,False
1018,True,False
1019,True,False
1020,True,False
1021,True,False
1022,True,False
1023,True,False
1024,True,False
1025,True,False
1026,True,False
1027,True,False
1028,True,False
1029,True,False
1030,True,False
1031,True,False
1032,True,False
1033,True,False
1034,True,False
1035,True,False
1036,True,False
1037,True,False
1038,True,False
1039,True,False
1040,True,False
1041,True,False
1042,True,False
1043,True,False
1044,True,False
1045,True,False
1046,True,False
1047,True,False
1048,True,False
1049,True,False
1050,True,False
1051,True,False
1052,True,False
1053,True,False
1054,True,False
1055,True,False
1056,True,False
1057,True,False
1058,True,False
1059,True,False
1060,True,False
1061,True,False
1062,True,False
1063,True,False
1064,True,False
1065,True,False
1066,True,False
1067,True,False
1068,True,False
1069,True,False
1070,True,False
1071,True,False
1072,True,False
1073,True,False
1074,True,False
1075,True,False
1076,True,False
1077,True,False
1078,True,False
1079,True,False
1080,True,False
1081,True,False
1082,True,False
1083,True,False
1084,True,False
1085,True,False
1086,True,False
1087,True,False
1088,True,False
1089,True,False
1090,True,False
1091,True,False
1092,True,False
1093,True,False
1094,True,False
1095,True,False
1096,True,False
1097,True,False
1098,True,False
1099,True,False
1100,True,False
1101,True,False
1102,True,False
1103,True,False
1104,True,False
1105,True,False
1106,True,False
1107,True,False
1108,True,False
1109,True,False
1110,True,False
1111,True,False
1112,True,False
1113,True,False
1114,True,False
1115,True,False
1116,True,False
1117,True,False
1118,True,False
1119,True,False
1120,True,False
1121,True,False
1122,True,False
1123,True,False
1124,True,False
1125,True,False
1126,True,False
1127,True,False
1128,True,False
1129,True,False
1130,True,False
1131,True,False
1132,True,False
1133,True,False
1134,True,False
1135,True,False
1136,True,False
1137,True,False
1138,True,False
1139,True,False
1140,True,False
1141,True,False
1142,True,False
1143,True,False
1144,True,False
1145,True,False
1146,True,False
1147,True,False
1148,True,False
1149,True,False
1150,True,False
1151,True,False
1152,True,False
1153,True,False
1154,True,False
1155,True,False
1156,True,False
1157,True,False
1158,True,False
1159,True,False
1160,True,False
1161,True,False
1162,True,False
1163,True,False
1164,True,False
1165,True,False
1166,True,False
1167,True,False
1168,True,False
1169,True,False
1170,True,False
1171,True,False
1172,True,False
1173,True,False
1174,True,False
1175,True,False
1176,True,False
1177,True,False
1178,True,False
1179,True,False
1180,True,False
1181,True,False
1182,True,False
1183,True,False
1184,True,False
1185,True,False
1186,True,False
1187,True,False
1188,True,False
1189,True,False
1190,True,False
1191,True,False
1192,True,False
1193,True,False
1194,True,False
1195,True,False
1196,True,False
1197,True,False
1198,True,False
1199,True,False
1200,True,False
1201,True,False
1202,True,False
1203,True,False
1204,True,False
1205,True,False
1206,True,False
1207,True,False
1208,True,False
1209,True,False
1210,True,False
1211,True,False
1212,True,False
1213,True,False
1214,True,False
1215,True,False
1216,True,False
1217,True,False
1218,True,False
1219,True,False
1220,True,False
1221,True,False
1222,True,False
1223,True,False
1224,True,False
1225,True,False
1226,True,False
1227,True,False
1228,True,False
1229,True,False
1230,True,False
1231,True,False
1232,True,False
1233,True,False
1234,True,False
1235,True,False
1236,True,False
1237,True,False
1238,True,False
1239,True,False
1240,True,False
1241,True,False
1242,True,False
1243,True,False
1244,True,False
1245,True,False
1246,True,False
1247,True,False
1248,True,False
1249,True,False
1250,True,False
1251,True,False
1252,True,False
1253,True,False
1254,True,False
1255,True,False
1256,True,False
1257,True,False
1258,True,False
1259,True,False
1260,True,False
1261,True,False
1262,True,False
1263,True,False
1264,True,False
1265,True,False
1266,True,False
1267,True,False
1268,True,False
1269,True,False
1270,True,False
1271,True,False
1272,True,False
1273,True,False
1274,True,False
1275,True,False
1276,True,False
1277,True,False
1278,True,False
1279,True,False
1280,True,False
1281,True,False
1282,True,False
1283,True,False
1284,True,False
1285,True,False
1286,True,False
1287,True,False
1288,True,False
1289,True,False
1290,True,False
1291,True,False
1292,True,False
1293,True,False
1294,True,False
1295,True,False
1296,True,False
1297,True,False
1298,True,False
1299,True,False
1300,True,False
1301,True,False
1302,True,False
1303,True,False
1304,True,False
1305,True,False
1306,True,False
1307,True,False
1308,True,False
1309,True,False
1310,True,False
1311,True,False
1312,True,False
1313,True,False
1314,True,False
1315,True,False
1316,True,False
1317,True,False
1318,True,False
1319,True,False
1320,True,False
1321,True,False
1322,True,False
1323,True,False
1324,True,False
1325,True,False
1326,True,False
1327,True,False
1328,True,False
1329,True,False
1330,True,False
1331,True,False
1332,True,False
1333,True,False
1334,True,False
1335,True,False
1336,True,False
1337,True,False
1338,True,False
1339,True,False
1340,True,False
1341,True,False
1342,True,False
1343,True,False
1344,True,False
1345,True,False
1346,True,False
1347,True,False
1348,True,False
1349,True,False
1350,True,False
1351,True,False
1352,True,False
1353,True,False
1354,True,False
1355,True,False
1356,True,False
1357,True,False
1358,True,False
1359,True,False
1360,True,False
1361,True,False
1362,True,False
1363,True,False
1364,True,False
1365,True,False
1366,True,False
1367,True,False
1368,True,False
1369,True,False
1370,True,False
1371,True,False
1372,True,False
1373,True,False
1374,True,False
1375,True,False
1376,True,False
1377,True,False
1378,True,False
1379,True,False
1380,True,False
1381,True,False
1382,True,False
1383,True,False
1384,True,False
1385,True,False
1386,True,False
1387,True,False
1388,True,False
1389,True,False
1390,True,False
1391,True,False
1392,True,False
1393,True,False
1394,True,False
1395,True,False
1396,True,False
1397,True,False
1398,True,False
1399,True,False
1400,True,False
1401,True,False
1402,True,False
1403,True,False
1404,True,False
1405,True,False
1406,True,False
1407,True,False
1408,True,False
1409,True,False
1410,True,False
1411,True,False
1412,True,False
1413,True,False
1414,True,False
1415,True,False
1416,True,False
1417,True,False
1418,True,False
1419,True,False
1420,True,False
1421,True,False
1422,True,False
1423,True,False
1424,True,False
1425,True,False
1426,True,False
1427,True,False
1428,True,False
1429,True,False
1430,True,False
1431,True,False
1432,True,False
1433,True,False
1434,True,False
1435,True,False
1436,True,False
1437,True,False
1438,True,False
1439,True,False
1440,True,False
1441,True,False
1442,True,False
1443,True,False
1444,True,False
1445,True,False
1446,True,False
1447,True,False
1448,True,False
1449,True,False
1450,True,False
1451,True,False
1452,True,False
1453,True,False
1454,True,False
1455,True,False
1456,True,False
1457,True,False
1458,True,False
1459,True,False
1460,True,False
1461,True,False
1462,True,False
1463,True,False
1464,True,False
1465,True,False
1466,True,False
1467,True,False
1468,True,False
1469,True,False
1470,True,False
1471,True,False
1472,True,False
1473,True,False
1474,True,False
1475,True,False
1476,True,False
1477,True,False
1478,True,False
1479,True,False
1480,True,False
1481,True,False
1482,True,False
1483,True,False
1484,True,False
1485,True,False
1486,True,False
1487,True,False
1488,True,False
1489,True,False
1490,True,False
1491,True,False
1492,True,False
1493,True,False
1494,True,False
1495,True,False
1496,True,False
1497,True,False
1498,True,False
1499,True,False
1500,True,False
1501,True,False
1502,True,False
1503,True,False
1504,True,False
1505,True,False
1506,True,False
1507,True,False
1508,True,False
1509,True,False
1510,True,False
1511,True,False
1512,True,False
1513,True,False
1514,True,False
1515,True,False
1516,True,False
1517,True,False
1518,True,False
1519,True,False
1520,True,False
1521,True,False
1522,True,False
1523,True,False
1524,True,False
1525,True,False
1526,True,False
1527,True,False
1528,True,False
1529,True,False
1530,True,False
1531,True,False
1532,True,False
1533,True,False
1534,True,False
1535,True,False
1536,True,False
1537,True,False
1538,True,False
1539,True,False
1540,True,False
1541,True,False
1542,True,False
1543,True,False
1544,True,False
1545,True,False
1546,True,False
1547,True,False
1548,True,False
1549,True,False
1550,True,False
1551,True,False
1552,True,False
1553,True,False
1554,True,False
1555,True,False
1556,True,False
1557,True,False
1558,True,False
1559,True,False
1560,True,False
1561,True,False
1562,True,False
1563,True,False
1564,True,False
1565,True,False
1566,True,False
1567,True,False
1568,True,False
1569,True,False
1570,True,False
1571,True,False
1572,True,False
1573,True,False
1574,True,False
1575,True,False
1576,True,False
1577,True,False
1578,True,False
1579,True,False
1580,True,False
1581,True,False
1582,True,False
1583,True,False
1584,True,False
1585,True,False
1586,True,False
1587,True,False
1588,True,False
1589,True,False
1590,True,False
1591,True,False
1592,True,False
1593,True,False
1594,True,False
1595,True,False
1596,True,False
1597,True,False
1598,True,False
1599,True,False
1600,True,False
1601,True,False
1602,True,False
1603,True,False
1604,True,False
1605,True,False
1606,True,False
1607,True,False
1608,True,False
1609,True,False
1610,True,False
1611,True,False
1612,True,False
1613,True,False
1614,True,False
1615,True,False
1616,True,False
1617,True,False
1618,True,False
1619,True,False
1620,True,False
1621,True,False
1622,True,False
1623,True,False
1624,True,False
1625,True,False
1626,True,False
1627,True,False
1628,True,False
1629,True,False
1630,True,False
1631,True,False
1632,True,False
1633,True,False
1634,True,False
1635,True,False
1636,True,False
1637,True,False
1638,True,False
1639,True,False
1640,True,False
1641,True,False
1642,True,False
1643,True,False
1644,True,False
1645,True,False
1646,True,False
1647,True,False
1648,True,False
1649,True,False
1650,True,False
1651,True,False
1652,True,False
1653,True,False
1654,True,False
1655,True,False
1656,True,False
1657,True,False
1658,True,False
1659,True,False
1660,True,False
1661,True,False
1662,True,False
1663,True,False
1664,True,False
1665,True,False
1666,True,False
1667,True,False
1668,True,False
1669,True,False
1670,True,False
1671,True,False
1672,True,False
1673,True,False
1674,True,False
1675,True,False
1676,True,False
1677,True,False
1678,True,False
1679,True,False
1680,True,False
1681,True,False
1682,True,False
1683,True,False
1684,True,False
1685,True,False
1686,True,False
1687,True,False
1688,True,False
1689,True,False
1690,True,False
1691,True,False
1692,True,False
1693,True,False
1694,True,False
1695,True,False
1696,True,False
1697,True,False
1698,True,False
1699,True,False
1700,True,False
1701,True,False
1702,True,False
1703,True,False
1704,True,False
1705,True,False
1706,True,False
1707,True,False
1708,True,False
1709,True,False
1710,True,False
1711,True,False
1712,True,False
1713,True,False
1714,True,False
1715,True,False
1716,True,False
1717,True,False
1718,True,False
1719,True,False
1720,True,False
1721,True,False
1722,True,False
1723,True,False
1724,True,False
1725,True,False
1726,True,False
1727,True,False
1728,True,False
1729,True,False
1730,True,False
1731,True,False
1732,True,False
1733,True,False
1734,True,False
1735,True,False
1736,True,False
1737,True,False
1738,True,False
1739,True,False
1740,True,False
1741,True,False
1742,True,False
1743,True,False
1744,True,False
1745,True,False
1746,True,False
1747,True,False
1748,True,False
1749,True,False
1750,True,False
1751,True,False
1752,True,False
1753,True,False
1754,True,False
1755,True,False
1756,True,False
1757,True,False
1758,True,False
1759,True,False
1760,True,False
1761,True,False
1762,True,False
1763,True,False
1764,True,False
1765,True,False
1766,True,False
1767,True,False
1768,True,False
1769,True,False
1770,True,False
1771,True,False
1772,True,False
1773,True,False
1774,True,False
1775,True,False
1776,True,False
1777,True,False
1778,True,False
1779,True,False
1780,True,False
1781,True,False
1782,True,False
1783,True,False
1784,True,False
1785,True,False
1786,True,False
1787,True,False
1788,True,False
1789,True,False
1790,True,False
1791,True,False
1792,True,False
1793,True,False
1794,True,False
1795,True,False
1796,True,False
1797,True,False
1798,True,False
1799,True,False
1800,True,False
1801,True,False
1802,True,False
1803,True,False
1804,True,False
1805,True,False
1806,True,False
1807,True,False
1808,True,False
1809,True,False
1810,True,False
1811,True,False
1812,True,False
1813,True,False
1814,True,False
1815,True,False
1816,True,False
1817,True,False
1818,True,False
1819,True,False
1820,True,False
1821,True,False
1822,True,False
1823,True,False
1824,True,False
1825,True,False
1826,True,False
1827,True,False
1828,True,False
1829,True,False
1830,True,False
1831,True,False
1832,True,False
1833,True,False
1834,True,False
1835,True,False
1836,True,False
1837,True,False
1838,True,False
1839,True,False
1840,True,False
1841,True,False
1842,True,False
1843,True,False
1844,True,False
1845,True,False
1846,True,False
1847,True,False
1848,True,False
1849,True,False
1850,True,False
1851,True,False
1852,True,False
1853,True,False
1854,True,False
1855,True,False
1856,True,False
1857,True,False
1858,True,False
1859,True,False
1860,True,False
1861,True,False
1862,True,False
1863,True,False
1864,True,False
1865,True,False
1866,True,False
1867,True,False
1868,True,False
1869,True,False
1870,True,False
1871,True,False
1872,True,False
1873,True,False
1874,True,False
1875,True,False
1876,True,False
1877,True,False
1878,True,False
1879,True,False
1880,True,False
1881,True,False
1882,True,False
1883,True,False
1884,True,False
1885,True,False
1886,True,False
1887,True,False
1888,True,False
1889,True,False
1890,True,False
1891,True,False
1892,True,False
1893,True,False
1894,True,False
1895,True,False
1896,True,False
1897,True,False
1898,True,False
1899,True,False
1900,True,False
1901,True,False
1902,True,False
1903,True,False
1904,True,False
1905,True,False
1906,True,False
1907,True,False
1908,True,False
1909,True,False
1910,True,False
1911,True,False
1912,True,False
1913,True,False
1914,True,False
1915,True,False
1916,True,False
1917,True,False
1918,True,False
1919,True,False
1920,True,False
1921,True,False
1922,True,False
1923,True,False
1924,True,False
1925,True,False
1926,True,False
1927,True,False
1928,True,False
1929,True,False
1930,True,False
1931,True,False
1932,True,False
1933,True,False
1934,True,False
1935,True,False
1936,True,False
1937,True,False
1938,True,False
1939,True,False
1940,True,False
1941,True,False
1942,True,False
1943,True,False
1944,True,False
1945,True,False
1946,True,False
1947,True,False
1948,True,False
1949,True,False
1950,True,False
1951,True,False
1952,True,False
1953,True,False
1954,True,False
1955,True,False
1956,True,False
1957,True,False
1958,True,False
1959,True,False
1960,True,False
1961,True,False
1962,True,False
1963,True,False
1964,True,False
1965,True,False
1966,True,False
1967,True,False
1968,True,False
1969,True,False
1970,True,False
1971,True,False
1972,True,False
1973,True,False
1974,True,False
1975,True,False
1976,True,False
1977,True,False
1978,True,False
1979,True,False
1980,True,False
1981,True,False
1982,True,False
1983,True,False
1984,True,False
1985,True,False
1986,True,False
1987,True,False
1988,True,False
1989,True,False
1990,True,False
1991,True,False
1992,True,False
1993,True,False
1994,True,False
1995,True,False
1996,True,False
1997,True,False
1998,True,False
1999,True,False
2000,True,False
2001,True,False
2002,True,False
2003,True,False
2004,True,False
2005,True,False
2006,True,False
2007,True,False
2008,True,False
2009,True,False
2010,True,False
2011,True,False
2012,True,False
2013,True,False
2014,True,False
2015,True,False
2016,True,False
2017,True,False
2018,True,False
2019,True,False
2020,True,False
2021,True,False
2022,True,False
2023,True,False
2024,True,False
2025,True,False
2026,True,False
2027,True,False
2028,True,False
2029,True,False
2030,True,False
2031,True,False
2032,True,False
2033,True,False
2034,True,False
2035,True,False
2036,True,False
2037,True,False
2038,True,False
2039,True,False
2040,True,False
2041,True,False
2042,True,False
2043,True,False
2044,True,False
2045,True,False
2046,True,False
2047,True,False
2048,True,False
2049,True,False
2050,True,False
2051,True,False
2052,True,False
2053,True,False
2054,True,False
2055,True,False
2056,True,False
2057,True,False
2058,True,False
2059,True,False
2060,True,False
2061,True,False
2062,True,False
2063,True,False
2064,True,False
2065,True,False
2066,True,False
2067,True,False
2068,True,False
2069,True,False
2070,True,False
2071,True,False
2072,True,False
2073,True,False
2074,True,False
2075,True,False
2076,True,False
2077,True,False
2078,True,False
2079,True,False
2080,True,False
2081,True,False
2082,True,False
2083,True,False
2084,True,False
2085,True,False
2086,True,False
2087,True,False
2088,True,False
2089,True,False
2090,True,False
2091,True,False
2092,True,False
2093,True,False
2094,True,False
2095,True,False
2096,True,False
2097,True,False
2098,True,False
2099,True,False
2100,True,False
2101,True,False
2102,True,False
2103,True,False
2104,True,False
2105,True,False
2106,True,False
2107,True,False
2108,True,False
2109,True,False
2110,True,False
2111,True,False
2112,True,False
2113,True,False
2114,True,False
2115,True,False
2116,True,False
2117,True,False
2118,True,False
2119,True,False
2120,True,False
2121,True,False
2122,True,False
2123,True,False
2124,True,False
2125,True,False
2126,True,False
2127,True,False
2128,True,False
2129,True,False
2130,True,False
2131,True,False
2132,True,False
2133,True,False
2134,True,False
2135,True,False
2136,True,False
2137,True,False
2138,True,False
2139,True,False
