instant,weathersit_1,weathersit_2,weathersit_3,weathersit_4
205,True,False,False,False
206,True,False,False,False
207,True,False,False,False
208,True,False,False,False
209,True,False,False,False
210,True,False,False,False
211,True,False,False,False
212,True,False,False,False
213,True,False,False,False
214,True,False,False,False
215,True,False,False,False
216,True,False,False,False
217,True,False,False,False
218,False,True,False,False
219,False,True,False,False
220,False,True,False,False
221,False,True,False,False
222,False,True,False,False
223,False,True,False,False
224,False,True,False,False
225,False,True,False,False
226,True,False,False,False
227,True,False,False,False
228,True,False,False,False
229,True,False,False,False
230,True,False,False,False
231,True,False,False,False
232,True,False,False,False
233,True,False,False,False
234,True,False,False,False
235,True,False,False,False
236,False,True,False,False
237,False,True,False,False
238,False,True,False,False
239,False,True,False,False
240,False,True,False,False
241,False,True,False,False
242,False,True,False,False
243,False,True,False,False
244,False,True,False,False
245,False,True,False,False
246,False,True,False,False
247,False,True,False,False
248,False,True,False,False
249,False,True,False,False
250,False,False,True,False
251,False,False,True,False
252,False,False,True,False
253,False,False,True,False
254,False,False,True,False
255,False,False,True,False
256,False,True,False,False
257,False,True,False,False
258,True,False,False,False
259,True,False,False,False
260,True,False,False,False
261,True,False,False,False
262,True,False,False,False
263,True,False,False,False
264,True,False,False,False
265,True,False,False,False
266,True,False,False,False
267,True,False,False,False
268,True,False,False,False
269,True,False,False,False
270,True,False,False,False
271,True,False,False,False
272,True,False,False,False
273,True,False,False,False
274,True,False,False,False
275,True,False,False,False
276,True,False,False,False
277,True,False,False,False
278,True,False,False,False
279,True,False,False,False
280,True,False,False,False
281,True,False,False,False
282,True,False,False,False
283,True,False,False,False
284,True,False,False,False
285,True,False,False,False
286,True,False,False,False
287,True,False,False,False
288,False,True,False,False
289,False,True,False,False
290,True,False,False,False
291,True,False,False,False
292,True,False,False,False
293,True,False,False,False
294,True,False,False,False
295,True,False,False,False
296,True,False,False,False
297,True,False,False,False
298,True,False,False,False
299,True,False,False,False
300,True,False,False,False
301,True,False,False,False
302,True,False,False,False
303,True,False,False,False
304,True,False,False,False
305,True,False,False,False
306,True,False,False,False
307,True,False,False,False
308,True,False,False,False
309,True,False,False,False
310,True,False,False,False
311,True,False,False,False
312,True,False,False,False
313,True,False,False,False
314,True,False,False,False
315,True,False,False,False
316,True,False,False,False
317,True,False,False,False
318,True,False,False,False
319,True,False,False,False
320,True,False,False,False
321,True,False,False,False
322,True,False,False,False
323,False,True,False,False
324,False,True,False,False
325,True,False,False,False
326,False,True,False,False
327,False,True,False,False
328,False,True,False,False
329,False,True,False,False
330,True,False,False,False
331,True,False,False,False
332,True,False,False,False
333,True,False,False,False
334,True,False,False,False
335,True,False,False,False
336,True,False,False,False
337,True,False,False,False
338,True,False,False,False
339,True,False,False,False
340,False,True,False,False
341,False,True,False,False
342,False,True,False,False
343,False,True,False,False
344,False,True,False,False
345,False,True,False,False
346,False,True,False,False
347,False,True,False,False
348,True,False,False,False
349,True,False,False,False
350,True,False,False,False
351,True,False,False,False
352,True,False,False,False
353,True,False,False,False
354,False,True,False,False
355,False,True,False,False
356,False,True,False,False
357,True,False,False,False
358,True,False,False,False
359,True,False,False,False
360,True,False,False,False
361,True,False,False,False
362,True,False,False,False
363,True,False,False,False
364,True,False,False,False
365,True,False,False,False
366,True,False,False,False
367,True,False,False,False
368,True,False,False,False
369,True,False,False,False
370,True,False,False,False
371,False,True,False,False
372,False,True,False,False
373,False,True,False,False
374,False,True,False,False
375,False,True,False,False
376,False,True,False,False
377,False,True,False,False
378,False,True,False,False
379,False,True,False,False
380,False,True,False,False
381,False,True,False,False
382,False,True,False,False
383,False,True,False,False
384,False,True,False,False
385,False,True,False,False
386,False,True,False,False
387,False,True,False,False
388,False,True,False,False
389,False,True,False,False
390,True,False,False,False
391,False,True,False,False
392,False,False,True,False
393,False,False,True,False
394,False,False,True,False
395,False,False,True,False
396,False,False,True,False
397,False,True,False,False
398,False,True,False,False
399,False,True,False,False
400,False,True,False,False
401,False,True,False,False
402,False,True,False,False
403,False,True,False,False
404,False,True,False,False
405,False,True,False,False
406,False,True,False,False
407,False,True,False,False
408,False,True,False,False
409,False,True,False,False
410,False,False,True,False
411,False,False,True,False
412,False,False,True,False
413,False,True,False,False
414,False,True,False,False
415,False,True,False,False
416,False,True,False,False
417,False,True,False,False
418,False,True,False,False
419,False,True,False,False
420,False,True,False,False
421,True,False,False,False
422,True,False,False,False
423,True,False,False,False
424,True,False,False,False
425,True,False,False,False
426,True,False,False,False
427,True,False,False,False
428,True,False,False,False
429,True,False,False,False
430,True,False,False,False
431,True,False,False,False
432,True,False,False,False
433,True,False,False,False
434,True,False,False,False
435,True,False,False,False
436,True,False,False,False
437,True,False,False,False
438,True,False,False,False
439,True,False,False,False
440,True,False,False,False
441,False,True,False,False
442,True,False,False,False
443,False,True,False,False
444,False,True,False,False
445,False,True,False,False
446,False,True,False,False
447,False,True,False,False
448,False,True,False,False
449,False,True,False,False
450,False,True,False,False
451,True,False,False,False
452,False,True,False,False
453,False,True,False,False
454,False,True,False,False
455,False,True,False,False
456,False,True,False,False
457,False,True,False,False
458,False,False,True,False
459,False,False,True,False
460,False,True,False,False
461,True,False,False,False
462,True,False,False,False
463,True,False,False,False
464,True,False,False,False
465,True,False,False,False
466,True,False,False,False
467,True,False,False,False
468,True,False,False,False
469,True,False,False,False
470,True,False,False,False
471,True,False,False,False
472,True,False,False,False
473,True,False,False,False
474,True,False,False,False
475,True,False,False,False
476,True,False,False,False
477,True,False,False,False
478,True,False,False,False
479,True,False,False,False
480,True,False,False,False
481,False,True,False,False
482,False,True,False,False
483,False,True,False,False
484,False,True,False,False
485,False,True,False,False
486,True,False,False,False
487,True,False,False,False
488,True,False,False,False
489,False,True,False,False
490,False,True,False,False
491,False,True,False,False
492,True,False,False,False
493,True,False,False,False
494,True,False,False,False
495,True,False,False,False
496,True,False,False,False
497,True,False,False,False
498,True,False,False,False
499,True,False,False,False
500,True,False,False,False
501,True,False,False,False
502,True,False,False,False
503,True,False,False,False
504,True,False,False,False
505,True,False,False,False
506,True,False,False,False
507,False,True,False,False
508,False,True,False,False
509,True,False,False,False
510,True,False,False,False
511,True,False,False,False
512,True,False,False,False
513,True,False,False,False
514,True,False,False,False
515,True,False,False,False
516,True,False,False,False
517,True,False,False,False
518,True,False,False,False
519,True,False,False,False
520,True,False,False,False
521,True,False,False,False
522,True,False,False,False
523,True,False,False,False
524,True,False,False,False
525,True,False,False,False
526,True,False,False,False
527,True,False,False,False
528,True,False,False,False
529,True,False,False,False
530,True,False,False,False
531,True,False,False,False
532,True,False,False,False
533,True,False,False,False
534,True,False,False,False
535,True,False,False,False
536,True,False,False,False
537,False,True,False,False
538,False,True,False,False
539,False,True,False,False
540,True,False,False,False
541,True,False,False,False
542,True,False,False,False
543,True,False,False,False
544,True,False,False,False
545,True,False,False,False
546,True,False,False,False
547,False,True,False,False
548,False,True,False,False
549,False,True,False,False
550,False,True,False,False
551,True,False,False,False
552,True,False,False,False
553,True,False,False,False
554,True,False,False,False
555,True,False,False,False
556,False,True,False,False
557,False,True,False,False
558,False,True,False,False
559,False,True,False,False
560,False,True,False,False
561,False,True,False,False
562,False,True,False,False
563,False,True,False,False
564,False,True,False,False
565,True,False,False,False
566,False,True,False,False
567,False,True,False,False
568,True,False,False,False
569,True,False,False,False
570,True,False,False,False
571,False,True,False,False
572,False,True,False,False
573,False,True,False,False
574,False,False,True,False
575,False,False,True,False
576,False,False,True,False
577,False,False,True,False
578,False,False,True,False
579,False,False,True,False
580,False,False,True,False
581,False,False,True,False
582,False,False,True,False
583,False,False,True,False
584,False,False,True,False
585,False,False,True,False
586,False,False,False,True
587,False,False,True,False
588,True,False,False,False
589,True,False,False,False
590,True,False,False,False
591,True,False,False,False
592,True,False,False,False
593,True,False,False,False
594,True,False,False,False
595,True,False,False,False
596,False,True,False,False
597,False,True,False,False
598,False,True,False,False
599,False,True,False,False
600,False,True,False,False
601,False,True,False,False
602,False,True,False,False
603,False,True,False,False
604,False,False,True,False
605,False,False,True,False
606,False,False,True,False
607,False,False,True,False
608,False,False,True,False
609,False,False,True,False
610,False,True,False,False
611,True,False,False,False
612,True,False,False,False
613,True,False,False,False
614,False,True,False,False
615,False,True,False,False
616,False,True,False,False
617,True,False,False,False
618,True,False,False,False
619,True,False,False,False
620,True,False,False,False
621,True,False,False,False
622,True,False,False,False
623,True,False,False,False
624,True,False,False,False
625,True,False,False,False
626,True,False,False,False
627,True,False,False,False
628,False,True,False,False
629,False,True,False,False
630,False,True,False,False
631,False,True,False,False
632,False,True,False,False
633,True,False,False,False
634,True,False,False,False
635,True,False,False,False
636,True,False,False,False
637,False,True,False,False
638,True,False,False,False
639,True,False,False,False
640,True,False,False,False
641,True,False,False,False
642,True,False,False,False
643,True,False,False,False
644,True,False,False,False
645,True,False,False,False
646,True,False,False,False
647,True,False,False,False
648,True,False,False,False
649,False,True,False,False
650,False,True,False,False
651,False,True,False,False
652,True,False,False,False
653,True,False,False,False
654,True,False,False,False
655,True,False,False,False
656,True,False,False,False
657,True,False,False,False
658,True,False,False,False
659,True,False,False,False
660,True,False,False,False
661,False,True,False,False
662,False,True,False,False
663,False,True,False,False
664,False,True,False,False
665,False,True,False,False
666,True,False,False,False
667,True,False,False,False
668,True,False,False,False
669,True,False,False,False
670,True,False,False,False
671,True,False,False,False
672,False,True,False,False
673,False,True,False,False
674,False,True,False,False
675,False,True,False,False
676,False,True,False,False
677,False,True,False,False
678,False,True,False,False
679,False,True,False,False
680,False,True,False,False
681,False,True,False,False
682,False,True,False,False
683,False,True,False,False
684,True,False,False,False
685,False,False,True,False
686,False,False,True,False
687,False,True,False,False
688,False,True,False,False
689,False,True,False,False
690,False,True,False,False
691,False,True,False,False
692,False,True,False,False
693,False,False,True,False
694,False,False,True,False
695,False,False,True,False
696,False,False,True,False
697,False,True,False,False
698,False,True,False,False
699,False,True,False,False
700,False,True,False,False
701,False,True,False,False
702,False,True,False,False
703,False,True,False,False
704,False,True,False,False
705,False,True,False,False
706,False,True,False,False
707,False,True,False,False
708,False,True,False,False
709,False,True,False,False
710,False,True,False,False
711,False,False,True,False
712,False,False,True,False
713,False,False,True,False
714,False,False,True,False
715,False,False,True,False
716,False,False,True,False
717,False,False,True,False
718,False,False,True,False
719,False,False,True,False
720,False,False,True,False
721,False,True,False,False
722,False,True,False,False
723,False,True,False,False
724,False,True,False,False
725,True,False,False,False
726,True,False,False,False
727,True,False,False,False
728,True,False,False,False
729,True,False,False,False
730,True,False,False,False
731,True,False,False,False
732,True,False,False,False
733,True,False,False,False
734,True,False,False,False
735,True,False,False,False
736,True,False,False,False
737,True,False,False,False
738,True,False,False,False
739,True,False,False,False
740,True,False,False,False
741,True,False,False,False
742,True,False,False,False
743,True,False,False,False
744,True,False,False,False
745,True,False,False,False
746,True,False,False,False
747,True,False,False,False
748,True,False,False,False
749,True,False,False,False
750,True,False,False,False
751,True,False,False,False
752,True,False,False,False
753,True,False,False,False
754,True,False,False,False
755,True,False,False,False
756,True,False,False,False
757,True,False,False,False
758,True,False,False,False
759,False,True,False,False
760,False,True,False,False
761,False,True,False,False
762,False,True,False,False
763,False,True,False,False
764,False,True,False,False
765,True,False,False,False
766,True,False,False,False
767,False,True,False,False
768,False,True,False,False
769,True,False,False,False
770,False,True,False,False
771,False,True,False,False
772,False,True,False,False
773,False,True,False,False
774,False,True,False,False
775,False,True,False,False
776,False,True,False,False
777,False,True,False,False
778,False,True,False,False
779,False,True,False,False
780,False,True,False,False
781,False,True,False,False
782,False,True,False,False
783,False,True,False,False
784,False,True,False,False
785,False,True,False,False
786,False,False,True,False
787,False,False,True,False
788,False,False,True,False
789,False,False,True,False
790,False,False,True,False
791,False,False,True,False
792,False,False,True,False
793,False,False,True,False
794,False,False,True,False
795,False,False,True,False
796,False,False,True,False
797,False,False,True,False
798,False,False,True,False
799,False,True,False,False
800,False,True,False,False
801,False,True,False,False
802,True,False,False,False
803,True,False,False,False
804,True,False,False,False
805,True,False,False,False
806,True,False,False,False
807,True,False,False,False
808,True,False,False,False
809,True,False,False,False
810,True,False,False,False
811,True,False,False,False
812,True,False,False,False
813,True,False,False,False
814,True,False,False,False
815,True,False,False,False
816,True,False,False,False
817,True,False,False,False
818,True,False,False,False
819,True,False,False,False
820,True,False,False,False
821,True,False,False,False
822,True,False,False,False
823,True,False,False,False
824,True,False,False,False
825,True,False,False,False
826,True,False,False,False
827,True,False,False,False
828,True,False,False,False
829,True,False,False,False
830,True,False,False,False
831,True,False,False,False
832,True,False,False,False
833,True,False,False,False
834,True,False,False,False
835,True,False,False,False
836,True,False,False,False
837,True,False,False,False
838,False,True,False,False
839,True,False,False,False
840,True,False,False,False
841,True,False,False,False
842,False,True,False,False
843,False,True,False,False
844,False,True,False,False
845,False,True,False,False
846,False,True,False,False
847,False,True,False,False
848,False,True,False,False
849,False,True,False,False
850,False,True,False,False
851,True,False,False,False
852,True,False,False,False
853,False,True,False,False
854,False,True,False,False
855,False,True,False,False
856,False,True,False,False
857,False,False,True,False
858,True,False,False,False
859,True,False,False,False
860,True,False,False,False
861,True,False,False,False
862,True,False,False,False
863,True,False,False,False
864,True,False,False,False
865,True,False,False,False
866,True,False,False,False
867,False,True,False,False
868,True,False,False,False
869,True,False,False,False
870,True,False,False,False
871,True,False,False,False
872,True,False,False,False
873,True,False,False,False
874,True,False,False,False
875,True,False,False,False
876,True,False,False,False
877,True,False,False,False
878,True,False,False,False
879,True,False,False,False
880,True,False,False,False
881,True,False,False,False
882,True,False,False,False
883,True,False,False,False
884,True,False,False,False
885,True,False,False,False
886,True,False,False,False
887,True,False,False,False
888,False,True,False,False
889,False,True,False,False
890,True,False,False,False
891,True,False,False,False
892,False,True,False,False
893,False,True,False,False
894,False,True,False,False
895,False,True,False,False
896,False,False,True,False
897,False,False,True,False
898,False,True,False,False
899,False,False,True,False
900,False,False,True,False
901,False,False,True,False
902,False,False,True,False
903,False,False,True,False
904,False,True,False,False
905,False,True,False,False
906,False,True,False,False
907,True,False,False,False
908,True,False,False,False
909,True,False,False,False
910,True,False,False,False
911,True,False,False,False
912,True,False,False,False
913,True,False,False,False
914,True,False,False,False
915,True,False,False,False
916,True,False,False,False
917,True,False,False,False
918,True,False,False,False
919,True,False,False,False
920,True,False,False,False
921,True,False,False,False
922,True,False,False,False
923,True,False,False,False
924,True,False,False,False
925,True,False,False,False
926,True,False,False,False
927,True,False,False,False
928,True,False,False,False
929,True,False,False,False
930,True,False,False,False
931,True,False,False,False
932,True,False,False,False
933,True,False,False,False
934,True,False,False,False
935,True,False,False,False
936,True,False,False,False
937,True,False,False,False
938,True,False,False,False
939,True,False,False,False
940,True,False,False,False
941,True,False,False,False
942,True,False,False,False
943,True,False,False,False
944,True,False,False,False
945,True,False,False,False
946,True,False,False,False
947,True,False,False,False
948,True,False,False,False
949,True,False,False,False
950,True,False,False,False
951,True,False,False,False
952,True,False,False,False
953,True,False,False,False
954,True,False,False,False
955,True,False,False,False
956,True,False,False,False
957,True,False,False,False
958,True,False,False,False
959,True,False,False,False
960,True,False,False,False
961,True,False,False,False
962,True,False,False,False
963,True,False,False,False
964,True,False,False,False
965,True,False,False,False
966,True,False,False,False
967,True,False,False,False
968,True,False,False,False
969,True,False,False,False
970,True,False,False,False
971,True,False,False,False
972,False,True,False,False
973,False,True,False,False
974,False,True,False,False
975,False,True,False,False
976,False,True,False,False
977,False,True,False,False
978,False,True,False,False
979,True,False,False,False
980,True,False,False,False
981,True,False,False,False
982,True,False,False,False
983,False,True,False,False
984,False,True,False,False
985,False,True,False,False
986,True,False,False,False
987,True,False,False,False
988,True,False,False,False
989,True,False,False,False
990,True,False,False,False
991,True,False,False,False
992,True,False,False,False
993,True,False,False,False
994,True,False,False,False
995,True,False,False,False
996,True,False,False,False
997,True,False,False,False
998,True,False,False,False
999,True,False,False,False
1000,True,False,False,False
1001,True,False,False,False
1002,True,False,False,False
1003,True,False,False,False
1004,True,False,False,False
1005,True,False,False,False
1006,True,False,False,False
1007,True,False,False,False
1008,True,False,False,False
1009,True,False,False,False
1010,True,False,False,False
1011,True,False,False,False
1012,True,False,False,False
1013,True,False,False,False
1014,True,False,False,False
1015,True,False,False,False
1016,True,False,False,False
1017,True,False,False,False
1018,True,False,False,False
1019,True,False,False,False
1020,True,False,False,False
1021,True,False,False,False
1022,True,False,False,False
1023,True,False,False,False
1024,True,False,False,False
1025,True,False,False,False
1026,True,False,False,False
1027,True,False,False,False
1028,True,False,False,False
1029,True,False,False,False
1030,True,False,False,False
1031,True,False,False,False
1032,True,False,False,False
1033,True,False,False,False
1034,True,False,False,False
1035,True,False,False,False
1036,True,False,False,False
1037,True,False,False,False
1038,True,False,False,False
1039,False,True,False,False
1040,True,False,False,False
1041,True,False,False,False
1042,False,True,False,False
1043,True,False,False,False
1044,True,False,False,False
1045,True,False,False,False
1046,False,True,False,False
1047,False,True,False,False
1048,True,False,False,False
1049,True,False,False,False
1050,True,False,False,False
1051,True,False,False,False
1052,True,False,False,False
1053,True,False,False,False
1054,True,False,False,False
1055,True,False,False,False
1056,True,False,False,False
1057,True,False,False,False
1058,True,False,False,False
1059,True,False,False,False
1060,True,False,False,False
1061,True,False,False,False
1062,True,False,False,False
1063,True,False,False,False
1064,True,False,False,False
1065,False,True,False,False
1066,True,False,False,False
1067,True,False,False,False
1068,True,False,False,False
1069,True,False,False,False
1070,True,False,False,False
1071,True,False,False,False
1072,True,False,False,False
1073,True,False,False,False
1074,False,True,False,False
1075,True,False,False,False
1076,True,False,False,False
1077,True,False,False,False
1078,True,False,False,False
1079,False,True,False,False
1080,False,True,False,False
1081,False,True,False,False
1082,True,False,False,False
1083,True,False,False,False
1084,True,False,False,False
1085,True,False,False,False
1086,True,False,False,False
1087,True,False,False,False
1088,True,False,False,False
1089,True,False,False,False
1090,True,False,False,False
1091,True,False,False,False
1092,False,True,False,False
1093,False,True,False,False
1094,False,True,False,False
1095,False,True,False,False
1096,False,True,False,False
1097,False,True,False,False
1098,True,False,False,False
1099,True,False,False,False
1100,True,False,False,False
1101,True,False,False,False
1102,True,False,False,False
1103,True,False,False,False
1104,True,False,False,False
1105,True,False,False,False
1106,True,False,False,False
1107,True,False,False,False
1108,True,False,False,False
1109,True,False,False,False
1110,True,False,False,False
1111,True,False,False,False
1112,True,False,False,False
1113,True,False,False,False
1114,True,False,False,False
1115,True,False,False,False
1116,True,False,False,False
1117,True,False,False,False
1118,True,False,False,False
1119,True,False,False,False
1120,True,False,False,False
1121,True,False,False,False
1122,True,False,False,False
1123,True,False,False,False
1124,True,False,False,False
1125,True,False,False,False
1126,True,False,False,False
1127,True,False,False,False
1128,True,False,False,False
1129,True,False,False,False
1130,True,False,False,False
1131,True,False,False,False
1132,True,False,False,False
1133,True,False,False,False
1134,True,False,False,False
1135,True,False,False,False
1136,True,False,False,False
1137,True,False,False,False
1138,True,False,False,False
1139,True,False,False,False
1140,True,False,False,False
1141,True,False,False,False
1142,True,False,False,False
1143,True,False,False,False
1144,False,True,False,False
1145,False,True,False,False
1146,True,False,False,False
1147,True,False,False,False
1148,True,False,False,False
1149,True,False,False,False
1150,True,False,False,False
1151,True,False,False,False
1152,False,True,False,False
1153,False,True,False,False
1154,False,True,False,False
1155,False,True,False,False
1156,False,True,False,False
1157,False,True,False,False
1158,False,True,False,False
1159,False,True,False,False
1160,False,True,False,False
1161,False,True,False,False
1162,True,False,False,False
1163,False,True,False,False
1164,False,True,False,False
1165,False,True,False,False
1166,False,True,False,False
1167,False,True,False,False
1168,False,True,False,False
1169,False,True,False,False
1170,False,True,False,False
1171,False,False,True,False
1172,False,True,False,False
1173,False,True,False,False
1174,False,False,True,False
1175,False,True,False,False
1176,False,True,False,False
1177,False,True,False,False
1178,False,False,True,False
1179,False,False,True,False
1180,False,False,True,False
1181,False,False,True,False
1182,False,True,False,False
1183,False,True,False,False
1184,False,True,False,False
1185,False,True,False,False
1186,True,False,False,False
1187,True,False,False,False
1188,True,False,False,False
1189,True,False,False,False
1190,True,False,False,False
1191,True,False,False,False
1192,True,False,False,False
1193,True,False,False,False
1194,True,False,False,False
1195,True,False,False,False
1196,True,False,False,False
1197,True,False,False,False
1198,True,False,False,False
1199,True,False,False,False
1200,True,False,False,False
1201,True,False,False,False
1202,True,False,False,False
1203,True,False,False,False
1204,True,False,False,False
1205,True,False,False,False
1206,True,False,False,False
1207,True,False,False,False
1208,True,False,False,False
1209,True,False,False,False
1210,True,False,False,False
1211,True,False,False,False
1212,True,False,False,False
1213,True,False,False,False
1214,True,False,False,False
1215,True,False,False,False
1216,True,False,False,False
1217,True,False,False,False
1218,True,False,False,False
1219,True,False,False,False
1220,True,False,False,False
1221,True,False,False,False
1222,True,False,False,False
1223,True,False,False,False
1224,True,False,False,False
1225,True,False,False,False
1226,True,False,False,False
1227,True,False,False,False
1228,True,False,False,False
1229,True,False,False,False
1230,True,False,False,False
1231,False,True,False,False
1232,False,True,False,False
1233,False,True,False,False
1234,False,True,False,False
1235,False,True,False,False
1236,False,True,False,False
1237,False,False,True,False
1238,False,False,True,False
1239,False,False,True,False
1240,False,True,False,False
1241,False,False,True,False
1242,False,True,False,False
1243,False,True,False,False
1244,False,False,True,False
1245,False,True,False,False
1246,False,False,True,False
1247,False,True,False,False
1248,False,True,False,False
1249,False,True,False,False
1250,False,True,False,False
1251,False,False,True,False
1252,False,False,True,False
1253,False,False,True,False
1254,False,False,True,False
1255,False,False,True,False
1256,True,False,False,False
1257,False,False,True,False
1258,False,False,True,False
1259,False,False,True,False
1260,True,False,False,False
1261,True,False,False,False
1262,True,False,False,False
1263,True,False,False,False
1264,True,False,False,False
1265,True,False,False,False
1266,True,False,False,False
1267,True,False,False,False
1268,True,False,False,False
1269,True,False,False,False
1270,True,False,False,False
1271,True,False,False,False
1272,True,False,False,False
1273,False,True,False,False
1274,False,True,False,False
1275,True,False,False,False
1276,True,False,False,False
1277,False,True,False,False
1278,False,True,False,False
1279,False,True,False,False
1280,True,False,False,False
1281,False,True,False,False
1282,False,True,False,False
1283,False,True,False,False
1284,False,True,False,False
1285,True,False,False,False
1286,True,False,False,False
1287,True,False,False,False
1288,True,False,False,False
1289,True,False,False,False
1290,True,False,False,False
1291,True,False,False,False
1292,True,False,False,False
1293,True,False,False,False
1294,True,False,False,False
1295,True,False,False,False
1296,True,False,False,False
1297,True,False,False,False
1298,True,False,False,False
1299,True,False,False,False
1300,True,False,False,False
1301,True,False,False,False
1302,True,False,False,False
1303,True,False,False,False
1304,True,False,False,False
1305,True,False,False,False
1306,True,False,False,False
1307,True,False,False,False
1308,True,False,False,False
1309,True,False,False,False
1310,True,False,False,False
1311,True,False,False,False
1312,True,False,False,False
1313,True,False,False,False
1314,False,True,False,False
1315,False,True,False,False
1316,False,True,False,False
1317,False,False,True,False
1318,False,False,True,False
1319,False,True,False,False
1320,False,True,False,False
1321,False,True,False,False
1322,False,True,False,False
1323,True,False,False,False
1324,False,True,False,False
1325,False,True,False,False
1326,False,True,False,False
1327,False,False,True,False
1328,False,False,True,False
1329,False,False,True,False
1330,False,False,True,False
1331,False,False,True,False
1332,False,False,True,False
1333,False,False,True,False
1334,False,False,True,False
1335,False,True,False,False
1336,False,False,True,False
1337,False,True,False,False
1338,True,False,False,False
1339,True,False,False,False
1340,True,False,False,False
1341,True,False,False,False
1342,True,False,False,False
1343,True,False,False,False
1344,True,False,False,False
1345,True,False,False,False
1346,True,False,False,False
1347,True,False,False,False
1348,True,False,False,False
1349,True,False,False,False
1350,True,False,False,False
1351,True,False,False,False
1352,True,False,False,False
1353,True,False,False,False
1354,True,False,False,False
1355,True,False,False,False
1356,True,False,False,False
1357,True,False,False,False
